tran_sequence_number,transaction_datetime_id
TXN20250222002530,DT_20250222_011249
TXN20250129002531,DT_20250129_034043
TXN20250303002532,DT_20250303_015638
TXN20250218002533,DT_20250218_094311
TXN20250101002534,DT_20250101_014142
TXN20250111002535,DT_20250111_162713
TXN20250107002536,DT_20250107_004743
TXN20250206002537,DT_20250206_135432
TXN20250127002538,DT_20250127_030934
TXN20250302002539,DT_20250302_171032
TXN20250110002540,DT_20250110_090113
TXN20250301002541,DT_20250301_072338
TXN20250319002542,DT_20250319_000631
TXN20250217002543,DT_20250217_061105
TXN20250118002544,DT_20250118_041022
TXN20250114002545,DT_20250114_115544
TXN20250119002546,DT_20250119_183449
TXN20250331002547,DT_20250331_095053
TXN20250113002548,DT_20250113_183945
TXN20250105002549,DT_20250105_001256
TXN20250104002550,DT_20250104_152325
TXN20250212002551,DT_20250212_221159
TXN20250219002552,DT_20250219_194538
TXN20250306002553,DT_20250306_154625
TXN20250123002554,DT_20250123_045934
TXN20250131002555,DT_20250131_035404
TXN20250219002556,DT_20250219_155131
TXN20250126002557,DT_20250126_133136
TXN20250302002558,DT_20250302_042836
TXN20250316002559,DT_20250316_042304
TXN20250109002560,DT_20250109_022319
TXN20250126002561,DT_20250126_174004
TXN20250121002562,DT_20250121_093854
TXN20250204002563,DT_20250204_023851
TXN20250212002564,DT_20250212_233357
TXN20250130002565,DT_20250130_043856
TXN20250122002566,DT_20250122_202809
TXN20250129002567,DT_20250129_105319
TXN20250126002568,DT_20250126_232106
TXN20250223002569,DT_20250223_143603
TXN20250302002570,DT_20250302_171808
TXN20250213002571,DT_20250213_192131
TXN20250119002572,DT_20250119_065746
TXN20250304002573,DT_20250304_180422
TXN20250318002574,DT_20250318_125308
TXN20250114002575,DT_20250114_171618
TXN20250201002576,DT_20250201_233733
TXN20250220002577,DT_20250220_234338
TXN20250320002578,DT_20250320_065636
TXN20250122002579,DT_20250122_211301
TXN20250226002580,DT_20250226_053423
TXN20250106002581,DT_20250106_075613
TXN20250306002582,DT_20250306_152710
TXN20250121002583,DT_20250121_141227
TXN20250214002584,DT_20250214_095208
TXN20250217002585,DT_20250217_110316
TXN20250220002586,DT_20250220_121840
TXN20250119002587,DT_20250119_134552
TXN20250227002588,DT_20250227_024623
TXN20250127002589,DT_20250127_193925
TXN20250323002590,DT_20250323_223155
TXN20250327002591,DT_20250327_155805
TXN20250125002592,DT_20250125_075027
TXN20250302002593,DT_20250302_170957
TXN20250110002594,DT_20250110_140000
TXN20250104002595,DT_20250104_070640
TXN20250123002596,DT_20250123_100642
TXN20250110002597,DT_20250110_163806
TXN20250109002598,DT_20250109_130740
TXN20250123002599,DT_20250123_205732
TXN20250316002600,DT_20250316_231652
TXN20250216002601,DT_20250216_232252
TXN20250307002602,DT_20250307_100051
TXN20250106002603,DT_20250106_095626
TXN20250110002604,DT_20250110_084530
TXN20250111002605,DT_20250111_220610
TXN20250313002606,DT_20250313_163927
TXN20250314002607,DT_20250314_042707
TXN20250320002608,DT_20250320_013834
TXN20250221002609,DT_20250221_211045
TXN20250109002610,DT_20250109_104636
TXN20250118002611,DT_20250118_114201
TXN20250129002612,DT_20250129_035010
TXN20250325002613,DT_20250325_082616
TXN20250306002614,DT_20250306_074022
TXN20250220002615,DT_20250220_062600
TXN20250228002616,DT_20250228_172546
TXN20250328002617,DT_20250328_152757
TXN20250108002618,DT_20250108_164707
TXN20250322002619,DT_20250322_123413
TXN20250313002620,DT_20250313_231730
TXN20250318002621,DT_20250318_153733
TXN20250117002622,DT_20250117_022512
TXN20250209002623,DT_20250209_092859
TXN20250123002624,DT_20250123_205100
TXN20250331002625,DT_20250331_060504
TXN20250126002626,DT_20250126_190048
TXN20250112002627,DT_20250112_123309
TXN20250126002628,DT_20250126_214904
TXN20250307002629,DT_20250307_010238
TXN20250304002630,DT_20250304_034055
TXN20250313002631,DT_20250313_060536
TXN20250227002632,DT_20250227_220007
TXN20250119002633,DT_20250119_234842
TXN20250102002634,DT_20250102_224039
TXN20250207002635,DT_20250207_203109
TXN20250202002636,DT_20250202_221427
TXN20250224002637,DT_20250224_095709
TXN20250207002638,DT_20250207_100644
TXN20250106002639,DT_20250106_221103
TXN20250221002640,DT_20250221_213046
TXN20250328002641,DT_20250328_153635
TXN20250128002642,DT_20250128_094812
TXN20250205002643,DT_20250205_195351
TXN20250106002644,DT_20250106_143042
TXN20250306002645,DT_20250306_142402
TXN20250101002646,DT_20250101_141715
TXN20250313002647,DT_20250313_231721
TXN20250111002648,DT_20250111_232634
TXN20250125002649,DT_20250125_054545
TXN20250206002650,DT_20250206_035252
TXN20250312002651,DT_20250312_144152
TXN20250219002652,DT_20250219_012239
TXN20250302002653,DT_20250302_065722
TXN20250331002654,DT_20250331_081539
TXN20250113002655,DT_20250113_085337
TXN20250326002656,DT_20250326_171940
TXN20250122002657,DT_20250122_161254
TXN20250215002658,DT_20250215_152616
TXN20250129002659,DT_20250129_092016
TXN20250115002660,DT_20250115_231429
TXN20250207002661,DT_20250207_153136
TXN20250206002662,DT_20250206_225224
TXN20250308002663,DT_20250308_232009
TXN20250109002664,DT_20250109_052746
TXN20250228002665,DT_20250228_034835
TXN20250215002666,DT_20250215_234332
TXN20250315002667,DT_20250315_113824
TXN20250218002668,DT_20250218_135656
TXN20250213002669,DT_20250213_132350
TXN20250302002670,DT_20250302_212628
TXN20250303002671,DT_20250303_164705
TXN20250215002672,DT_20250215_040859
TXN20250125002673,DT_20250125_075144
TXN20250305002674,DT_20250305_163456
TXN20250212002675,DT_20250212_210053
TXN20250215002676,DT_20250215_040831
TXN20250124002677,DT_20250124_075426
TXN20250213002678,DT_20250213_024849
TXN20250318002679,DT_20250318_052317
TXN20250120002680,DT_20250120_045640
TXN20250101002681,DT_20250101_044105
TXN20250315002682,DT_20250315_084839
TXN20250118002683,DT_20250118_225600
TXN20250129002684,DT_20250129_223638
TXN20250211002685,DT_20250211_054319
TXN20250120002686,DT_20250120_101216
TXN20250218002687,DT_20250218_211409
TXN20250302002688,DT_20250302_181453
TXN20250119002689,DT_20250119_063551
TXN20250324002690,DT_20250324_201235
TXN20250322002691,DT_20250322_174557
TXN20250118002692,DT_20250118_044230
TXN20250316002693,DT_20250316_060059
TXN20250328002694,DT_20250328_102920
TXN20250319002695,DT_20250319_185055
TXN20250109002696,DT_20250109_114604
TXN20250210002697,DT_20250210_180531
TXN20250120002698,DT_20250120_165955
TXN20250110002699,DT_20250110_110750
TXN20250326002700,DT_20250326_223527
TXN20250102002701,DT_20250102_074107
TXN20250306002702,DT_20250306_105330
TXN20250111002703,DT_20250111_073758
TXN20250307002704,DT_20250307_131032
TXN20250224002705,DT_20250224_172412
TXN20250202002706,DT_20250202_082126
TXN20250116002707,DT_20250116_181127
TXN20250224002708,DT_20250224_025523
TXN20250205002709,DT_20250205_124053
TXN20250324002710,DT_20250324_173639
TXN20250205002711,DT_20250205_090401
TXN20250116002712,DT_20250116_185433
TXN20250116002713,DT_20250116_120945
TXN20250208002714,DT_20250208_114944
TXN20250203002715,DT_20250203_073000
TXN20250227002716,DT_20250227_192028
TXN20250103002717,DT_20250103_192621
TXN20250206002718,DT_20250206_224201
TXN20250324002719,DT_20250324_113917
TXN20250213002720,DT_20250213_143806
TXN20250315002721,DT_20250315_121336
TXN20250203002722,DT_20250203_213911
TXN20250224002723,DT_20250224_115037
TXN20250221002724,DT_20250221_075133
TXN20250316002725,DT_20250316_092928
TXN20250326002726,DT_20250326_193014
TXN20250328002727,DT_20250328_120331
TXN20250108002728,DT_20250108_135010
TXN20250123002729,DT_20250123_053146
TXN20250203002730,DT_20250203_043655
TXN20250303002731,DT_20250303_092709
TXN20250202002732,DT_20250202_051732
TXN20250201002733,DT_20250201_050124
TXN20250208002734,DT_20250208_045751
TXN20250324002735,DT_20250324_193135
TXN20250328002736,DT_20250328_194219
TXN20250211002737,DT_20250211_123836
TXN20250220002738,DT_20250220_135732
TXN20250217002739,DT_20250217_024514
TXN20250105002740,DT_20250105_083304
TXN20250322002741,DT_20250322_220224
TXN20250208002742,DT_20250208_001707
TXN20250214002743,DT_20250214_232331
TXN20250322002744,DT_20250322_200037
TXN20250114002745,DT_20250114_133906
TXN20250305002746,DT_20250305_091102
TXN20250103002747,DT_20250103_100044
TXN20250121002748,DT_20250121_052302
TXN20250315002749,DT_20250315_200936
TXN20250126002750,DT_20250126_001903
TXN20250111002751,DT_20250111_042138
TXN20250308002752,DT_20250308_211035
TXN20250225002753,DT_20250225_181915
TXN20250304002754,DT_20250304_212409
TXN20250101002755,DT_20250101_101706
TXN20250305002756,DT_20250305_003953
TXN20250130002757,DT_20250130_214050
TXN20250104002758,DT_20250104_080911
TXN20250308002759,DT_20250308_213314
TXN20250124002760,DT_20250124_135327
TXN20250123002761,DT_20250123_110503
TXN20250118002762,DT_20250118_224649
TXN20250324002763,DT_20250324_103433
TXN20250202002764,DT_20250202_182045
TXN20250312002765,DT_20250312_180423
TXN20250102002766,DT_20250102_094147
TXN20250217002767,DT_20250217_195901
TXN20250204002768,DT_20250204_040300
TXN20250316002769,DT_20250316_155655
TXN20250318002770,DT_20250318_224543
TXN20250227002771,DT_20250227_031320
TXN20250222002772,DT_20250222_043438
TXN20250219002773,DT_20250219_221725
TXN20250301002774,DT_20250301_235509
TXN20250315002775,DT_20250315_190057
TXN20250306002776,DT_20250306_111507
TXN20250117002777,DT_20250117_143344
TXN20250102002778,DT_20250102_232258
TXN20250128002779,DT_20250128_040744
TXN20250301002780,DT_20250301_223710
TXN20250203002781,DT_20250203_004524
TXN20250309002782,DT_20250309_095751
TXN20250209002783,DT_20250209_140715
TXN20250125002784,DT_20250125_165452
TXN20250223002785,DT_20250223_180127
TXN20250325002786,DT_20250325_173458
TXN20250303002787,DT_20250303_034811
TXN20250119002788,DT_20250119_083621
TXN20250318002789,DT_20250318_022324
TXN20250323002790,DT_20250323_134552
TXN20250204002791,DT_20250204_141346
TXN20250315002792,DT_20250315_081633
TXN20250223002793,DT_20250223_041512
TXN20250214002794,DT_20250214_015633
TXN20250111002795,DT_20250111_184317
TXN20250317002796,DT_20250317_120749
TXN20250320002797,DT_20250320_005031
TXN20250205002798,DT_20250205_232931
TXN20250203002799,DT_20250203_010001
TXN20250106002800,DT_20250106_135437
TXN20250330002801,DT_20250330_051023
TXN20250105002802,DT_20250105_102725
TXN20250112002803,DT_20250112_001327
TXN20250315002804,DT_20250315_003521
TXN20250127002805,DT_20250127_093618
TXN20250221002806,DT_20250221_165946
TXN20250111002807,DT_20250111_151640
TXN20250325002808,DT_20250325_113559
TXN20250126002809,DT_20250126_001403
TXN20250118002810,DT_20250118_060348
TXN20250318002811,DT_20250318_003635
TXN20250224002812,DT_20250224_055942
TXN20250117002813,DT_20250117_165113
TXN20250125002814,DT_20250125_082836
TXN20250314002815,DT_20250314_130351
TXN20250116002816,DT_20250116_223307
TXN20250316002817,DT_20250316_110853
TXN20250127002818,DT_20250127_053706
TXN20250120002819,DT_20250120_193037
TXN20250217002820,DT_20250217_022843
TXN20250112002821,DT_20250112_130505
TXN20250110002822,DT_20250110_150403
TXN20250225002823,DT_20250225_181852
TXN20250312002824,DT_20250312_204350
TXN20250117002825,DT_20250117_010903
TXN20250131002826,DT_20250131_154440
TXN20250312002827,DT_20250312_214903
TXN20250204002828,DT_20250204_215233
TXN20250117002829,DT_20250117_103610
TXN20250121002830,DT_20250121_200428
TXN20250102002831,DT_20250102_121813
TXN20250102002832,DT_20250102_192828
TXN20250129002833,DT_20250129_060357
TXN20250215002834,DT_20250215_012723
TXN20250225002835,DT_20250225_215216
TXN20250304002836,DT_20250304_102238
TXN20250226002837,DT_20250226_013915
TXN20250114002838,DT_20250114_004403
TXN20250329002839,DT_20250329_093413
TXN20250327002840,DT_20250327_014253
TXN20250210002841,DT_20250210_183017
TXN20250314002842,DT_20250314_054859
TXN20250109002843,DT_20250109_094543
TXN20250104002844,DT_20250104_043357
TXN20250329002845,DT_20250329_201728
TXN20250210002846,DT_20250210_205525
TXN20250218002847,DT_20250218_054212
TXN20250213002848,DT_20250213_220731
TXN20250315002849,DT_20250315_040644
TXN20250324002850,DT_20250324_200248
TXN20250114002851,DT_20250114_185456
TXN20250117002852,DT_20250117_125128
TXN20250127002853,DT_20250127_054654
TXN20250117002854,DT_20250117_022741
TXN20250111002855,DT_20250111_004736
TXN20250330002856,DT_20250330_083334
TXN20250110002857,DT_20250110_072930
TXN20250304002858,DT_20250304_220837
TXN20250105002859,DT_20250105_110240
TXN20250219002860,DT_20250219_163728
TXN20250204002861,DT_20250204_113834
TXN20250213002862,DT_20250213_092034
TXN20250310002863,DT_20250310_080914
TXN20250116002864,DT_20250116_032451
TXN20250311002865,DT_20250311_233115
TXN20250203002866,DT_20250203_042456
TXN20250305002867,DT_20250305_195157
TXN20250330002868,DT_20250330_140234
TXN20250218002869,DT_20250218_023800
TXN20250118002870,DT_20250118_185300
TXN20250223002871,DT_20250223_092854
TXN20250115002872,DT_20250115_204308
TXN20250326002873,DT_20250326_194720
TXN20250319002874,DT_20250319_004637
TXN20250228002875,DT_20250228_081350
TXN20250102002876,DT_20250102_163207
TXN20250127002877,DT_20250127_150900
TXN20250325002878,DT_20250325_173603
TXN20250105002879,DT_20250105_160029
TXN20250310002880,DT_20250310_041948
TXN20250214002881,DT_20250214_152622
TXN20250325002882,DT_20250325_211304
TXN20250105002883,DT_20250105_152644
TXN20250117002884,DT_20250117_162622
TXN20250306002885,DT_20250306_113819
TXN20250303002886,DT_20250303_030103
TXN20250228002887,DT_20250228_220550
TXN20250212002888,DT_20250212_031441
TXN20250322002889,DT_20250322_220729
TXN20250304002890,DT_20250304_063816
TXN20250112002891,DT_20250112_085415
TXN20250118002892,DT_20250118_053625
TXN20250201002893,DT_20250201_162749
TXN20250306002894,DT_20250306_190234
TXN20250322002895,DT_20250322_025747
TXN20250108002896,DT_20250108_001137
TXN20250124002897,DT_20250124_012435
TXN20250331002898,DT_20250331_003516
TXN20250217002899,DT_20250217_225214
TXN20250313002900,DT_20250313_034615
TXN20250316002901,DT_20250316_190922
TXN20250217002902,DT_20250217_180118
TXN20250123002903,DT_20250123_091652
TXN20250110002904,DT_20250110_123940
TXN20250221002905,DT_20250221_115216
TXN20250216002906,DT_20250216_163731
TXN20250322002907,DT_20250322_021853
TXN20250220002908,DT_20250220_061554
TXN20250219002909,DT_20250219_132403
TXN20250204002910,DT_20250204_220702
TXN20250224002911,DT_20250224_181726
TXN20250306002912,DT_20250306_095023
TXN20250303002913,DT_20250303_235711
TXN20250212002914,DT_20250212_085909
TXN20250124002915,DT_20250124_081020
TXN20250223002916,DT_20250223_112758
TXN20250218002917,DT_20250218_234040
TXN20250329002918,DT_20250329_045124
TXN20250218002919,DT_20250218_061132
TXN20250225002920,DT_20250225_141919
TXN20250225002921,DT_20250225_071048
TXN20250115002922,DT_20250115_125632
TXN20250324002923,DT_20250324_193315
TXN20250302002924,DT_20250302_173628
TXN20250330002925,DT_20250330_060930
TXN20250324002926,DT_20250324_015308
TXN20250201002927,DT_20250201_071457
TXN20250323002928,DT_20250323_133710
TXN20250213002929,DT_20250213_163458
TXN20250205002930,DT_20250205_171208
TXN20250125002931,DT_20250125_070506
TXN20250124002932,DT_20250124_011044
TXN20250323002933,DT_20250323_030201
TXN20250326002934,DT_20250326_084711
TXN20250207002935,DT_20250207_114856
TXN20250303002936,DT_20250303_210046
TXN20250207002937,DT_20250207_183058
TXN20250105002938,DT_20250105_145605
TXN20250325002939,DT_20250325_065447
TXN20250302002940,DT_20250302_095247
TXN20250316002941,DT_20250316_210431
TXN20250106002942,DT_20250106_041806
TXN20250111002943,DT_20250111_074949
TXN20250310002944,DT_20250310_173148
TXN20250310002945,DT_20250310_102605
TXN20250317002946,DT_20250317_090435
TXN20250127002947,DT_20250127_222906
TXN20250307002948,DT_20250307_115712
TXN20250223002949,DT_20250223_195008
TXN20250119002950,DT_20250119_103759
TXN20250314002951,DT_20250314_193514
TXN20250211002952,DT_20250211_131721
TXN20250301002953,DT_20250301_201103
TXN20250314002954,DT_20250314_043238
TXN20250212002955,DT_20250212_174214
TXN20250215002956,DT_20250215_140052
TXN20250216002957,DT_20250216_124455
TXN20250330002958,DT_20250330_111147
TXN20250324002959,DT_20250324_041051
TXN20250205002960,DT_20250205_235332
TXN20250217002961,DT_20250217_183754
TXN20250324002962,DT_20250324_002528
TXN20250207002963,DT_20250207_084046
TXN20250305002964,DT_20250305_092700
TXN20250121002965,DT_20250121_144450
TXN20250330002966,DT_20250330_210533
TXN20250201002967,DT_20250201_193341
TXN20250320002968,DT_20250320_165442
TXN20250303002969,DT_20250303_015033
TXN20250111002970,DT_20250111_195947
TXN20250101002971,DT_20250101_175903
TXN20250109002972,DT_20250109_190856
TXN20250208002973,DT_20250208_042555
TXN20250202002974,DT_20250202_024932
TXN20250225002975,DT_20250225_102332
TXN20250122002976,DT_20250122_045213
TXN20250110002977,DT_20250110_102649
TXN20250206002978,DT_20250206_073509
TXN20250214002979,DT_20250214_164204
TXN20250108002980,DT_20250108_202601
TXN20250206002981,DT_20250206_045039
TXN20250314002982,DT_20250314_202750
TXN20250119002983,DT_20250119_171948
TXN20250210002984,DT_20250210_063255
TXN20250325002985,DT_20250325_015003
TXN20250118002986,DT_20250118_011908
TXN20250107002987,DT_20250107_085710
TXN20250124002988,DT_20250124_130046
TXN20250115002989,DT_20250115_160614
TXN20250331002990,DT_20250331_202431
TXN20250304002991,DT_20250304_230604
TXN20250312002992,DT_20250312_190344
TXN20250115002993,DT_20250115_195323
TXN20250127002994,DT_20250127_105125
TXN20250130002995,DT_20250130_054450
TXN20250228002996,DT_20250228_071201
TXN20250123002997,DT_20250123_051016
TXN20250124002998,DT_20250124_100104
TXN20250116002999,DT_20250116_120822
TXN20250214003000,DT_20250214_125109
TXN20250324003001,DT_20250324_114155
TXN20250209003002,DT_20250209_043844
TXN20250106003003,DT_20250106_185651
TXN20250220003004,DT_20250220_014307
TXN20250122003005,DT_20250122_044855
TXN20250113003006,DT_20250113_054349
TXN20250206003007,DT_20250206_022413
TXN20250304003008,DT_20250304_060522
TXN20250102003009,DT_20250102_042218
TXN20250223003010,DT_20250223_215916
TXN20250112003011,DT_20250112_201917
TXN20250322003012,DT_20250322_162528
TXN20250322003013,DT_20250322_015107
TXN20250303003014,DT_20250303_200557
TXN20250319003015,DT_20250319_233119
TXN20250206003016,DT_20250206_234909
TXN20250206003017,DT_20250206_020200
TXN20250311003018,DT_20250311_134726
TXN20250302003019,DT_20250302_130524
TXN20250320003020,DT_20250320_110242
TXN20250221003021,DT_20250221_131809
TXN20250121003022,DT_20250121_104839
TXN20250208003023,DT_20250208_071147
TXN20250222003024,DT_20250222_160210
TXN20250303003025,DT_20250303_173357
TXN20250109003026,DT_20250109_110059
TXN20250210003027,DT_20250210_233143
TXN20250114003028,DT_20250114_044728
TXN20250216003029,DT_20250216_181330
TXN20250220003030,DT_20250220_231153
TXN20250323003031,DT_20250323_004354
TXN20250223003032,DT_20250223_091017
TXN20250118003033,DT_20250118_031544
TXN20250328003034,DT_20250328_193718
TXN20250127003035,DT_20250127_111459
TXN20250313003036,DT_20250313_010254
TXN20250320003037,DT_20250320_185005
TXN20250327003038,DT_20250327_020656
TXN20250124003039,DT_20250124_230516
TXN20250314003040,DT_20250314_185742
TXN20250318003041,DT_20250318_104641
TXN20250124003042,DT_20250124_145645
TXN20250304003043,DT_20250304_000731
TXN20250108003044,DT_20250108_151037
TXN20250325003045,DT_20250325_191921
TXN20250203003046,DT_20250203_202318
TXN20250331003047,DT_20250331_215212
TXN20250324003048,DT_20250324_102346
TXN20250102003049,DT_20250102_191801
TXN20250213003050,DT_20250213_030415
TXN20250227003051,DT_20250227_135412
TXN20250118003052,DT_20250118_030817
TXN20250118003053,DT_20250118_002126
TXN20250113003054,DT_20250113_104144
TXN20250315003055,DT_20250315_235329
TXN20250328003056,DT_20250328_215031
TXN20250321003057,DT_20250321_135611
TXN20250319003058,DT_20250319_015356
TXN20250113003059,DT_20250113_022351
TXN20250115003060,DT_20250115_112831
TXN20250320003061,DT_20250320_025004
TXN20250203003062,DT_20250203_145015
TXN20250312003063,DT_20250312_153102
TXN20250228003064,DT_20250228_133356
TXN20250324003065,DT_20250324_055446
TXN20250204003066,DT_20250204_084905
TXN20250327003067,DT_20250327_134231
TXN20250211003068,DT_20250211_103455
TXN20250304003069,DT_20250304_171206
TXN20250217003070,DT_20250217_144244
TXN20250128003071,DT_20250128_061831
TXN20250125003072,DT_20250125_194158
TXN20250114003073,DT_20250114_062346
TXN20250214003074,DT_20250214_044302
TXN20250319003075,DT_20250319_234820
TXN20250320003076,DT_20250320_174559
TXN20250220003077,DT_20250220_052127
TXN20250131003078,DT_20250131_111132
TXN20250314003079,DT_20250314_210908
TXN20250214003080,DT_20250214_125018
TXN20250217003081,DT_20250217_114422
TXN20250117003082,DT_20250117_150747
TXN20250318003083,DT_20250318_062709
TXN20250209003084,DT_20250209_055008
TXN20250304003085,DT_20250304_094947
TXN20250319003086,DT_20250319_103659
TXN20250323003087,DT_20250323_234254
TXN20250107003088,DT_20250107_172939
TXN20250326003089,DT_20250326_051223
TXN20250207003090,DT_20250207_210741
TXN20250124003091,DT_20250124_045605
TXN20250325003092,DT_20250325_151945
TXN20250205003093,DT_20250205_203213
TXN20250109003094,DT_20250109_010131
TXN20250131003095,DT_20250131_213902
TXN20250211003096,DT_20250211_204635
TXN20250223003097,DT_20250223_231426
TXN20250330003098,DT_20250330_031617
TXN20250322003099,DT_20250322_145410
TXN20250202003100,DT_20250202_075600
TXN20250212003101,DT_20250212_121338
TXN20250228003102,DT_20250228_232504
TXN20250227003103,DT_20250227_025157
TXN20250323003104,DT_20250323_041711
TXN20250115003105,DT_20250115_173429
TXN20250316003106,DT_20250316_014644
TXN20250301003107,DT_20250301_010952
TXN20250220003108,DT_20250220_025734
TXN20250214003109,DT_20250214_100258
TXN20250122003110,DT_20250122_043707
TXN20250312003111,DT_20250312_205442
TXN20250106003112,DT_20250106_181838
TXN20250311003113,DT_20250311_200957
TXN20250216003114,DT_20250216_054628
TXN20250202003115,DT_20250202_151040
TXN20250104003116,DT_20250104_214354
TXN20250317003117,DT_20250317_193048
TXN20250217003118,DT_20250217_090643
TXN20250329003119,DT_20250329_120823
TXN20250304003120,DT_20250304_130901
TXN20250319003121,DT_20250319_064439
TXN20250126003122,DT_20250126_150848
TXN20250118003123,DT_20250118_214915
TXN20250202003124,DT_20250202_132328
TXN20250131003125,DT_20250131_062931
TXN20250325003126,DT_20250325_082010
TXN20250326003127,DT_20250326_094502
TXN20250225003128,DT_20250225_223606
TXN20250321003129,DT_20250321_141024
TXN20250123003130,DT_20250123_064735
TXN20250323003131,DT_20250323_100128
TXN20250319003132,DT_20250319_152213
TXN20250225003133,DT_20250225_053345
TXN20250120003134,DT_20250120_220946
TXN20250319003135,DT_20250319_055448
TXN20250303003136,DT_20250303_235926
TXN20250320003137,DT_20250320_030923
TXN20250316003138,DT_20250316_045628
TXN20250305003139,DT_20250305_123234
TXN20250322003140,DT_20250322_233203
TXN20250123003141,DT_20250123_221957
TXN20250118003142,DT_20250118_121113
TXN20250213003143,DT_20250213_225218
TXN20250127003144,DT_20250127_060541
TXN20250307003145,DT_20250307_013503
TXN20250208003146,DT_20250208_122652
TXN20250219003147,DT_20250219_212412
TXN20250102003148,DT_20250102_223838
TXN20250302003149,DT_20250302_091337
TXN20250211003150,DT_20250211_192309
TXN20250328003151,DT_20250328_040842
TXN20250226003152,DT_20250226_155916
TXN20250112003153,DT_20250112_064110
TXN20250227003154,DT_20250227_175420
TXN20250126003155,DT_20250126_024127
TXN20250208003156,DT_20250208_222510
TXN20250211003157,DT_20250211_213927
TXN20250304003158,DT_20250304_033047
TXN20250305003159,DT_20250305_210047
TXN20250306003160,DT_20250306_095833
TXN20250316003161,DT_20250316_025814
TXN20250220003162,DT_20250220_135941
TXN20250217003163,DT_20250217_213044
TXN20250108003164,DT_20250108_061803
TXN20250303003165,DT_20250303_145810
TXN20250308003166,DT_20250308_125032
TXN20250108003167,DT_20250108_022647
TXN20250302003168,DT_20250302_201606
TXN20250117003169,DT_20250117_234551
TXN20250109003170,DT_20250109_162314
TXN20250101003171,DT_20250101_082412
TXN20250124003172,DT_20250124_031316
TXN20250218003173,DT_20250218_122144
TXN20250124003174,DT_20250124_153536
TXN20250110003175,DT_20250110_133425
TXN20250316003176,DT_20250316_104032
TXN20250316003177,DT_20250316_074914
TXN20250311003178,DT_20250311_014918
TXN20250102003179,DT_20250102_113707
TXN20250117003180,DT_20250117_194530
TXN20250328003181,DT_20250328_000945
TXN20250109003182,DT_20250109_150922
TXN20250216003183,DT_20250216_102822
TXN20250130003184,DT_20250130_101817
TXN20250123003185,DT_20250123_203605
TXN20250107003186,DT_20250107_023113
TXN20250328003187,DT_20250328_095408
TXN20250214003188,DT_20250214_203014
TXN20250228003189,DT_20250228_042429
TXN20250309003190,DT_20250309_061837
TXN20250105003191,DT_20250105_230600
TXN20250222003192,DT_20250222_014107
TXN20250125003193,DT_20250125_051450
TXN20250118003194,DT_20250118_224900
TXN20250126003195,DT_20250126_201558
TXN20250204003196,DT_20250204_080726
TXN20250223003197,DT_20250223_150128
TXN20250321003198,DT_20250321_182131
TXN20250207003199,DT_20250207_062637
TXN20250213003200,DT_20250213_124932
TXN20250322003201,DT_20250322_003527
TXN20250213003202,DT_20250213_085724
TXN20250329003203,DT_20250329_174601
TXN20250204003204,DT_20250204_194030
TXN20250217003205,DT_20250217_024737
TXN20250220003206,DT_20250220_132631
TXN20250222003207,DT_20250222_065509
TXN20250311003208,DT_20250311_201443
TXN20250131003209,DT_20250131_022354
TXN20250223003210,DT_20250223_170258
TXN20250225003211,DT_20250225_114549
TXN20250311003212,DT_20250311_113625
TXN20250204003213,DT_20250204_181128
TXN20250226003214,DT_20250226_001555
TXN20250227003215,DT_20250227_141257
TXN20250116003216,DT_20250116_170632
TXN20250202003217,DT_20250202_043333
TXN20250202003218,DT_20250202_020722
TXN20250107003219,DT_20250107_074957
TXN20250214003220,DT_20250214_053049
TXN20250125003221,DT_20250125_070826
TXN20250105003222,DT_20250105_074342
TXN20250326003223,DT_20250326_103407
TXN20250313003224,DT_20250313_030644
TXN20250126003225,DT_20250126_060056
TXN20250329003226,DT_20250329_004023
TXN20250321003227,DT_20250321_032429
TXN20250116003228,DT_20250116_104728
TXN20250121003229,DT_20250121_175720
TXN20250323003230,DT_20250323_050447
TXN20250330003231,DT_20250330_042753
TXN20250220003232,DT_20250220_092847
TXN20250224003233,DT_20250224_065945
TXN20250109003234,DT_20250109_101345
TXN20250129003235,DT_20250129_075138
TXN20250202003236,DT_20250202_202602
TXN20250322003237,DT_20250322_132515
TXN20250329003238,DT_20250329_030745
TXN20250103003239,DT_20250103_000725
TXN20250206003240,DT_20250206_203021
TXN20250328003241,DT_20250328_181922
TXN20250213003242,DT_20250213_164229
TXN20250225003243,DT_20250225_172823
TXN20250307003244,DT_20250307_123753
TXN20250221003245,DT_20250221_122145
TXN20250120003246,DT_20250120_024652
TXN20250110003247,DT_20250110_104714
TXN20250104003248,DT_20250104_082104
TXN20250102003249,DT_20250102_052150
TXN20250327003250,DT_20250327_100732
TXN20250210003251,DT_20250210_095400
TXN20250128003252,DT_20250128_055714
TXN20250208003253,DT_20250208_095346
TXN20250331003254,DT_20250331_214340
TXN20250312003255,DT_20250312_152646
TXN20250311003256,DT_20250311_200351
TXN20250330003257,DT_20250330_101819
TXN20250320003258,DT_20250320_195434
TXN20250310003259,DT_20250310_180234
TXN20250313003260,DT_20250313_042740
TXN20250301003261,DT_20250301_190925
TXN20250106003262,DT_20250106_091221
TXN20250125003263,DT_20250125_050234
TXN20250302003264,DT_20250302_224930
