tran_sequence_number,location_id
TXN20250218001221,LOC_DE_BERLIN
TXN20250128001222,LOC_US_SAN_FRANCISCO
TXN20250129001223,LOC_SG_SINGAPORE
TXN20250325001224,LOC_CA_VANCOUVER
TXN20250226001225,LOC_DE_BERLIN
TXN20250203001226,LOC_US_CHICAGO
TXN20250226001227,LOC_CA_VANCOUVER
TXN20250206001228,LOC_AU_SYDNEY
TXN20250218001229,LOC_IN_MUMBAI
TXN20250123001230,LOC_IN_BENGALURU
TXN20250131001231,LOC_GB_LONDON
TXN20250109001232,LOC_DE_BERLIN
TXN20250209001233,LOC_AU_SYDNEY
TXN20250111001234,LOC_US_SAN_FRANCISCO
TXN20250118001235,LOC_US_SAN_FRANCISCO
TXN20250111001236,LOC_US_NEW_YORK
TXN20250227001237,LOC_JP_TOKYO
TXN20250129001238,LOC_SG_SINGAPORE
TXN20250221001239,LOC_GB_LONDON
TXN20250221001240,LOC_US_CHICAGO
TXN20250220001241,LOC_DE_BERLIN
TXN20250316001242,LOC_IN_BENGALURU
TXN20250217001243,LOC_DE_BERLIN
TXN20250106001244,LOC_DE_BERLIN
TXN20250102001245,LOC_JP_OSAKA
TXN20250329001246,LOC_IN_BENGALURU
TXN20250206001247,LOC_DE_BERLIN
TXN20250129001248,LOC_FR_PARIS
TXN20250320001249,LOC_JP_TOKYO
TXN20250106001250,LOC_NL_AMSTERDAM
TXN20250120001251,LOC_IN_BENGALURU
TXN20250106001252,LOC_CA_TORONTO
TXN20250127001253,LOC_JP_TOKYO
TXN20250117001254,LOC_GB_MANCHESTER
TXN20250125001255,LOC_GB_MANCHESTER
TXN20250312001256,LOC_NL_AMSTERDAM
TXN20250330001257,LOC_HK_HONG_KONG
TXN20250212001258,LOC_US_SAN_FRANCISCO
TXN20250228001259,LOC_JP_OSAKA
TXN20250331001260,LOC_FR_PARIS
TXN20250111001261,LOC_NL_AMSTERDAM
TXN20250304001262,LOC_JP_OSAKA
TXN20250317001263,LOC_CA_VANCOUVER
TXN20250115001264,LOC_CA_VANCOUVER
TXN20250305001265,LOC_FR_PARIS
TXN20250211001266,LOC_CA_TORONTO
TXN20250323001267,LOC_GB_MANCHESTER
TXN20250224001268,LOC_US_NEW_YORK
TXN20250224001269,LOC_SG_SINGAPORE
TXN20250131001270,LOC_ES_MADRID
TXN20250208001271,LOC_FR_PARIS
TXN20250320001272,LOC_HK_HONG_KONG
TXN20250323001273,LOC_GB_MANCHESTER
TXN20250301001274,LOC_US_NEW_YORK
TXN20250226001275,LOC_GB_LONDON
TXN20250224001276,LOC_DE_BERLIN
TXN20250105001277,LOC_FR_PARIS
TXN20250320001278,LOC_CA_TORONTO
TXN20250117001279,LOC_GB_MANCHESTER
TXN20250303001280,LOC_JP_TOKYO
TXN20250315001281,LOC_US_SAN_FRANCISCO
TXN20250219001282,LOC_DE_BERLIN
TXN20250226001283,LOC_JP_TOKYO
TXN20250112001284,LOC_IN_BENGALURU
TXN20250314001285,LOC_AE_DUBAI
TXN20250126001286,LOC_IN_BENGALURU
TXN20250223001287,LOC_SG_SINGAPORE
TXN20250114001288,LOC_FR_PARIS
TXN20250304001289,LOC_FR_PARIS
TXN20250205001290,LOC_IN_MUMBAI
TXN20250209001291,LOC_US_SAN_FRANCISCO
TXN20250222001292,LOC_GB_LONDON
TXN20250202001293,LOC_US_CHICAGO
TXN20250101001294,LOC_SG_SINGAPORE
TXN20250125001295,LOC_DE_BERLIN
TXN20250301001296,LOC_JP_TOKYO
TXN20250225001297,LOC_IN_MUMBAI
TXN20250112001298,LOC_DE_BERLIN
TXN20250222001299,LOC_US_CHICAGO
TXN20250109001300,LOC_ES_MADRID
TXN20250104001301,LOC_NL_AMSTERDAM
TXN20250315001302,LOC_US_NEW_YORK
TXN20250214001303,LOC_GB_MANCHESTER
TXN20250123001304,LOC_SG_SINGAPORE
TXN20250212001305,LOC_ES_MADRID
TXN20250221001306,LOC_FR_PARIS
TXN20250223001307,LOC_GB_MANCHESTER
TXN20250114001308,LOC_FR_PARIS
TXN20250110001309,LOC_CA_VANCOUVER
TXN20250105001310,LOC_US_SAN_FRANCISCO
TXN20250225001311,LOC_US_NEW_YORK
TXN20250327001312,LOC_US_SAN_FRANCISCO
TXN20250106001313,LOC_NL_AMSTERDAM
TXN20250111001314,LOC_NL_AMSTERDAM
TXN20250323001315,LOC_GB_LONDON
TXN20250131001316,LOC_US_CHICAGO
TXN20250219001317,LOC_ES_MADRID
TXN20250330001318,LOC_SG_SINGAPORE
TXN20250121001319,LOC_FR_PARIS
TXN20250221001320,LOC_JP_TOKYO
TXN20250101001321,LOC_US_SAN_FRANCISCO
TXN20250208001322,LOC_JP_TOKYO
TXN20250129001323,LOC_IN_MUMBAI
TXN20250322001324,LOC_CA_TORONTO
TXN20250205001325,LOC_FR_PARIS
TXN20250219001326,LOC_IN_BENGALURU
TXN20250330001327,LOC_US_NEW_YORK
TXN20250223001328,LOC_GB_MANCHESTER
TXN20250326001329,LOC_JP_OSAKA
TXN20250201001330,LOC_DE_BERLIN
TXN20250130001331,LOC_FR_PARIS
TXN20250118001332,LOC_US_SAN_FRANCISCO
TXN20250328001333,LOC_AU_SYDNEY
TXN20250227001334,LOC_GB_MANCHESTER
TXN20250330001335,LOC_US_NEW_YORK
TXN20250121001336,LOC_IN_BENGALURU
TXN20250131001337,LOC_CA_VANCOUVER
TXN20250118001338,LOC_DE_BERLIN
TXN20250308001339,LOC_ES_MADRID
TXN20250227001340,LOC_GB_LONDON
TXN20250205001341,LOC_DE_BERLIN
TXN20250204001342,LOC_US_CHICAGO
TXN20250325001343,LOC_AU_MELBOURNE
TXN20250119001344,LOC_US_CHICAGO
TXN20250225001345,LOC_NL_AMSTERDAM
TXN20250331001346,LOC_NL_AMSTERDAM
TXN20250328001347,LOC_CA_VANCOUVER
TXN20250324001348,LOC_GB_MANCHESTER
TXN20250216001349,LOC_US_NEW_YORK
TXN20250226001350,LOC_CA_TORONTO
TXN20250217001351,LOC_JP_TOKYO
TXN20250226001352,LOC_GB_MANCHESTER
TXN20250211001353,LOC_JP_TOKYO
TXN20250129001354,LOC_IN_BENGALURU
TXN20250207001355,LOC_GB_LONDON
TXN20250126001356,LOC_IN_BENGALURU
TXN20250314001357,LOC_AE_DUBAI
TXN20250206001358,LOC_GB_MANCHESTER
TXN20250305001359,LOC_JP_TOKYO
TXN20250112001360,LOC_US_CHICAGO
TXN20250301001361,LOC_US_CHICAGO
TXN20250117001362,LOC_AE_DUBAI
TXN20250104001363,LOC_CA_TORONTO
TXN20250224001364,LOC_IN_MUMBAI
TXN20250216001365,LOC_JP_TOKYO
TXN20250306001366,LOC_IN_MUMBAI
TXN20250111001367,LOC_ES_MADRID
TXN20250216001368,LOC_AU_SYDNEY
TXN20250225001369,LOC_US_NEW_YORK
TXN20250306001370,LOC_US_CHICAGO
TXN20250319001371,LOC_US_CHICAGO
TXN20250106001372,LOC_US_NEW_YORK
TXN20250201001373,LOC_CA_VANCOUVER
TXN20250225001374,LOC_JP_TOKYO
TXN20250331001375,LOC_HK_HONG_KONG
TXN20250126001376,LOC_CA_TORONTO
TXN20250111001377,LOC_IN_MUMBAI
TXN20250107001378,LOC_DE_BERLIN
TXN20250123001379,LOC_JP_OSAKA
TXN20250126001380,LOC_GB_LONDON
TXN20250309001381,LOC_AU_SYDNEY
TXN20250207001382,LOC_FR_PARIS
TXN20250101001383,LOC_AU_MELBOURNE
TXN20250309001384,LOC_FR_PARIS
TXN20250227001385,LOC_CA_VANCOUVER
TXN20250316001386,LOC_ES_MADRID
TXN20250104001387,LOC_US_NEW_YORK
TXN20250317001388,LOC_JP_TOKYO
TXN20250114001389,LOC_AU_MELBOURNE
TXN20250325001390,LOC_JP_OSAKA
TXN20250128001391,LOC_HK_HONG_KONG
TXN20250108001392,LOC_JP_OSAKA
TXN20250207001393,LOC_GB_LONDON
TXN20250331001394,LOC_ES_MADRID
TXN20250215001395,LOC_NL_AMSTERDAM
TXN20250305001396,LOC_ES_MADRID
TXN20250307001397,LOC_GB_MANCHESTER
TXN20250222001398,LOC_FR_PARIS
TXN20250126001399,LOC_SG_SINGAPORE
TXN20250331001400,LOC_CA_VANCOUVER
TXN20250119001401,LOC_DE_BERLIN
TXN20250212001402,LOC_SG_SINGAPORE
TXN20250126001403,LOC_HK_HONG_KONG
TXN20250314001404,LOC_JP_TOKYO
TXN20250102001405,LOC_AU_MELBOURNE
TXN20250304001406,LOC_JP_TOKYO
TXN20250101001407,LOC_FR_PARIS
TXN20250127001408,LOC_US_NEW_YORK
TXN20250219001409,LOC_IN_BENGALURU
TXN20250205001410,LOC_IN_BENGALURU
TXN20250214001411,LOC_CA_VANCOUVER
TXN20250115001412,LOC_ES_MADRID
TXN20250227001413,LOC_US_SAN_FRANCISCO
TXN20250129001414,LOC_JP_TOKYO
TXN20250221001415,LOC_DE_BERLIN
TXN20250218001416,LOC_CA_VANCOUVER
TXN20250105001417,LOC_US_NEW_YORK
TXN20250222001418,LOC_DE_BERLIN
TXN20250322001419,LOC_AE_DUBAI
TXN20250202001420,LOC_ES_MADRID
TXN20250201001421,LOC_JP_OSAKA
TXN20250113001422,LOC_IN_MUMBAI
TXN20250104001423,LOC_US_SAN_FRANCISCO
TXN20250103001424,LOC_CA_TORONTO
TXN20250227001425,LOC_ES_MADRID
TXN20250117001426,LOC_CA_TORONTO
TXN20250216001427,LOC_IN_BENGALURU
TXN20250214001428,LOC_AU_MELBOURNE
TXN20250118001429,LOC_FR_PARIS
TXN20250317001430,LOC_GB_LONDON
TXN20250324001431,LOC_AU_MELBOURNE
TXN20250123001432,LOC_GB_MANCHESTER
TXN20250327001433,LOC_US_CHICAGO
TXN20250127001434,LOC_FR_PARIS
TXN20250221001435,LOC_DE_BERLIN
TXN20250215001436,LOC_JP_TOKYO
TXN20250128001437,LOC_GB_MANCHESTER
TXN20250326001438,LOC_CA_VANCOUVER
TXN20250201001439,LOC_GB_LONDON
TXN20250318001440,LOC_US_CHICAGO
TXN20250327001441,LOC_JP_TOKYO
TXN20250111001442,LOC_US_CHICAGO
TXN20250224001443,LOC_US_CHICAGO
TXN20250208001444,LOC_ES_MADRID
TXN20250201001445,LOC_AU_MELBOURNE
TXN20250215001446,LOC_ES_MADRID
TXN20250210001447,LOC_NL_AMSTERDAM
TXN20250324001448,LOC_IN_BENGALURU
TXN20250130001449,LOC_NL_AMSTERDAM
TXN20250215001450,LOC_AU_MELBOURNE
TXN20250201001451,LOC_US_CHICAGO
TXN20250101001452,LOC_DE_BERLIN
TXN20250109001453,LOC_US_SAN_FRANCISCO
TXN20250306001454,LOC_US_CHICAGO
TXN20250110001455,LOC_SG_SINGAPORE
TXN20250226001456,LOC_CA_TORONTO
TXN20250117001457,LOC_DE_BERLIN
TXN20250326001458,LOC_CA_TORONTO
TXN20250324001459,LOC_CA_VANCOUVER
TXN20250319001460,LOC_GB_MANCHESTER
TXN20250316001461,LOC_US_CHICAGO
TXN20250330001462,LOC_IN_MUMBAI
TXN20250205001463,LOC_GB_MANCHESTER
TXN20250216001464,LOC_FR_PARIS
TXN20250121001465,LOC_IN_BENGALURU
TXN20250117001466,LOC_IN_BENGALURU
TXN20250301001467,LOC_AE_DUBAI
TXN20250214001468,LOC_US_NEW_YORK
TXN20250114001469,LOC_US_CHICAGO
TXN20250120001470,LOC_CA_TORONTO
TXN20250222001471,LOC_ES_MADRID
TXN20250227001472,LOC_DE_BERLIN
TXN20250102001473,LOC_NL_AMSTERDAM
TXN20250112001474,LOC_CA_VANCOUVER
TXN20250210001475,LOC_AE_DUBAI
TXN20250122001476,LOC_GB_MANCHESTER
TXN20250329001477,LOC_GB_MANCHESTER
TXN20250223001478,LOC_NL_AMSTERDAM
TXN20250306001479,LOC_JP_OSAKA
TXN20250330001480,LOC_GB_MANCHESTER
TXN20250129001481,LOC_AU_MELBOURNE
TXN20250221001482,LOC_CA_VANCOUVER
TXN20250124001483,LOC_DE_BERLIN
TXN20250228001484,LOC_AU_MELBOURNE
TXN20250213001485,LOC_NL_AMSTERDAM
TXN20250309001486,LOC_US_NEW_YORK
TXN20250221001487,LOC_CA_VANCOUVER
TXN20250215001488,LOC_SG_SINGAPORE
TXN20250103001489,LOC_CA_VANCOUVER
TXN20250312001490,LOC_CA_TORONTO
TXN20250215001491,LOC_AU_MELBOURNE
TXN20250329001492,LOC_HK_HONG_KONG
TXN20250328001493,LOC_GB_MANCHESTER
TXN20250108001494,LOC_CA_VANCOUVER
TXN20250103001495,LOC_SG_SINGAPORE
TXN20250104001496,LOC_AU_MELBOURNE
TXN20250217001497,LOC_SG_SINGAPORE
TXN20250116001498,LOC_FR_PARIS
TXN20250314001499,LOC_IN_BENGALURU
TXN20250323001500,LOC_SG_SINGAPORE
TXN20250326001501,LOC_FR_PARIS
TXN20250203001502,LOC_AU_SYDNEY
TXN20250207001503,LOC_DE_BERLIN
TXN20250127001504,LOC_FR_PARIS
TXN20250228001505,LOC_AE_DUBAI
TXN20250302001506,LOC_AE_DUBAI
TXN20250227001507,LOC_NL_AMSTERDAM
TXN20250312001508,LOC_NL_AMSTERDAM
TXN20250101001509,LOC_DE_BERLIN
TXN20250222001510,LOC_GB_LONDON
TXN20250330001511,LOC_IN_MUMBAI
TXN20250324001512,LOC_US_NEW_YORK
TXN20250302001513,LOC_AE_DUBAI
TXN20250314001514,LOC_DE_BERLIN
TXN20250301001515,LOC_AE_DUBAI
TXN20250311001516,LOC_FR_PARIS
TXN20250120001517,LOC_GB_LONDON
TXN20250317001518,LOC_US_SAN_FRANCISCO
TXN20250224001519,LOC_IN_MUMBAI
TXN20250112001520,LOC_GB_LONDON
TXN20250129001521,LOC_US_SAN_FRANCISCO
TXN20250121001522,LOC_US_CHICAGO
TXN20250123001523,LOC_FR_PARIS
TXN20250225001524,LOC_CA_TORONTO
TXN20250120001525,LOC_SG_SINGAPORE
TXN20250122001526,LOC_IN_BENGALURU
TXN20250301001527,LOC_IN_BENGALURU
TXN20250311001528,LOC_US_SAN_FRANCISCO
TXN20250106001529,LOC_DE_BERLIN
TXN20250206001530,LOC_CA_TORONTO
TXN20250331001531,LOC_ES_MADRID
TXN20250330001532,LOC_DE_BERLIN
TXN20250111001533,LOC_CA_VANCOUVER
TXN20250124001534,LOC_CA_VANCOUVER
TXN20250125001535,LOC_GB_MANCHESTER
TXN20250102001536,LOC_HK_HONG_KONG
TXN20250318001537,LOC_AU_MELBOURNE
TXN20250118001538,LOC_FR_PARIS
TXN20250103001539,LOC_AU_SYDNEY
TXN20250208001540,LOC_HK_HONG_KONG
TXN20250307001541,LOC_AU_MELBOURNE
TXN20250113001542,LOC_IN_MUMBAI
TXN20250301001543,LOC_DE_BERLIN
TXN20250202001544,LOC_US_NEW_YORK
TXN20250304001545,LOC_NL_AMSTERDAM
TXN20250117001546,LOC_FR_PARIS
TXN20250129001547,LOC_US_NEW_YORK
TXN20250310001548,LOC_US_CHICAGO
TXN20250123001549,LOC_NL_AMSTERDAM
TXN20250307001550,LOC_US_SAN_FRANCISCO
TXN20250221001551,LOC_DE_BERLIN
TXN20250225001552,LOC_JP_OSAKA
TXN20250223001553,LOC_IN_BENGALURU
TXN20250124001554,LOC_HK_HONG_KONG
TXN20250211001555,LOC_CA_VANCOUVER
TXN20250125001556,LOC_FR_PARIS
TXN20250302001557,LOC_NL_AMSTERDAM
TXN20250115001558,LOC_FR_PARIS
TXN20250116001559,LOC_AU_SYDNEY
TXN20250129001560,LOC_GB_LONDON
TXN20250329001561,LOC_US_NEW_YORK
TXN20250311001562,LOC_US_SAN_FRANCISCO
TXN20250114001563,LOC_AU_MELBOURNE
TXN20250221001564,LOC_US_SAN_FRANCISCO
TXN20250311001565,LOC_US_SAN_FRANCISCO
TXN20250303001566,LOC_JP_OSAKA
TXN20250128001567,LOC_IN_MUMBAI
TXN20250309001568,LOC_IN_BENGALURU
TXN20250210001569,LOC_IN_MUMBAI
TXN20250131001570,LOC_JP_TOKYO
TXN20250101001571,LOC_CA_VANCOUVER
TXN20250117001572,LOC_GB_MANCHESTER
TXN20250122001573,LOC_GB_LONDON
TXN20250224001574,LOC_US_SAN_FRANCISCO
TXN20250123001575,LOC_US_CHICAGO
TXN20250203001576,LOC_US_NEW_YORK
TXN20250202001577,LOC_JP_TOKYO
TXN20250330001578,LOC_DE_BERLIN
TXN20250315001579,LOC_JP_TOKYO
TXN20250121001580,LOC_FR_PARIS
TXN20250228001581,LOC_US_SAN_FRANCISCO
TXN20250102001582,LOC_IN_BENGALURU
TXN20250315001583,LOC_ES_MADRID
TXN20250113001584,LOC_DE_BERLIN
TXN20250204001585,LOC_JP_TOKYO
TXN20250211001586,LOC_FR_PARIS
TXN20250131001587,LOC_AU_SYDNEY
TXN20250324001588,LOC_HK_HONG_KONG
TXN20250301001589,LOC_GB_MANCHESTER
TXN20250209001590,LOC_FR_PARIS
TXN20250131001591,LOC_US_CHICAGO
TXN20250303001592,LOC_JP_TOKYO
TXN20250319001593,LOC_JP_OSAKA
TXN20250217001594,LOC_US_SAN_FRANCISCO
TXN20250326001595,LOC_DE_BERLIN
TXN20250309001596,LOC_DE_BERLIN
TXN20250330001597,LOC_DE_BERLIN
TXN20250219001598,LOC_GB_MANCHESTER
TXN20250301001599,LOC_FR_PARIS
TXN20250214001600,LOC_HK_HONG_KONG
TXN20250331001601,LOC_SG_SINGAPORE
TXN20250118001602,LOC_GB_MANCHESTER
TXN20250102001603,LOC_US_SAN_FRANCISCO
TXN20250208001604,LOC_AU_MELBOURNE
TXN20250107001605,LOC_SG_SINGAPORE
TXN20250304001606,LOC_GB_MANCHESTER
TXN20250219001607,LOC_JP_OSAKA
TXN20250208001608,LOC_JP_OSAKA
TXN20250208001609,LOC_SG_SINGAPORE
TXN20250128001610,LOC_JP_OSAKA
TXN20250121001611,LOC_SG_SINGAPORE
TXN20250204001612,LOC_SG_SINGAPORE
TXN20250207001613,LOC_CA_VANCOUVER
TXN20250315001614,LOC_CA_VANCOUVER
TXN20250331001615,LOC_ES_MADRID
TXN20250208001616,LOC_ES_MADRID
TXN20250223001617,LOC_CA_VANCOUVER
TXN20250116001618,LOC_AU_MELBOURNE
TXN20250114001619,LOC_JP_OSAKA
TXN20250304001620,LOC_DE_BERLIN
TXN20250125001621,LOC_ES_MADRID
TXN20250331001622,LOC_CA_VANCOUVER
TXN20250107001623,LOC_CA_TORONTO
TXN20250120001624,LOC_HK_HONG_KONG
TXN20250123001625,LOC_JP_TOKYO
TXN20250328001626,LOC_GB_MANCHESTER
TXN20250131001627,LOC_DE_BERLIN
TXN20250226001628,LOC_GB_MANCHESTER
TXN20250303001629,LOC_IN_BENGALURU
TXN20250101001630,LOC_JP_TOKYO
TXN20250306001631,LOC_GB_MANCHESTER
TXN20250301001632,LOC_JP_TOKYO
TXN20250228001633,LOC_FR_PARIS
TXN20250218001634,LOC_IN_MUMBAI
TXN20250204001635,LOC_US_SAN_FRANCISCO
TXN20250116001636,LOC_GB_MANCHESTER
TXN20250312001637,LOC_US_SAN_FRANCISCO
TXN20250105001638,LOC_IN_BENGALURU
TXN20250113001639,LOC_ES_MADRID
TXN20250209001640,LOC_JP_OSAKA
TXN20250126001641,LOC_AU_MELBOURNE
TXN20250103001642,LOC_CA_VANCOUVER
TXN20250104001643,LOC_SG_SINGAPORE
TXN20250227001644,LOC_US_NEW_YORK
TXN20250227001645,LOC_JP_OSAKA
TXN20250203001646,LOC_NL_AMSTERDAM
TXN20250303001647,LOC_US_CHICAGO
TXN20250210001648,LOC_IN_BENGALURU
TXN20250320001649,LOC_IN_BENGALURU
TXN20250321001650,LOC_CA_VANCOUVER
TXN20250306001651,LOC_CA_TORONTO
TXN20250113001652,LOC_FR_PARIS
TXN20250117001653,LOC_AU_MELBOURNE
TXN20250314001654,LOC_CA_VANCOUVER
TXN20250326001655,LOC_CA_VANCOUVER
TXN20250106001656,LOC_CA_TORONTO
TXN20250316001657,LOC_IN_MUMBAI
TXN20250209001658,LOC_CA_TORONTO
TXN20250202001659,LOC_JP_TOKYO
TXN20250222001660,LOC_IN_BENGALURU
TXN20250202001661,LOC_GB_MANCHESTER
TXN20250122001662,LOC_FR_PARIS
TXN20250209001663,LOC_DE_BERLIN
TXN20250103001664,LOC_US_NEW_YORK
TXN20250118001665,LOC_AU_SYDNEY
TXN20250309001666,LOC_GB_MANCHESTER
TXN20250312001667,LOC_GB_LONDON
TXN20250112001668,LOC_IN_MUMBAI
TXN20250216001669,LOC_NL_AMSTERDAM
TXN20250321001670,LOC_US_CHICAGO
TXN20250111001671,LOC_JP_TOKYO
TXN20250115001672,LOC_IN_BENGALURU
TXN20250310001673,LOC_US_SAN_FRANCISCO
TXN20250308001674,LOC_IN_MUMBAI
TXN20250111001675,LOC_AE_DUBAI
TXN20250216001676,LOC_GB_MANCHESTER
TXN20250310001677,LOC_SG_SINGAPORE
TXN20250203001678,LOC_AU_MELBOURNE
TXN20250112001679,LOC_ES_MADRID
TXN20250104001680,LOC_AU_MELBOURNE
TXN20250205001681,LOC_SG_SINGAPORE
TXN20250215001682,LOC_IN_BENGALURU
TXN20250331001683,LOC_AU_SYDNEY
TXN20250213001684,LOC_JP_OSAKA
TXN20250311001685,LOC_NL_AMSTERDAM
TXN20250312001686,LOC_AU_MELBOURNE
TXN20250323001687,LOC_GB_LONDON
TXN20250119001688,LOC_AU_SYDNEY
TXN20250318001689,LOC_CA_VANCOUVER
TXN20250304001690,LOC_US_NEW_YORK
TXN20250208001691,LOC_GB_LONDON
TXN20250129001692,LOC_GB_LONDON
TXN20250124001693,LOC_JP_OSAKA
TXN20250105001694,LOC_US_SAN_FRANCISCO
TXN20250117001695,LOC_GB_LONDON
TXN20250312001696,LOC_IN_BENGALURU
TXN20250327001697,LOC_NL_AMSTERDAM
TXN20250226001698,LOC_US_SAN_FRANCISCO
TXN20250221001699,LOC_US_SAN_FRANCISCO
TXN20250201001700,LOC_IN_MUMBAI
TXN20250110001701,LOC_DE_BERLIN
TXN20250121001702,LOC_US_NEW_YORK
TXN20250306001703,LOC_JP_OSAKA
TXN20250113001704,LOC_CA_TORONTO
TXN20250320001705,LOC_HK_HONG_KONG
TXN20250326001706,LOC_CA_TORONTO
TXN20250201001707,LOC_US_SAN_FRANCISCO
TXN20250107001708,LOC_US_NEW_YORK
TXN20250310001709,LOC_IN_MUMBAI
TXN20250221001710,LOC_DE_BERLIN
TXN20250224001711,LOC_AE_DUBAI
TXN20250323001712,LOC_US_SAN_FRANCISCO
TXN20250115001713,LOC_IN_MUMBAI
TXN20250223001714,LOC_ES_MADRID
TXN20250228001715,LOC_US_CHICAGO
TXN20250317001716,LOC_DE_BERLIN
TXN20250307001717,LOC_CA_VANCOUVER
TXN20250104001718,LOC_IN_MUMBAI
TXN20250322001719,LOC_CA_VANCOUVER
TXN20250212001720,LOC_US_SAN_FRANCISCO
TXN20250319001721,LOC_SG_SINGAPORE
TXN20250102001722,LOC_US_CHICAGO
TXN20250202001723,LOC_FR_PARIS
TXN20250127001724,LOC_US_SAN_FRANCISCO
TXN20250202001725,LOC_FR_PARIS
TXN20250316001726,LOC_ES_MADRID
TXN20250218001727,LOC_SG_SINGAPORE
TXN20250207001728,LOC_AE_DUBAI
TXN20250114001729,LOC_JP_TOKYO
TXN20250224001730,LOC_AE_DUBAI
TXN20250116001731,LOC_GB_MANCHESTER
TXN20250118001732,LOC_CA_VANCOUVER
TXN20250129001733,LOC_JP_TOKYO
TXN20250103001734,LOC_GB_MANCHESTER
TXN20250311001735,LOC_US_SAN_FRANCISCO
TXN20250206001736,LOC_DE_BERLIN
TXN20250110001737,LOC_FR_PARIS
TXN20250109001738,LOC_NL_AMSTERDAM
TXN20250117001739,LOC_IN_BENGALURU
TXN20250122001740,LOC_JP_TOKYO
TXN20250225001741,LOC_AE_DUBAI
TXN20250312001742,LOC_SG_SINGAPORE
TXN20250315001743,LOC_US_CHICAGO
TXN20250218001744,LOC_AU_SYDNEY
TXN20250304001745,LOC_JP_TOKYO
TXN20250101001746,LOC_ES_MADRID
TXN20250218001747,LOC_US_CHICAGO
TXN20250115001748,LOC_CA_VANCOUVER
TXN20250111001749,LOC_DE_BERLIN
TXN20250316001750,LOC_AE_DUBAI
TXN20250310001751,LOC_ES_MADRID
TXN20250107001752,LOC_US_CHICAGO
TXN20250203001753,LOC_JP_TOKYO
TXN20250310001754,LOC_HK_HONG_KONG
TXN20250320001755,LOC_AE_DUBAI
TXN20250311001756,LOC_ES_MADRID
TXN20250327001757,LOC_CA_VANCOUVER
TXN20250219001758,LOC_GB_MANCHESTER
TXN20250321001759,LOC_JP_OSAKA
TXN20250317001760,LOC_CA_VANCOUVER
TXN20250130001761,LOC_DE_BERLIN
TXN20250307001762,LOC_DE_BERLIN
TXN20250125001763,LOC_ES_MADRID
TXN20250103001764,LOC_GB_MANCHESTER
TXN20250318001765,LOC_US_CHICAGO
TXN20250301001766,LOC_CA_VANCOUVER
TXN20250307001767,LOC_US_CHICAGO
TXN20250318001768,LOC_SG_SINGAPORE
TXN20250306001769,LOC_US_CHICAGO
TXN20250315001770,LOC_FR_PARIS
TXN20250114001771,LOC_US_SAN_FRANCISCO
TXN20250317001772,LOC_FR_PARIS
TXN20250322001773,LOC_US_CHICAGO
TXN20250223001774,LOC_AU_MELBOURNE
TXN20250315001775,LOC_AE_DUBAI
TXN20250319001776,LOC_CA_VANCOUVER
TXN20250227001777,LOC_DE_BERLIN
TXN20250216001778,LOC_IN_BENGALURU
TXN20250124001779,LOC_SG_SINGAPORE
TXN20250205001780,LOC_NL_AMSTERDAM
TXN20250324001781,LOC_US_NEW_YORK
TXN20250104001782,LOC_FR_PARIS
TXN20250221001783,LOC_AE_DUBAI
TXN20250313001784,LOC_GB_MANCHESTER
TXN20250102001785,LOC_IN_MUMBAI
TXN20250302001786,LOC_IN_MUMBAI
TXN20250307001787,LOC_US_NEW_YORK
TXN20250214001788,LOC_HK_HONG_KONG
TXN20250331001789,LOC_JP_TOKYO
TXN20250226001790,LOC_IN_BENGALURU
TXN20250327001791,LOC_US_CHICAGO
TXN20250108001792,LOC_CA_VANCOUVER
TXN20250204001793,LOC_DE_BERLIN
TXN20250317001794,LOC_CA_TORONTO
TXN20250325001795,LOC_JP_OSAKA
TXN20250205001796,LOC_SG_SINGAPORE
TXN20250218001797,LOC_FR_PARIS
TXN20250318001798,LOC_US_SAN_FRANCISCO
TXN20250322001799,LOC_CA_VANCOUVER
TXN20250225001800,LOC_CA_TORONTO
TXN20250128001801,LOC_CA_VANCOUVER
TXN20250302001802,LOC_SG_SINGAPORE
TXN20250226001803,LOC_AU_MELBOURNE
TXN20250118001804,LOC_AE_DUBAI
TXN20250204001805,LOC_US_SAN_FRANCISCO
TXN20250102001806,LOC_GB_MANCHESTER
TXN20250322001807,LOC_US_SAN_FRANCISCO
TXN20250102001808,LOC_FR_PARIS
TXN20250121001809,LOC_ES_MADRID
TXN20250330001810,LOC_DE_BERLIN
TXN20250127001811,LOC_DE_BERLIN
TXN20250309001812,LOC_US_SAN_FRANCISCO
TXN20250322001813,LOC_DE_BERLIN
TXN20250127001814,LOC_SG_SINGAPORE
TXN20250119001815,LOC_US_SAN_FRANCISCO
TXN20250331001816,LOC_ES_MADRID
TXN20250311001817,LOC_US_NEW_YORK
TXN20250112001818,LOC_DE_BERLIN
TXN20250110001819,LOC_JP_TOKYO
TXN20250201001820,LOC_DE_BERLIN
TXN20250107001821,LOC_US_CHICAGO
TXN20250221001822,LOC_SG_SINGAPORE
TXN20250324001823,LOC_JP_OSAKA
TXN20250217001824,LOC_ES_MADRID
TXN20250201001825,LOC_JP_OSAKA
TXN20250303001826,LOC_CA_TORONTO
TXN20250313001827,LOC_DE_BERLIN
TXN20250305001828,LOC_JP_TOKYO
