tran_sequence_number,merchant_id
TXN20250102001872,MGB00188
TXN20250105001873,MGB00163
TXN20250225001874,MNL00013
TXN20250309001875,MGB00094
TXN20250309001876,MDE00114
TXN20250108001877,MUS00179
TXN20250305001878,MNL00169
TXN20250329001879,MAE00126
TXN20250325001880,MAU00119
TXN20250321001881,MES00058
TXN20250214001882,MFR00177
TXN20250328001883,MCA00156
TXN20250227001884,MAE00126
TXN20250122001885,MCA00194
TXN20250326001886,MUS00012
TXN20250308001887,MGB00046
TXN20250306001888,MFR00072
TXN20250307001889,MJP00045
TXN20250221001890,MCA00194
TXN20250326001891,MAU00172
TXN20250323001892,MUS00077
TXN20250213001893,MAU00172
TXN20250321001894,MJP00026
TXN20250321001895,MFR00122
TXN20250115001896,MAU00186
TXN20250128001897,MES00041
TXN20250110001898,MNL00013
TXN20250323001899,MUS00150
TXN20250213001900,MGB00027
TXN20250120001901,MAE00205
TXN20250316001902,MNL00078
TXN20250116001903,MAE00208
TXN20250212001904,MIN00011
TXN20250311001905,MIN00022
TXN20250120001906,MDE00114
TXN20250220001907,MUS00117
TXN20250202001908,MUS00139
TXN20250219001909,MIN00210
TXN20250316001910,MFR00072
TXN20250322001911,MDE00136
TXN20250122001912,MDE00136
TXN20250310001913,MGB00183
TXN20250130001914,MUS00018
TXN20250325001915,MUS00179
TXN20250117001916,MSG00083
TXN20250311001917,MDE00155
TXN20250104001918,MCA00101
TXN20250112001919,MJP00049
TXN20250112001920,MGB00141
TXN20250324001921,MIN00211
TXN20250322001922,MNL00030
TXN20250202001923,MDE00134
TXN20250110001924,MHK00010
TXN20250317001925,MIN00011
TXN20250108001926,MUS00171
TXN20250226001927,MGB00094
TXN20250112001928,MGB00046
TXN20250313001929,MUS00079
TXN20250110001930,MUS00153
TXN20250330001931,MJP00137
TXN20250104001932,MAU00095
TXN20250124001933,MDE00146
TXN20250106001934,MDE00146
TXN20250129001935,MIN00210
TXN20250331001936,MAE00126
TXN20250116001937,MAU00075
TXN20250302001938,MUS00034
TXN20250103001939,MSG00070
TXN20250210001940,MFR00008
TXN20250107001941,MGB00141
TXN20250124001942,MGB00069
TXN20250110001943,MAE00208
TXN20250129001944,MGB00046
TXN20250207001945,MJP00006
TXN20250129001946,MCA00194
TXN20250304001947,MES00025
TXN20250208001948,MGB00046
TXN20250101001949,MES00062
TXN20250218001950,MES00175
TXN20250309001951,MCA00099
TXN20250114001952,MUS00057
TXN20250216001953,MDE00114
TXN20250106001954,MUS00150
TXN20250325001955,MCA00101
TXN20250226001956,MES00087
TXN20250325001957,MIN00184
TXN20250124001958,MDE00134
TXN20250311001959,MAU00085
TXN20250306001960,MAE00076
TXN20250101001961,MFR00042
TXN20250216001962,MIN00003
TXN20250110001963,MSG00070
TXN20250316001964,MCA00081
TXN20250309001965,MUS00012
TXN20250219001966,MAU00095
TXN20250323001967,MFR00201
TXN20250213001968,MFR00177
TXN20250318001969,MFR00192
TXN20250109001970,MAU00005
TXN20250311001971,MJP00121
TXN20250220001972,MUS00179
TXN20250204001973,MDE00136
TXN20250331001974,MHK00195
TXN20250307001975,MGB00043
TXN20250214001976,MNL00109
TXN20250209001977,MJP00154
TXN20250321001978,MUS00079
TXN20250111001979,MFR00072
TXN20250206001980,MUS00077
TXN20250212001981,MAU00186
TXN20250220001982,MES00025
TXN20250331001983,MIN00082
TXN20250101001984,MUS00047
TXN20250318001985,MFR00008
TXN20250116001986,MIN00131
TXN20250214001987,MAU00089
TXN20250212001988,MGB00064
TXN20250220001989,MAU00186
TXN20250118001990,MGB00065
TXN20250205001991,MNL00218
TXN20250211001992,MJP00158
TXN20250312001993,MAE00205
TXN20250315001994,MNL00013
TXN20250305001995,MUS00142
TXN20250102001996,MES00041
TXN20250222001997,MCA00147
TXN20250221001998,MGB00199
TXN20250114001999,MFR00148
TXN20250104002000,MFR00015
TXN20250130002001,MUS00129
TXN20250309002002,MUS00034
TXN20250222002003,MES00067
TXN20250110002004,MHK00091
TXN20250213002005,MUS00116
TXN20250314002006,MES00100
TXN20250118002007,MCA00019
TXN20250107002008,MUS00142
TXN20250225002009,MDE00134
TXN20250307002010,MUS00018
TXN20250112002011,MHK00091
TXN20250215002012,MAU00056
TXN20250204002013,MDE00197
TXN20250206002014,MSG00083
TXN20250305002015,MCA00014
TXN20250104002016,MUS00213
TXN20250308002017,MGB00219
TXN20250118002018,MCA00156
TXN20250222002019,MES00025
TXN20250320002020,MGB00160
TXN20250323002021,MES00067
TXN20250218002022,MJP00006
TXN20250210002023,MGB00064
TXN20250227002024,MIN00011
TXN20250115002025,MGB00069
TXN20250128002026,MCA00143
TXN20250118002027,MNL00030
TXN20250218002028,MUS00116
TXN20250305002029,MAE00073
TXN20250117002030,MJP00204
TXN20250119002031,MHK00195
TXN20250216002032,MIN00103
TXN20250331002033,MCA00014
TXN20250327002034,MUS00047
TXN20250109002035,MFR00148
TXN20250130002036,MJP00133
TXN20250319002037,MGB00183
TXN20250126002038,MUS00031
TXN20250321002039,MCA00196
TXN20250121002040,MGB00001
TXN20250202002041,MDE00181
TXN20250131002042,MUS00116
TXN20250207002043,MIN00211
TXN20250216002044,MGB00168
TXN20250106002045,MHK00053
TXN20250211002046,MGB00106
TXN20250314002047,MGB00094
TXN20250228002048,MUS00129
TXN20250205002049,MJP00036
TXN20250311002050,MCA00194
TXN20250128002051,MUS00077
TXN20250225002052,MIN00022
TXN20250310002053,MGB00199
TXN20250116002054,MFR00148
TXN20250312002055,MAU00056
TXN20250123002056,MAU00056
TXN20250204002057,MCA00194
TXN20250304002058,MCA00093
TXN20250221002059,MES00041
TXN20250316002060,MJP00036
TXN20250329002061,MAE00020
TXN20250109002062,MDE00155
TXN20250106002063,MJP00045
TXN20250311002064,MES00087
TXN20250121002065,MIN00211
TXN20250215002066,MDE00185
TXN20250115002067,MGB00069
TXN20250117002068,MUS00164
TXN20250130002069,MES00041
TXN20250106002070,MDE00048
TXN20250122002071,MIN00210
TXN20250226002072,MAE00126
TXN20250327002073,MCA00019
TXN20250305002074,MDE00136
TXN20250307002075,MFR00177
TXN20250314002076,MJP00026
TXN20250106002077,MCA00209
TXN20250325002078,MES00067
TXN20250311002079,MUS00031
TXN20250218002080,MCA00096
TXN20250216002081,MIN00113
TXN20250103002082,MES00066
TXN20250328002083,MCA00063
TXN20250210002084,MDE00111
TXN20250106002085,MUS00034
TXN20250128002086,MGB00069
TXN20250131002087,MGB00065
TXN20250302002088,MFR00122
TXN20250228002089,MIN00009
TXN20250110002090,MUS00057
TXN20250304002091,MUS00116
TXN20250116002092,MDE00071
TXN20250308002093,MDE00185
TXN20250207002094,MAU00075
TXN20250123002095,MAE00076
TXN20250327002096,MCA00081
TXN20250115002097,MIN00022
TXN20250118002098,MGB00163
TXN20250116002099,MHK00159
TXN20250105002100,MHK00151
TXN20250127002101,MFR00015
TXN20250109002102,MCA00102
TXN20250307002103,MAU00095
TXN20250311002104,MGB00199
TXN20250115002105,MGB00188
TXN20250122002106,MJP00112
TXN20250306002107,MDE00048
TXN20250101002108,MES00066
TXN20250306002109,MUS00139
TXN20250227002110,MDE00136
TXN20250322002111,MNL00078
TXN20250221002112,MJP00120
TXN20250117002113,MUS00059
TXN20250306002114,MFR00212
TXN20250130002115,MJP00154
TXN20250310002116,MUS00116
TXN20250128002117,MFR00072
TXN20250212002118,MUS00023
TXN20250118002119,MJP00154
TXN20250329002120,MHK00053
TXN20250203002121,MJP00002
TXN20250129002122,MFR00008
TXN20250112002123,MIN00082
TXN20250325002124,MFR00015
TXN20250125002125,MAU00005
TXN20250312002126,MFR00015
TXN20250225002127,MGB00183
TXN20250318002128,MDE00181
TXN20250214002129,MDE00197
TXN20250310002130,MJP00006
TXN20250217002131,MNL00169
TXN20250216002132,MNL00169
TXN20250320002133,MIN00103
TXN20250301002134,MUS00179
TXN20250212002135,MAU00119
TXN20250210002136,MNL00109
TXN20250102002137,MNL00218
TXN20250314002138,MUS00012
TXN20250127002139,MAU00075
TXN20250315002140,MCA00093
TXN20250216002141,MUS00171
TXN20250227002142,MGB00065
TXN20250118002143,MAE00020
TXN20250317002144,MUS00198
TXN20250225002145,MUS00166
TXN20250131002146,MAE00127
TXN20250321002147,MJP00112
TXN20250128002148,MCA00081
TXN20250116002149,MGB00054
TXN20250308002150,MGB00145
TXN20250101002151,MES00217
TXN20250314002152,MUS00086
TXN20250218002153,MAU00220
TXN20250223002154,MCA00101
TXN20250109002155,MUS00164
TXN20250129002156,MUS00018
TXN20250115002157,MES00058
TXN20250328002158,MIN00113
TXN20250221002159,MAU00085
TXN20250325002160,MJP00049
TXN20250308002161,MCA00110
TXN20250319002162,MUS00216
TXN20250110002163,MUS00116
TXN20250131002164,MDE00185
TXN20250115002165,MUS00077
TXN20250227002166,MUS00198
TXN20250308002167,MCA00194
TXN20250325002168,MGB00141
TXN20250204002169,MAU00095
TXN20250323002170,MUS00040
TXN20250201002171,MES00066
TXN20250204002172,MDE00111
TXN20250111002173,MUS00059
TXN20250308002174,MNL00030
TXN20250327002175,MAU00084
TXN20250322002176,MFR00072
TXN20250313002177,MDE00071
TXN20250306002178,MUS00207
TXN20250322002179,MJP00112
TXN20250219002180,MFR00072
TXN20250305002181,MHK00195
TXN20250204002182,MCA00081
TXN20250208002183,MIN00113
TXN20250102002184,MGB00199
TXN20250116002185,MAU00005
TXN20250131002186,MGB00219
TXN20250115002187,MES00025
TXN20250117002188,MGB00191
TXN20250302002189,MAU00149
TXN20250224002190,MUS00086
TXN20250314002191,MES00107
TXN20250216002192,MGB00141
TXN20250119002193,MES00107
TXN20250329002194,MHK00159
TXN20250110002195,MES00038
TXN20250327002196,MJP00112
TXN20250103002197,MSG00061
TXN20250112002198,MAE00035
TXN20250122002199,MUS00040
TXN20250101002200,MUS00198
TXN20250207002201,MSG00061
TXN20250213002202,MUS00135
TXN20250212002203,MDE00134
TXN20250305002204,MNL00078
TXN20250304002205,MJP00112
TXN20250108002206,MGB00065
TXN20250218002207,MGB00160
TXN20250314002208,MUS00059
TXN20250203002209,MDE00048
TXN20250308002210,MUS00012
TXN20250216002211,MGB00163
TXN20250310002212,MFR00042
TXN20250114002213,MCA00102
TXN20250318002214,MUS00164
TXN20250320002215,MJP00144
TXN20250207002216,MJP00045
TXN20250123002217,MJP00004
TXN20250129002218,MNL00109
TXN20250214002219,MUS00116
TXN20250329002220,MUS00055
TXN20250113002221,MNL00109
TXN20250223002222,MUS00055
TXN20250220002223,MIN00017
TXN20250109002224,MAE00126
TXN20250214002225,MJP00204
TXN20250217002226,MUS00153
TXN20250119002227,MCA00019
TXN20250119002228,MGB00168
TXN20250129002229,MGB00069
TXN20250205002230,MFR00122
TXN20250324002231,MES00217
TXN20250204002232,MGB00094
TXN20250204002233,MFR00177
TXN20250122002234,MFR00212
TXN20250330002235,MJP00158
TXN20250209002236,MIN00180
TXN20250214002237,MAU00085
TXN20250129002238,MGB00188
TXN20250322002239,MGB00065
TXN20250322002240,MUS00150
TXN20250316002241,MUS00034
TXN20250201002242,MCA00110
TXN20250128002243,MGB00219
TXN20250220002244,MNL00109
TXN20250303002245,MAU00098
TXN20250120002246,MCA00080
TXN20250208002247,MAE00208
TXN20250328002248,MNL00051
TXN20250302002249,MCA00099
TXN20250112002250,MIN00022
TXN20250310002251,MIN00210
TXN20250106002252,MGB00199
TXN20250118002253,MFR00177
TXN20250117002254,MUS00153
TXN20250309002255,MES00041
TXN20250205002256,MNL00218
TXN20250127002257,MCA00200
TXN20250302002258,MES00038
TXN20250121002259,MUS00018
TXN20250324002260,MUS00047
TXN20250223002261,MIN00118
TXN20250202002262,MES00062
TXN20250302002263,MDE00114
TXN20250112002264,MUS00198
TXN20250126002265,MNL00030
TXN20250311002266,MUS00012
TXN20250324002267,MJP00154
TXN20250131002268,MCA00044
TXN20250222002269,MAE00090
TXN20250210002270,MUS00018
TXN20250323002271,MAU00186
TXN20250106002272,MUS00135
TXN20250328002273,MGB00106
TXN20250206002274,MUS00079
TXN20250323002275,MSG00070
TXN20250301002276,MES00066
TXN20250116002277,MGB00174
TXN20250311002278,MUS00129
TXN20250212002279,MDE00185
TXN20250217002280,MSG00083
TXN20250125002281,MHK00151
TXN20250109002282,MUS00055
TXN20250222002283,MES00041
TXN20250326002284,MDE00155
TXN20250301002285,MUS00150
TXN20250311002286,MCA00196
TXN20250318002287,MNL00039
TXN20250302002288,MUS00079
TXN20250217002289,MNL00039
TXN20250107002290,MFR00212
TXN20250117002291,MUS00135
TXN20250211002292,MFR00212
TXN20250213002293,MUS00059
TXN20250109002294,MJP00125
TXN20250129002295,MCA00019
TXN20250109002296,MIN00113
TXN20250206002297,MES00087
TXN20250301002298,MUS00116
TXN20250221002299,MDE00181
TXN20250129002300,MGB00219
TXN20250307002301,MDE00136
TXN20250129002302,MDE00146
TXN20250225002303,MHK00151
TXN20250320002304,MIN00118
TXN20250102002305,MJP00137
TXN20250315002306,MUS00129
TXN20250314002307,MJP00120
TXN20250212002308,MAE00205
TXN20250330002309,MES00217
TXN20250305002310,MDE00114
TXN20250315002311,MFR00008
TXN20250223002312,MES00058
TXN20250127002313,MAE00208
TXN20250312002314,MES00092
TXN20250109002315,MES00066
TXN20250329002316,MSG00173
TXN20250211002317,MUS00031
TXN20250312002318,MIN00152
TXN20250220002319,MJP00120
TXN20250330002320,MAU00085
TXN20250223002321,MFR00008
TXN20250130002322,MUS00059
TXN20250221002323,MES00107
TXN20250225002324,MUS00086
TXN20250322002325,MUS00124
TXN20250109002326,MGB00183
TXN20250201002327,MJP00049
TXN20250216002328,MCA00110
TXN20250309002329,MIN00203
TXN20250105002330,MUS00023
TXN20250225002331,MSG00165
TXN20250131002332,MDE00052
TXN20250107002333,MDE00185
TXN20250314002334,MIN00009
TXN20250320002335,MAU00075
TXN20250212002336,MSG00070
TXN20250329002337,MAU00024
TXN20250315002338,MUS00018
TXN20250110002339,MGB00188
TXN20250206002340,MUS00117
TXN20250309002341,MUS00031
TXN20250318002342,MCA00096
TXN20250107002343,MUS00031
TXN20250320002344,MCA00081
TXN20250329002345,MUS00116
TXN20250308002346,MUS00031
TXN20250123002347,MCA00110
TXN20250318002348,MES00217
TXN20250224002349,MCA00014
TXN20250327002350,MDE00071
TXN20250123002351,MSG00083
TXN20250331002352,MGB00106
TXN20250105002353,MFR00212
TXN20250219002354,MJP00214
TXN20250124002355,MUS00018
TXN20250130002356,MES00067
TXN20250113002357,MES00107
TXN20250309002358,MJP00108
TXN20250221002359,MJP00006
TXN20250304002360,MUS00190
TXN20250218002361,MAE00170
TXN20250121002362,MFR00177
TXN20250318002363,MUS00023
TXN20250322002364,MES00066
TXN20250308002365,MFR00122
TXN20250218002366,MES00041
TXN20250225002367,MIN00180
TXN20250121002368,MAU00075
TXN20250324002369,MDE00114
TXN20250120002370,MFR00148
TXN20250227002371,MCA00080
TXN20250122002372,MGB00069
TXN20250329002373,MAU00220
TXN20250217002374,MES00038
TXN20250127002375,MNL00218
TXN20250320002376,MIN00211
TXN20250118002377,MUS00040
TXN20250303002378,MAE00020
TXN20250218002379,MFR00177
TXN20250322002380,MUS00139
TXN20250104002381,MES00062
TXN20250320002382,MCA00099
TXN20250331002383,MIN00184
TXN20250218002384,MUS00086
TXN20250319002385,MFR00122
TXN20250322002386,MUS00057
TXN20250126002387,MUS00079
TXN20250210002388,MUS00012
TXN20250124002389,MSG00165
TXN20250121002390,MCA00080
TXN20250305002391,MJP00026
TXN20250127002392,MSG00050
TXN20250326002393,MIN00009
TXN20250227002394,MGB00094
TXN20250205002395,MES00092
TXN20250331002396,MJP00002
TXN20250107002397,MCA00044
TXN20250314002398,MUS00031
TXN20250201002399,MCA00196
TXN20250315002400,MGB00054
TXN20250114002401,MUS00031
TXN20250311002402,MJP00133
TXN20250111002403,MCA00209
TXN20250212002404,MSG00033
TXN20250217002405,MUS00057
TXN20250131002406,MNL00161
TXN20250206002407,MUS00139
TXN20250328002408,MSG00033
TXN20250108002409,MUS00124
TXN20250107002410,MIN00128
TXN20250207002411,MUS00198
TXN20250211002412,MAU00220
TXN20250226002413,MFR00008
TXN20250107002414,MIN00103
TXN20250116002415,MES00092
TXN20250321002416,MIN00138
TXN20250123002417,MUS00142
TXN20250215002418,MJP00104
TXN20250321002419,MCA00156
TXN20250224002420,MCA00093
TXN20250213002421,MDE00197
TXN20250330002422,MAE00208
TXN20250304002423,MCA00101
TXN20250306002424,MES00025
TXN20250323002425,MAE00076
TXN20250304002426,MJP00108
TXN20250126002427,MDE00071
TXN20250316002428,MDE00197
TXN20250307002429,MAU00060
TXN20250114002430,MIN00082
TXN20250123002431,MGB00094
TXN20250104002432,MCA00063
TXN20250318002433,MGB00174
TXN20250305002434,MUS00198
TXN20250315002435,MGB00043
TXN20250306002436,MES00175
TXN20250123002437,MAU00172
TXN20250205002438,MGB00219
TXN20250125002439,MDE00111
TXN20250328002440,MDE00048
TXN20250202002441,MUS00135
TXN20250309002442,MIN00009
TXN20250203002443,MUS00116
TXN20250119002444,MFR00201
TXN20250211002445,MCA00080
TXN20250221002446,MDE00134
TXN20250312002447,MJP00007
TXN20250301002448,MCA00093
TXN20250219002449,MUS00086
TXN20250219002450,MDE00074
TXN20250115002451,MUS00012
TXN20250319002452,MFR00182
TXN20250328002453,MGB00188
TXN20250318002454,MJP00108
TXN20250312002455,MCA00096
TXN20250112002456,MGB00094
TXN20250201002457,MAU00149
TXN20250108002458,MJP00133
TXN20250203002459,MIN00193
TXN20250105002460,MIN00021
TXN20250210002461,MES00087
TXN20250120002462,MUS00207
TXN20250129002463,MNL00218
TXN20250104002464,MDE00111
TXN20250125002465,MGB00219
TXN20250119002466,MIN00003
TXN20250108002467,MDE00134
TXN20250330002468,MIN00017
TXN20250123002469,MJP00125
TXN20250104002470,MIN00115
TXN20250123002471,MGB00183
TXN20250111002472,MJP00120
TXN20250126002473,MUS00012
TXN20250324002474,MGB00065
TXN20250308002475,MGB00001
TXN20250213002476,MES00175
TXN20250220002477,MAU00024
TXN20250129002478,MCA00143
TXN20250116002479,MGB00054
TXN20250202002480,MUS00171
TXN20250116002481,MUS00124
TXN20250101002482,MDE00071
TXN20250128002483,MIN00184
TXN20250209002484,MCA00196
TXN20250131002485,MCA00147
TXN20250217002486,MJP00158
TXN20250218002487,MFR00148
TXN20250219002488,MCA00156
TXN20250112002489,MFR00015
TXN20250209002490,MHK00159
TXN20250213002491,MJP00123
TXN20250115002492,MCA00209
TXN20250206002493,MUS00012
TXN20250315002494,MHK00202
TXN20250313002495,MCA00147
TXN20250117002496,MNL00030
TXN20250220002497,MUS00198
TXN20250315002498,MAU00119
TXN20250125002499,MUS00059
TXN20250111002500,MES00066
TXN20250111002501,MGB00183
TXN20250303002502,MAU00084
TXN20250209002503,MGB00094
TXN20250306002504,MAE00208
TXN20250108002505,MAU00172
TXN20250315002506,MGB00174
TXN20250129002507,MUS00079
TXN20250131002508,MCA00019
TXN20250316002509,MDE00048
TXN20250316002510,MNL00039
TXN20250323002511,MIN00115
TXN20250304002512,MFR00148
TXN20250331002513,MCA00143
TXN20250105002514,MUS00057
TXN20250224002515,MAU00075
TXN20250303002516,MFR00182
TXN20250313002517,MIN00029
TXN20250117002518,MUS00057
TXN20250225002519,MFR00042
TXN20250225002520,MCA00110
TXN20250212002521,MIN00193
TXN20250106002522,MIN00037
TXN20250119002523,MNL00078
TXN20250220002524,MUS00012
TXN20250307002525,MUS00142
TXN20250206002526,MGB00064
TXN20250228002527,MJP00214
TXN20250105002528,MDE00134
TXN20250114002529,MUS00153
TXN20250222002530,MCA00019
TXN20250129002531,MGB00168
TXN20250303002532,MJP00036
TXN20250218002533,MDE00181
TXN20250101002534,MDE00074
TXN20250111002535,MJP00108
TXN20250107002536,MCA00096
TXN20250206002537,MUS00117
TXN20250127002538,MDE00181
TXN20250302002539,MJP00112
TXN20250110002540,MCA00099
TXN20250301002541,MDE00197
TXN20250319002542,MIN00017
TXN20250217002543,MUS00166
TXN20250118002544,MDE00185
TXN20250114002545,MGB00145
TXN20250119002546,MDE00074
TXN20250331002547,MDE00052
TXN20250113002548,MES00062
TXN20250105002549,MGB00145
TXN20250104002550,MIN00029
TXN20250212002551,MFR00192
TXN20250219002552,MDE00071
TXN20250306002553,MUS00057
TXN20250123002554,MAU00095
TXN20250131002555,MES00217
TXN20250219002556,MCA00196
TXN20250126002557,MFR00015
TXN20250302002558,MCA00093
TXN20250316002559,MSG00176
TXN20250109002560,MJP00125
TXN20250126002561,MCA00101
TXN20250121002562,MGB00132
TXN20250204002563,MUS00216
TXN20250212002564,MAU00186
TXN20250130002565,MCA00093
TXN20250122002566,MNL00030
TXN20250129002567,MIN00037
TXN20250126002568,MDE00074
TXN20250223002569,MCA00156
TXN20250302002570,MCA00068
TXN20250213002571,MJP00097
TXN20250119002572,MAE00020
TXN20250304002573,MFR00212
TXN20250318002574,MUS00207
TXN20250114002575,MES00217
TXN20250201002576,MHK00091
TXN20250220002577,MIN00115
TXN20250320002578,MES00175
TXN20250122002579,MUS00213
TXN20250226002580,MFR00072
TXN20250106002581,MJP00144
TXN20250306002582,MJP00214
TXN20250121002583,MFR00212
TXN20250214002584,MUS00164
TXN20250217002585,MNL00169
TXN20250220002586,MCA00194
TXN20250119002587,MDE00114
TXN20250227002588,MFR00148
TXN20250127002589,MAU00024
TXN20250323002590,MES00087
TXN20250327002591,MCA00019
TXN20250125002592,MAU00149
TXN20250302002593,MUS00117
TXN20250110002594,MES00025
TXN20250104002595,MUS00213
TXN20250123002596,MNL00013
TXN20250110002597,MJP00006
TXN20250109002598,MCA00063
TXN20250123002599,MUS00198
TXN20250316002600,MIN00180
TXN20250216002601,MGB00046
TXN20250307002602,MUS00216
TXN20250106002603,MNL00167
TXN20250110002604,MIN00131
TXN20250111002605,MSG00140
TXN20250313002606,MGB00094
TXN20250314002607,MNL00051
TXN20250320002608,MCA00068
TXN20250221002609,MSG00033
TXN20250109002610,MUS00040
TXN20250118002611,MES00092
TXN20250129002612,MJP00137
TXN20250325002613,MGB00174
TXN20250306002614,MUS00023
TXN20250220002615,MUS00171
TXN20250228002616,MAU00024
TXN20250328002617,MAE00127
TXN20250108002618,MJP00032
TXN20250322002619,MFR00008
TXN20250313002620,MES00217
TXN20250318002621,MCA00099
TXN20250117002622,MSG00061
TXN20250209002623,MUS00190
TXN20250123002624,MUS00216
TXN20250331002625,MJP00204
TXN20250126002626,MGB00188
TXN20250112002627,MUS00023
TXN20250126002628,MUS00190
TXN20250307002629,MJP00144
TXN20250304002630,MES00067
TXN20250313002631,MCA00099
TXN20250227002632,MAU00105
TXN20250119002633,MES00025
TXN20250102002634,MAU00024
TXN20250207002635,MJP00028
TXN20250202002636,MCA00110
TXN20250224002637,MES00107
TXN20250207002638,MDE00114
TXN20250106002639,MAU00089
TXN20250221002640,MFR00072
TXN20250328002641,MCA00200
TXN20250128002642,MJP00045
TXN20250205002643,MGB00141
TXN20250106002644,MAU00186
TXN20250306002645,MES00217
TXN20250101002646,MJP00112
TXN20250313002647,MDE00052
TXN20250111002648,MSG00165
TXN20250125002649,MNL00109
TXN20250206002650,MFR00201
TXN20250312002651,MCA00016
TXN20250219002652,MES00066
TXN20250302002653,MDE00071
TXN20250331002654,MUS00190
TXN20250113002655,MCA00143
TXN20250326002656,MJP00045
TXN20250122002657,MGB00199
TXN20250215002658,MES00058
TXN20250129002659,MFR00201
TXN20250115002660,MJP00125
TXN20250207002661,MDE00071
TXN20250206002662,MNL00051
TXN20250308002663,MNL00161
TXN20250109002664,MES00067
TXN20250228002665,MDE00052
TXN20250215002666,MAU00084
TXN20250315002667,MGB00174
TXN20250218002668,MCA00143
TXN20250213002669,MDE00185
TXN20250302002670,MES00062
TXN20250303002671,MES00025
TXN20250215002672,MGB00145
TXN20250125002673,MUS00129
TXN20250305002674,MIN00022
TXN20250212002675,MUS00207
TXN20250215002676,MFR00212
TXN20250124002677,MAU00075
TXN20250213002678,MJP00104
TXN20250318002679,MUS00164
TXN20250120002680,MJP00104
TXN20250101002681,MCA00080
TXN20250315002682,MIN00152
TXN20250118002683,MIN00011
TXN20250129002684,MES00025
TXN20250211002685,MGB00183
TXN20250120002686,MAE00208
TXN20250218002687,MNL00051
TXN20250302002688,MUS00059
TXN20250119002689,MJP00157
TXN20250324002690,MAE00090
TXN20250322002691,MUS00057
TXN20250118002692,MCA00016
TXN20250316002693,MNL00109
TXN20250328002694,MFR00201
TXN20250319002695,MJP00002
TXN20250109002696,MUS00213
TXN20250210002697,MCA00200
TXN20250120002698,MNL00167
TXN20250110002699,MES00175
TXN20250326002700,MUS00023
TXN20250102002701,MGB00094
TXN20250306002702,MCA00093
TXN20250111002703,MJP00162
TXN20250307002704,MHK00159
TXN20250224002705,MAU00060
TXN20250202002706,MFR00182
TXN20250116002707,MGB00160
TXN20250224002708,MAE00170
TXN20250205002709,MSG00165
TXN20250324002710,MIN00118
TXN20250205002711,MUS00139
TXN20250116002712,MNL00167
TXN20250116002713,MIN00187
TXN20250208002714,MGB00188
TXN20250203002715,MHK00151
TXN20250227002716,MDE00071
TXN20250103002717,MUS00055
TXN20250206002718,MDE00155
TXN20250324002719,MIN00009
TXN20250213002720,MUS00086
TXN20250315002721,MGB00199
TXN20250203002722,MGB00046
TXN20250224002723,MJP00121
TXN20250221002724,MFR00201
TXN20250316002725,MFR00042
TXN20250326002726,MCA00093
TXN20250328002727,MAE00076
TXN20250108002728,MDE00197
TXN20250123002729,MDE00052
TXN20250203002730,MFR00122
TXN20250303002731,MAU00119
TXN20250202002732,MIN00193
TXN20250201002733,MUS00150
TXN20250208002734,MDE00136
TXN20250324002735,MIN00021
TXN20250328002736,MGB00168
TXN20250211002737,MJP00157
TXN20250220002738,MUS00116
TXN20250217002739,MHK00151
TXN20250105002740,MAU00005
TXN20250322002741,MUS00086
TXN20250208002742,MES00058
TXN20250214002743,MDE00181
TXN20250322002744,MNL00078
TXN20250114002745,MNL00169
TXN20250305002746,MAU00149
TXN20250103002747,MIN00178
TXN20250121002748,MIN00113
TXN20250315002749,MSG00176
TXN20250126002750,MNL00218
TXN20250111002751,MNL00078
TXN20250308002752,MGB00219
TXN20250225002753,MES00087
TXN20250304002754,MGB00145
TXN20250101002755,MCA00099
TXN20250305002756,MFR00192
TXN20250130002757,MGB00183
TXN20250104002758,MES00038
TXN20250308002759,MUS00153
TXN20250124002760,MSG00165
TXN20250123002761,MJP00144
TXN20250118002762,MCA00093
TXN20250324002763,MIN00009
TXN20250202002764,MAE00035
TXN20250312002765,MDE00111
TXN20250102002766,MCA00110
TXN20250217002767,MUS00164
TXN20250204002768,MCA00194
TXN20250316002769,MCA00156
TXN20250318002770,MGB00174
TXN20250227002771,MJP00144
TXN20250222002772,MJP00125
TXN20250219002773,MDE00114
TXN20250301002774,MJP00088
TXN20250315002775,MUS00164
TXN20250306002776,MJP00125
TXN20250117002777,MFR00042
TXN20250102002778,MCA00019
TXN20250128002779,MAE00090
TXN20250301002780,MFR00177
TXN20250203002781,MES00058
TXN20250309002782,MCA00044
TXN20250209002783,MIN00152
TXN20250125002784,MUS00135
TXN20250223002785,MFR00201
TXN20250325002786,MCA00081
TXN20250303002787,MGB00001
TXN20250119002788,MGB00027
TXN20250318002789,MUS00213
TXN20250323002790,MIN00184
TXN20250204002791,MES00107
TXN20250315002792,MGB00069
TXN20250223002793,MNL00039
TXN20250214002794,MGB00064
TXN20250111002795,MNL00169
TXN20250317002796,MES00217
TXN20250320002797,MCA00209
TXN20250205002798,MIN00211
TXN20250203002799,MJP00123
TXN20250106002800,MCA00081
TXN20250330002801,MGB00043
TXN20250105002802,MUS00179
TXN20250112002803,MDE00052
TXN20250315002804,MCA00101
TXN20250127002805,MUS00055
TXN20250221002806,MDE00114
TXN20250111002807,MUS00079
TXN20250325002808,MGB00174
