userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000487,5,1361.21,SGD,APAC,credit card,quick service dining,late-night,weekday,mid-value,"late-night activity, weekend spend, prepaid instrument","User U000487 shows a mid-value spending profile across 5 transactions totaling 1361.21 SGD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, prepaid instrument."
U000488,6,2244.68,EUR,NA,credit card,fashion retail,morning,weekday,mid-value,"high-value, weekend spend, late-night activity","User U000488 shows a mid-value spending profile across 6 transactions totaling 2244.68 EUR. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, late-night activity."
U000489,6,2400.64,USD,NA,credit card,consumer electronics,morning,weekday,mid-value,"weekend spend, everyday consumer spend, high-value","User U000489 shows a mid-value spending profile across 6 transactions totaling 2400.64 USD. The user most often transacts in NA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include weekend spend, everyday consumer spend, high-value."
U000490,5,621.43,GBP,EMEA,credit card,grocery retail,late-night,weekday,mid-value,"weekend spend, late-night activity, everyday consumer spend","User U000490 shows a mid-value spending profile across 5 transactions totaling 621.43 GBP. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include weekend spend, late-night activity, everyday consumer spend."
U000491,6,8235.75,EUR,EMEA,credit card,education services,morning,weekday,high-value,"prepaid instrument, late-night activity, premium electronics","User U000491 shows a high-value spending profile across 6 transactions totaling 8235.75 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during morning weekday periods. Common patterns include prepaid instrument, late-night activity, premium electronics."
U000492,7,2459.88,EUR,EMEA,credit card,general retail,morning,weekday,mid-value,"weekend spend, premium electronics, late-night activity","User U000492 shows a mid-value spending profile across 7 transactions totaling 2459.88 EUR. The user most often transacts in EMEA with credit card payments, favors general retail, and is most active during morning weekday periods. Common patterns include weekend spend, premium electronics, late-night activity."
U000493,10,4592.22,EUR,EMEA,credit card,pharmacy and wellness,afternoon,weekday,mid-value,"everyday consumer spend, weekend spend, prepaid instrument","User U000493 shows a mid-value spending profile across 10 transactions totaling 4592.22 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend, prepaid instrument."
U000494,6,9887.31,EUR,APAC,credit card,consumer electronics,late-night,weekend,high-value,"weekend spend, high-value, late-night activity","User U000494 shows a high-value spending profile across 6 transactions totaling 9887.31 EUR. The user most often transacts in APAC with credit card payments, favors consumer electronics, and is most active during late-night weekend periods. Common patterns include weekend spend, high-value, late-night activity."
U000495,2,4551.12,EUR,EMEA,credit card,financial services,morning,weekday,very high-value,"very high-value, cash-like financial services, late-night activity","User U000495 shows a very high-value spending profile across 2 transactions totaling 4551.12 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, late-night activity."
U000496,7,2883.84,SGD,APAC,credit card,healthcare services,afternoon,weekday,mid-value,"everyday consumer spend, high-value, late-night activity","User U000496 shows a mid-value spending profile across 7 transactions totaling 2883.84 SGD. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, late-night activity."
U000497,4,5363.18,EUR,EMEA,credit card,quick service dining,afternoon,weekday,high-value,"weekend spend, everyday consumer spend, travel-related","User U000497 shows a high-value spending profile across 4 transactions totaling 5363.18 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during afternoon weekday periods. Common patterns include weekend spend, everyday consumer spend, travel-related."
U000498,8,5628.16,GBP,EMEA,credit card,grocery retail,evening,weekday,high-value,"everyday consumer spend, late-night activity, prepaid instrument","User U000498 shows a high-value spending profile across 8 transactions totaling 5628.16 GBP. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, late-night activity, prepaid instrument."
U000499,4,3960.66,JPY,APAC,credit card,lodging and hospitality,morning,weekday,high-value,"high-value, travel-related, late-night activity","User U000499 shows a high-value spending profile across 4 transactions totaling 3960.66 JPY. The user most often transacts in APAC with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include high-value, travel-related, late-night activity."
U000500,9,10995.41,INR,EMEA,debit card,financial services,late-night,weekday,high-value,"cash-like financial services, very high-value, late-night activity","User U000500 shows a high-value spending profile across 9 transactions totaling 10995.41 INR. The user most often transacts in EMEA with debit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include cash-like financial services, very high-value, late-night activity."
U000501,6,3567.69,EUR,EMEA,credit card,financial services,evening,weekday,high-value,"everyday consumer spend, high-value, cash-like financial services","User U000501 shows a high-value spending profile across 6 transactions totaling 3567.69 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, cash-like financial services."
U000502,5,6218.04,EUR,EMEA,credit card,financial services,late-night,weekday,high-value,"late-night activity, cash-like financial services, very high-value","User U000502 shows a high-value spending profile across 5 transactions totaling 6218.04 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include late-night activity, cash-like financial services, very high-value."
U000503,5,775.52,USD,EMEA,credit card,general retail,late-night,weekday,mid-value,"everyday consumer spend, late-night activity, digital recurring","User U000503 shows a mid-value spending profile across 5 transactions totaling 775.52 USD. The user most often transacts in EMEA with credit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, digital recurring."
U000504,5,7576.52,CAD,NA,credit card,financial services,late-night,weekday,high-value,"very high-value, cash-like financial services, weekend spend","User U000504 shows a high-value spending profile across 5 transactions totaling 7576.52 CAD. The user most often transacts in NA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include very high-value, cash-like financial services, weekend spend."
U000505,1,64.0,JPY,APAC,debit card,ride-hailing and local transport,morning,weekend,small-ticket,weekend spend,"User U000505 shows a small-ticket spending profile across 1 transactions totaling 64.0 JPY. The user most often transacts in APAC with debit card payments, favors ride-hailing and local transport, and is most active during morning weekend periods. Common patterns include weekend spend."
U000506,6,8374.03,EUR,NA,credit card,education services,late-night,weekday,high-value,"late-night activity, very high-value, prepaid instrument","User U000506 shows a high-value spending profile across 6 transactions totaling 8374.03 EUR. The user most often transacts in NA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include late-night activity, very high-value, prepaid instrument."
U000507,6,1079.7,EUR,EMEA,credit card,pharmacy and wellness,morning,weekday,mid-value,"everyday consumer spend, weekend spend, high-value","User U000507 shows a mid-value spending profile across 6 transactions totaling 1079.7 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000508,3,2413.3,AED,MEA,credit card,financial services,late-night,weekday,high-value,"everyday consumer spend, very high-value, cash-like financial services","User U000508 shows a high-value spending profile across 3 transactions totaling 2413.3 AED. The user most often transacts in MEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, very high-value, cash-like financial services."
U000509,8,10454.24,INR,APAC,credit card,pharmacy and wellness,evening,weekday,high-value,"everyday consumer spend, high-value, very high-value","User U000509 shows a high-value spending profile across 8 transactions totaling 10454.24 INR. The user most often transacts in APAC with credit card payments, favors pharmacy and wellness, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, very high-value."
U000510,7,2724.56,EUR,EMEA,credit card,quick service dining,late-night,weekday,mid-value,"late-night activity, weekend spend, everyday consumer spend","User U000510 shows a mid-value spending profile across 7 transactions totaling 2724.56 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, everyday consumer spend."
U000511,3,1034.7,JPY,APAC,credit card,healthcare services,late-night,weekday,mid-value,"late-night activity, everyday consumer spend, high-value","User U000511 shows a mid-value spending profile across 3 transactions totaling 1034.7 JPY. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, high-value."
U000512,4,751.34,EUR,EMEA,credit card,fuel and convenience,evening,weekday,mid-value,"everyday consumer spend, high-value, late-night activity","User U000512 shows a mid-value spending profile across 4 transactions totaling 751.34 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, late-night activity."
U000513,5,7510.18,EUR,EMEA,credit card,education services,late-night,weekday,high-value,"very high-value, high-value, late-night activity","User U000513 shows a high-value spending profile across 5 transactions totaling 7510.18 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include very high-value, high-value, late-night activity."
U000514,5,4270.74,GBP,APAC,credit card,digital subscription services,afternoon,weekday,high-value,"digital recurring, cash-like financial services, weekend spend","User U000514 shows a high-value spending profile across 5 transactions totaling 4270.74 GBP. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during afternoon weekday periods. Common patterns include digital recurring, cash-like financial services, weekend spend."
U000515,2,337.37,EUR,EMEA,prepaid card,quick service dining,late-night,weekday,mid-value,"prepaid instrument, late-night activity, weekend spend","User U000515 shows a mid-value spending profile across 2 transactions totaling 337.37 EUR. The user most often transacts in EMEA with prepaid card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include prepaid instrument, late-night activity, weekend spend."
U000516,6,578.83,JPY,APAC,credit card,fuel and convenience,evening,weekday,small-ticket,"everyday consumer spend, digital recurring, premium electronics","User U000516 shows a small-ticket spending profile across 6 transactions totaling 578.83 JPY. The user most often transacts in APAC with credit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include everyday consumer spend, digital recurring, premium electronics."
U000517,9,5836.03,EUR,EMEA,credit card,fashion retail,late-night,weekday,high-value,"high-value, weekend spend, digital recurring","User U000517 shows a high-value spending profile across 9 transactions totaling 5836.03 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, weekend spend, digital recurring."
U000518,4,1558.23,EUR,EMEA,debit card,fuel and convenience,late-night,weekend,mid-value,"weekend spend, late-night activity, high-value","User U000518 shows a mid-value spending profile across 4 transactions totaling 1558.23 EUR. The user most often transacts in EMEA with debit card payments, favors fuel and convenience, and is most active during late-night weekend periods. Common patterns include weekend spend, late-night activity, high-value."
U000519,2,125.15,JPY,APAC,debit card,healthcare services,evening,weekday,small-ticket,everyday consumer spend,"User U000519 shows a small-ticket spending profile across 2 transactions totaling 125.15 JPY. The user most often transacts in APAC with debit card payments, favors healthcare services, and is most active during evening weekday periods. Common patterns include everyday consumer spend."
U000520,10,3469.07,INR,APAC,credit card,digital subscription services,evening,weekday,mid-value,"everyday consumer spend, travel-related, digital recurring","User U000520 shows a mid-value spending profile across 10 transactions totaling 3469.07 INR. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during evening weekday periods. Common patterns include everyday consumer spend, travel-related, digital recurring."
U000521,4,3300.13,CAD,NA,credit card,fashion retail,morning,weekday,high-value,"high-value, weekend spend, travel-related","User U000521 shows a high-value spending profile across 4 transactions totaling 3300.13 CAD. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during morning weekday periods. Common patterns include high-value, weekend spend, travel-related."
U000522,7,7024.53,GBP,EMEA,credit card,fashion retail,afternoon,weekday,high-value,"weekend spend, high-value, late-night activity","User U000522 shows a high-value spending profile across 7 transactions totaling 7024.53 GBP. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include weekend spend, high-value, late-night activity."
U000523,5,1493.4,GBP,EMEA,debit card,pharmacy and wellness,morning,weekday,mid-value,"weekend spend, late-night activity, everyday consumer spend","User U000523 shows a mid-value spending profile across 5 transactions totaling 1493.4 GBP. The user most often transacts in EMEA with debit card payments, favors pharmacy and wellness, and is most active during morning weekday periods. Common patterns include weekend spend, late-night activity, everyday consumer spend."
U000524,4,822.47,EUR,EMEA,credit card,lodging and hospitality,morning,weekday,mid-value,"weekend spend, travel-related, everyday consumer spend","User U000524 shows a mid-value spending profile across 4 transactions totaling 822.47 EUR. The user most often transacts in EMEA with credit card payments, favors lodging and hospitality, and is most active during morning weekday periods. Common patterns include weekend spend, travel-related, everyday consumer spend."
U000525,4,2572.08,EUR,EMEA,credit card,fuel and convenience,late-night,weekday,high-value,"high-value, late-night activity, weekend spend","User U000525 shows a high-value spending profile across 4 transactions totaling 2572.08 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, weekend spend."
U000526,7,6827.31,EUR,EMEA,credit card,restaurant dining,late-night,weekend,high-value,"weekend spend, high-value, very high-value","User U000526 shows a high-value spending profile across 7 transactions totaling 6827.31 EUR. The user most often transacts in EMEA with credit card payments, favors restaurant dining, and is most active during late-night weekend periods. Common patterns include weekend spend, high-value, very high-value."
U000527,1,1001.0,INR,APAC,credit card,air travel,evening,weekend,high-value,"high-value, travel-related, weekend spend","User U000527 shows a high-value spending profile across 1 transactions totaling 1001.0 INR. The user most often transacts in APAC with credit card payments, favors air travel, and is most active during evening weekend periods. Common patterns include high-value, travel-related, weekend spend."
U000528,4,3656.8,CAD,NA,credit card,fashion retail,late-night,weekday,high-value,"late-night activity, high-value, very high-value","User U000528 shows a high-value spending profile across 4 transactions totaling 3656.8 CAD. The user most often transacts in NA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, very high-value."
U000529,6,3106.42,CAD,NA,debit card,pharmacy and wellness,late-night,weekday,high-value,"late-night activity, high-value, cash-like financial services","User U000529 shows a high-value spending profile across 6 transactions totaling 3106.42 CAD. The user most often transacts in NA with debit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, cash-like financial services."
U000530,7,4168.22,USD,APAC,credit card,restaurant dining,afternoon,weekend,high-value,"weekend spend, high-value, late-night activity","User U000530 shows a high-value spending profile across 7 transactions totaling 4168.22 USD. The user most often transacts in APAC with credit card payments, favors restaurant dining, and is most active during afternoon weekend periods. Common patterns include weekend spend, high-value, late-night activity."
U000531,10,1543.11,EUR,EMEA,credit card,fashion retail,afternoon,weekday,mid-value,"everyday consumer spend, weekend spend, prepaid instrument","User U000531 shows a mid-value spending profile across 10 transactions totaling 1543.11 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend, prepaid instrument."
U000532,1,215.0,INR,APAC,debit card,general retail,morning,weekday,mid-value,everyday consumer spend,"User U000532 shows a mid-value spending profile across 1 transactions totaling 215.0 INR. The user most often transacts in APAC with debit card payments, favors general retail, and is most active during morning weekday periods. Common patterns include everyday consumer spend."
U000533,8,5464.69,GBP,EMEA,credit card,quick service dining,morning,weekday,high-value,"late-night activity, weekend spend, everyday consumer spend","User U000533 shows a high-value spending profile across 8 transactions totaling 5464.69 GBP. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include late-night activity, weekend spend, everyday consumer spend."
U000534,6,6373.32,EUR,EMEA,credit card,fashion retail,late-night,weekday,high-value,"high-value, late-night activity, travel-related","User U000534 shows a high-value spending profile across 6 transactions totaling 6373.32 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, travel-related."
U000535,6,1713.68,USD,EMEA,debit card,grocery retail,afternoon,weekday,mid-value,"everyday consumer spend, high-value, weekend spend","User U000535 shows a mid-value spending profile across 6 transactions totaling 1713.68 USD. The user most often transacts in EMEA with debit card payments, favors grocery retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, weekend spend."
U000536,7,2582.87,CAD,NA,credit card,digital subscription services,late-night,weekday,mid-value,"late-night activity, everyday consumer spend, digital recurring","User U000536 shows a mid-value spending profile across 7 transactions totaling 2582.87 CAD. The user most often transacts in NA with credit card payments, favors digital subscription services, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, digital recurring."
U000537,4,6169.76,USD,NA,debit card,fuel and convenience,evening,weekday,high-value,"very high-value, weekend spend, digital recurring","User U000537 shows a high-value spending profile across 4 transactions totaling 6169.76 USD. The user most often transacts in NA with debit card payments, favors fuel and convenience, and is most active during evening weekday periods. Common patterns include very high-value, weekend spend, digital recurring."
U000538,3,413.39,USD,NA,credit card,general retail,late-night,weekday,mid-value,"late-night activity, prepaid instrument, weekend spend","User U000538 shows a mid-value spending profile across 3 transactions totaling 413.39 USD. The user most often transacts in NA with credit card payments, favors general retail, and is most active during late-night weekday periods. Common patterns include late-night activity, prepaid instrument, weekend spend."
U000539,7,2649.04,CAD,NA,credit card,quick service dining,late-night,weekday,mid-value,"late-night activity, weekend spend, high-value","User U000539 shows a mid-value spending profile across 7 transactions totaling 2649.04 CAD. The user most often transacts in NA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, high-value."
U000540,1,1108.57,EUR,EMEA,credit card,education services,afternoon,weekend,high-value,"high-value, weekend spend","User U000540 shows a high-value spending profile across 1 transactions totaling 1108.57 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during afternoon weekend periods. Common patterns include high-value, weekend spend."
U000541,3,4243.34,EUR,EMEA,credit card,education services,late-night,weekday,high-value,"very high-value, everyday consumer spend, digital recurring","User U000541 shows a high-value spending profile across 3 transactions totaling 4243.34 EUR. The user most often transacts in EMEA with credit card payments, favors education services, and is most active during late-night weekday periods. Common patterns include very high-value, everyday consumer spend, digital recurring."
U000542,3,158.77,EUR,EMEA,prepaid card,ride-hailing and local transport,late-night,weekday,small-ticket,"prepaid instrument, late-night activity, everyday consumer spend","User U000542 shows a small-ticket spending profile across 3 transactions totaling 158.77 EUR. The user most often transacts in EMEA with prepaid card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include prepaid instrument, late-night activity, everyday consumer spend."
U000543,4,2163.69,EUR,APAC,credit card,fuel and convenience,late-night,weekend,high-value,"high-value, weekend spend, premium electronics","User U000543 shows a high-value spending profile across 4 transactions totaling 2163.69 EUR. The user most often transacts in APAC with credit card payments, favors fuel and convenience, and is most active during late-night weekend periods. Common patterns include high-value, weekend spend, premium electronics."
U000544,4,4272.21,GBP,EMEA,credit card,fashion retail,late-night,weekday,high-value,"high-value, late-night activity, premium electronics","User U000544 shows a high-value spending profile across 4 transactions totaling 4272.21 GBP. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, premium electronics."
U000545,5,5260.43,EUR,EMEA,credit card,general retail,morning,weekday,high-value,"everyday consumer spend, weekend spend, very high-value","User U000545 shows a high-value spending profile across 5 transactions totaling 5260.43 EUR. The user most often transacts in EMEA with credit card payments, favors general retail, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, very high-value."
U000546,6,10333.34,EUR,EMEA,credit card,air travel,evening,weekday,high-value,"weekend spend, very high-value, high-value","User U000546 shows a high-value spending profile across 6 transactions totaling 10333.34 EUR. The user most often transacts in EMEA with credit card payments, favors air travel, and is most active during evening weekday periods. Common patterns include weekend spend, very high-value, high-value."
U000547,7,5626.31,JPY,APAC,prepaid card,ride-hailing and local transport,late-night,weekday,high-value,"prepaid instrument, weekend spend, late-night activity","User U000547 shows a high-value spending profile across 7 transactions totaling 5626.31 JPY. The user most often transacts in APAC with prepaid card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include prepaid instrument, weekend spend, late-night activity."
U000548,3,514.84,GBP,EMEA,debit card,quick service dining,afternoon,weekday,mid-value,"everyday consumer spend, weekend spend","User U000548 shows a mid-value spending profile across 3 transactions totaling 514.84 GBP. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend."
U000549,4,6424.77,AED,MEA,credit card,financial services,late-night,weekday,high-value,"very high-value, late-night activity, cash-like financial services","User U000549 shows a high-value spending profile across 4 transactions totaling 6424.77 AED. The user most often transacts in MEA with credit card payments, favors financial services, and is most active during late-night weekday periods. Common patterns include very high-value, late-night activity, cash-like financial services."
U000550,2,1142.13,CAD,NA,credit card,lodging and hospitality,afternoon,weekday,high-value,"high-value, travel-related, weekend spend","User U000550 shows a high-value spending profile across 2 transactions totaling 1142.13 CAD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during afternoon weekday periods. Common patterns include high-value, travel-related, weekend spend."
U000551,5,1179.84,EUR,EMEA,credit card,pharmacy and wellness,morning,weekend,mid-value,"weekend spend, everyday consumer spend, prepaid instrument","User U000551 shows a mid-value spending profile across 5 transactions totaling 1179.84 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during morning weekend periods. Common patterns include weekend spend, everyday consumer spend, prepaid instrument."
U000552,9,1704.0,EUR,EMEA,debit card,quick service dining,evening,weekday,mid-value,"weekend spend, late-night activity, everyday consumer spend","User U000552 shows a mid-value spending profile across 9 transactions totaling 1704.0 EUR. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include weekend spend, late-night activity, everyday consumer spend."
U000553,4,3449.02,USD,NA,credit card,fuel and convenience,afternoon,weekday,high-value,"everyday consumer spend, late-night activity, very high-value","User U000553 shows a high-value spending profile across 4 transactions totaling 3449.02 USD. The user most often transacts in NA with credit card payments, favors fuel and convenience, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, late-night activity, very high-value."
U000554,5,1401.85,JPY,NA,credit card,grocery retail,evening,weekday,mid-value,"everyday consumer spend, weekend spend, high-value","User U000554 shows a mid-value spending profile across 5 transactions totaling 1401.85 JPY. The user most often transacts in NA with credit card payments, favors grocery retail, and is most active during evening weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000555,6,318.52,EUR,EMEA,credit card,ride-hailing and local transport,late-night,weekday,small-ticket,"late-night activity, everyday consumer spend, premium electronics","User U000555 shows a small-ticket spending profile across 6 transactions totaling 318.52 EUR. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, premium electronics."
U000556,5,1343.69,AUD,APAC,credit card,quick service dining,morning,weekday,mid-value,"everyday consumer spend, prepaid instrument, high-value","User U000556 shows a mid-value spending profile across 5 transactions totaling 1343.69 AUD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include everyday consumer spend, prepaid instrument, high-value."
U000557,10,2505.88,INR,APAC,credit card,general retail,morning,weekday,mid-value,"everyday consumer spend, weekend spend, travel-related","User U000557 shows a mid-value spending profile across 10 transactions totaling 2505.88 INR. The user most often transacts in APAC with credit card payments, favors general retail, and is most active during morning weekday periods. Common patterns include everyday consumer spend, weekend spend, travel-related."
U000558,6,1000.55,EUR,EMEA,debit card,digital subscription services,morning,weekday,mid-value,"digital recurring, everyday consumer spend, prepaid instrument","User U000558 shows a mid-value spending profile across 6 transactions totaling 1000.55 EUR. The user most often transacts in EMEA with debit card payments, favors digital subscription services, and is most active during morning weekday periods. Common patterns include digital recurring, everyday consumer spend, prepaid instrument."
U000559,8,11720.72,JPY,APAC,credit card,healthcare services,late-night,weekday,high-value,"late-night activity, high-value, weekend spend","User U000559 shows a high-value spending profile across 8 transactions totaling 11720.72 JPY. The user most often transacts in APAC with credit card payments, favors healthcare services, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, weekend spend."
U000560,4,1774.23,EUR,EMEA,credit card,consumer electronics,morning,weekday,mid-value,"high-value, premium electronics, travel-related","User U000560 shows a mid-value spending profile across 4 transactions totaling 1774.23 EUR. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include high-value, premium electronics, travel-related."
U000561,5,2619.67,EUR,EMEA,credit card,digital subscription services,afternoon,weekday,high-value,"everyday consumer spend, high-value, digital recurring","User U000561 shows a high-value spending profile across 5 transactions totaling 2619.67 EUR. The user most often transacts in EMEA with credit card payments, favors digital subscription services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, high-value, digital recurring."
U000562,3,429.65,EUR,EMEA,debit card,fuel and convenience,late-night,weekday,mid-value,"late-night activity, weekend spend","User U000562 shows a mid-value spending profile across 3 transactions totaling 429.65 EUR. The user most often transacts in EMEA with debit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend."
U000563,7,6919.79,EUR,EMEA,prepaid card,quick service dining,morning,weekday,high-value,"prepaid instrument, high-value, late-night activity","User U000563 shows a high-value spending profile across 7 transactions totaling 6919.79 EUR. The user most often transacts in EMEA with prepaid card payments, favors quick service dining, and is most active during morning weekday periods. Common patterns include prepaid instrument, high-value, late-night activity."
U000564,5,4808.59,JPY,APAC,credit card,pharmacy and wellness,late-night,weekday,high-value,"late-night activity, high-value, everyday consumer spend","User U000564 shows a high-value spending profile across 5 transactions totaling 4808.59 JPY. The user most often transacts in APAC with credit card payments, favors pharmacy and wellness, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, everyday consumer spend."
U000565,4,934.85,HKD,APAC,credit card,quick service dining,afternoon,weekend,mid-value,"weekend spend, late-night activity, digital recurring","User U000565 shows a mid-value spending profile across 4 transactions totaling 934.85 HKD. The user most often transacts in APAC with credit card payments, favors quick service dining, and is most active during afternoon weekend periods. Common patterns include weekend spend, late-night activity, digital recurring."
U000566,10,5938.61,EUR,APAC,debit card,quick service dining,late-night,weekday,high-value,"everyday consumer spend, weekend spend, late-night activity","User U000566 shows a high-value spending profile across 10 transactions totaling 5938.61 EUR. The user most often transacts in APAC with debit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend, late-night activity."
U000567,5,4417.25,EUR,EMEA,debit card,quick service dining,evening,weekday,high-value,"everyday consumer spend, high-value, premium electronics","User U000567 shows a high-value spending profile across 5 transactions totaling 4417.25 EUR. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, premium electronics."
U000568,9,3566.86,GBP,EMEA,credit card,consumer electronics,late-night,weekday,mid-value,"premium electronics, prepaid instrument, high-value","User U000568 shows a mid-value spending profile across 9 transactions totaling 3566.86 GBP. The user most often transacts in EMEA with credit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include premium electronics, prepaid instrument, high-value."
U000569,7,1170.38,EUR,EMEA,credit card,fuel and convenience,late-night,weekday,mid-value,"everyday consumer spend, late-night activity, digital recurring","User U000569 shows a mid-value spending profile across 7 transactions totaling 1170.38 EUR. The user most often transacts in EMEA with credit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, late-night activity, digital recurring."
U000570,6,10982.41,EUR,EMEA,credit card,financial services,morning,weekday,high-value,"very high-value, cash-like financial services, everyday consumer spend","User U000570 shows a high-value spending profile across 6 transactions totaling 10982.41 EUR. The user most often transacts in EMEA with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, everyday consumer spend."
U000571,8,5912.31,EUR,EMEA,credit card,fashion retail,afternoon,weekday,high-value,"everyday consumer spend, digital recurring, weekend spend","User U000571 shows a high-value spending profile across 8 transactions totaling 5912.31 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, digital recurring, weekend spend."
