tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250113002655,128.52,U000169,08:53:37,2025-01-13,CAD,PharmaDirect Vancouver 143,Vancouver,MCA00143,CREDIT,49.269239,-123.118451,5912,CA,Canada,NA,100143,ISSR_CA_214,ACQ_NA_403,Wellness & pharmacy: PharmaDirect Vancouver · Vancouver · CA$128.52 · 13 Jan 2025.
TXN20250326002656,38,U000523,17:19:40,2025-03-26,JPY,RideNow Osaka 045,Osaka,MJP00045,DEBIT,34.683043,135.500241,4121,JP,Japan,APAC,100045,ISSR_JP_287,ACQ_APAC_703,Local transport: RideNow Osaka · Osaka · ¥38 · 26 Mar 2025. Ref: ZP6VIA.
TXN20250122002657,106.2,U000252,16:12:54,2025-01-22,GBP,MarketSquare London 199,London,MGB00199,CREDIT,51.533089,-0.159748,5311,GB,United Kingdom,EMEA,100199,ISSR_GB_118,ACQ_EMEA_502,General retail: MarketSquare London · London · £106.20 · 22 Jan 2025. Ref: XAOZ5E.
TXN20250215002658,128.02,U000363,15:26:16,2025-02-15,EUR,PharmaDirect Madrid 058,Madrid,MES00058,CREDIT,40.383713,-3.724816,5912,ES,Spain,EMEA,100058,ISSR_ES_145,ACQ_EMEA_501,Wellness & pharmacy: PharmaDirect Madrid · Madrid · €128.02 · 15 Feb 2025.
TXN20250129002659,1132.8,U000307,09:20:16,2025-01-29,EUR,Luxura Retail Paris 201,Paris,MFR00201,CREDIT,48.830972,2.366314,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,"Fashion & apparel purchase at Luxura Retail Paris, Paris — €1,132.80 via chip & PIN on 29 Jan 2025."
TXN20250115002660,17,U000168,23:14:29,2025-01-15,JPY,QuickBite Osaka 125,Osaka,MJP00125,PREPAID,34.714054,135.530086,5814,JP,Japan,APAC,100125,ISSR_JP_287,ACQ_APAC_703,"Dining at QuickBite Osaka, Osaka — ¥17 via tap-to-pay on 15 Jan 2025."
TXN20250207002661,50.53,U000667,15:31:36,2025-02-07,EUR,FreshMart Berlin 071,Berlin,MDE00071,DEBIT,52.534855,13.436927,5411,DE,Germany,EMEA,100071,ISSR_DE_132,ACQ_EMEA_503,In-store grocery payment to FreshMart Berlin in Berlin for €50.53 on 7 Feb 2025.
TXN20250206002662,2177.87,U000779,22:52:24,2025-02-06,EUR,FinServe Online Amsterdam 051,Amsterdam,MNL00051,CREDIT,52.405633,4.907782,6012,NL,Netherlands,EMEA,100051,ISSR_NL_149,ACQ_EMEA_502,"Financial services payment to FinServe Online Amsterdam (Amsterdam) — €2,177.87 on 6 Feb 2025. Ref: 9A42W44WUF."
TXN20250308002663,4213.43,U000387,23:20:09,2025-03-08,EUR,EduPrime Amsterdam 161,Amsterdam,MNL00161,CREDIT,52.384319,4.941407,8220,NL,Netherlands,EMEA,100161,ISSR_NL_255,ACQ_EMEA_503,"Academic services at EduPrime Amsterdam, Amsterdam — €4,213.43 — 8 Mar 2025. Ref: ZCXU11TO."
TXN20250109002664,141.39,U000701,05:27:46,2025-01-09,EUR,MetroFuel Madrid 067,Madrid,MES00067,DEBIT,40.442605,-3.715806,5541,ES,Spain,EMEA,100067,ISSR_ES_241,ACQ_EMEA_503,"Fuel & convenience purchase at MetroFuel Madrid, Madrid — €141.39 on 9 Jan 2025. Ref: BOGCC1."
TXN20250228002665,4.54,U000806,03:48:35,2025-02-28,EUR,StreamSphere Berlin 052,Berlin,MDE00052,PREPAID,52.48918,13.415391,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,Recurring subscription: StreamSphere Berlin — €4.54 auto-debited on 28 Feb 2025.
TXN20250215002666,10.18,U000475,23:43:32,2025-02-15,AUD,StreamSphere Melbourne 084,Melbourne,MAU00084,CREDIT,-37.796036,144.951942,4899,AU,Australia,APAC,100084,ISSR_AU_163,ACQ_APAC_702,Monthly plan renewal: StreamSphere Melbourne · A$10.18 · 15 Feb 2025. Sub ref: YUTFEF.
TXN20250315002667,87.58,U000526,11:38:24,2025-03-15,GBP,UrbanTable London 174,London,MGB00174,DEBIT,51.500685,-0.149348,5812,GB,United Kingdom,EMEA,100174,ISSR_GB_118,ACQ_EMEA_503,£87.58 food & beverage charge at UrbanTable London (London) on 15 Mar 2025.
TXN20250218002668,66.87,U000489,13:56:56,2025-02-18,CAD,PharmaDirect Vancouver 143,Vancouver,MCA00143,DEBIT,49.296018,-123.1193,5912,CA,Canada,NA,100143,ISSR_CA_214,ACQ_NA_403,"CA$66.87 Debit payment at PharmaDirect Vancouver pharmacy, Vancouver."
TXN20250213002669,3765.73,U000024,13:23:50,2025-02-13,EUR,FinServe Online Berlin 185,Berlin,MDE00185,PREPAID,52.537698,13.411091,6012,DE,Germany,EMEA,100185,ISSR_DE_238,ACQ_EMEA_502,"Fund transfer / payment: FinServe Online Berlin · Berlin · €3,765.73 · 13 Feb 2025."
TXN20250302002670,613.54,U000247,21:26:28,2025-03-02,EUR,ElectroHub Madrid 062,Madrid,MES00062,DEBIT,40.388394,-3.718096,5732,ES,Spain,EMEA,100062,ISSR_ES_145,ACQ_EMEA_503,"Electronics purchase at ElectroHub Madrid, Madrid — €613.54 via ATM withdrawal on 2 Mar 2025."
TXN20250303002671,972.29,U000186,16:47:05,2025-03-03,EUR,FinServe Online Madrid 025,Madrid,MES00025,DEBIT,40.420735,-3.667197,6012,ES,Spain,EMEA,100025,ISSR_ES_241,ACQ_EMEA_502,"€972.29 cash-equivalent transaction via FinServe Online Madrid, Madrid, on 3 Mar 2025. Ref: 9VCMTGN9T8."
TXN20250215002672,1404.3,U000353,04:08:59,2025-02-15,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.474821,-0.129751,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,"Electronics purchase at ElectroHub London, London — £1,404.30 via chip & PIN on 15 Feb 2025."
TXN20250125002673,1129.95,U000167,07:51:44,2025-01-25,USD,ElectroHub San Francisco 129,San Francisco,MUS00129,CREDIT,37.772187,-122.425017,5732,US,United States,NA,100129,ISSR_US_319,ACQ_NA_401,"Consumer electronics: ElectroHub San Francisco · San Francisco · $1,129.95 · 25 Jan 2025. Ref: 0EQ4AW8J."
TXN20250305002674,30.0,U000815,16:34:56,2025-03-05,INR,QuickBite Bengaluru 022,Bengaluru,MIN00022,PREPAID,12.955037,77.633447,5814,IN,India,APAC,100022,ISSR_IN_188,ACQ_APAC_702,"Dining at QuickBite Bengaluru, Bengaluru — INR30 via tap-to-pay on 5 Mar 2025."
TXN20250212002675,177.19,U000572,21:00:53,2025-02-12,USD,MarketSquare San Francisco 207,San Francisco,MUS00207,PREPAID,37.798748,-122.389411,5311,US,United States,NA,100207,ISSR_US_101,ACQ_NA_403,"Retail purchase at MarketSquare San Francisco, San Francisco — $177.19 via online on 12 Feb 2025."
TXN20250215002676,247.75,U000759,04:08:31,2025-02-15,EUR,MediCare Plus Paris 212,Paris,MFR00212,PREPAID,48.865847,2.33372,8099,FR,France,EMEA,100212,ISSR_FR_229,ACQ_EMEA_501,"Clinic/hospital charge from MediCare Plus Paris, Paris — €247.75 — 15 Feb 2025."
TXN20250124002677,24.0,U000346,07:54:26,2025-01-24,AUD,QuickBite Sydney 075,Sydney,MAU00075,PREPAID,-33.891651,151.170914,5814,AU,Australia,APAC,100075,ISSR_AU_163,ACQ_APAC_703,"Dining at QuickBite Sydney, Sydney — A$24 via tap-to-pay on 24 Jan 2025."
TXN20250213002678,1306,U000071,02:48:49,2025-02-13,JPY,SkyJet Travel Osaka 104,Osaka,MJP00104,CREDIT,34.673144,135.527606,4511,JP,Japan,APAC,100104,ISSR_JP_287,ACQ_APAC_702,"¥1,306 deducted for air travel via SkyJet Travel Osaka, Osaka, on 13 Feb 2025."
TXN20250318002679,22.95,U000168,05:23:17,2025-03-18,USD,QuickBite New York 164,New York,MUS00164,CREDIT,40.740369,-74.030646,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,$22.95 food & beverage charge at QuickBite New York (New York) on 18 Mar 2025.
TXN20250120002680,1921,U000588,04:56:40,2025-01-20,JPY,SkyJet Travel Osaka 104,Osaka,MJP00104,CREDIT,34.705228,135.462325,4511,JP,Japan,APAC,100104,ISSR_JP_287,ACQ_APAC_702,"Flight booking at SkyJet Travel Osaka (Osaka) — ¥1,921 charged on 20 Jan 2025. PNR: 8GXWDP."
TXN20250101002681,53.31,U000595,04:41:05,2025-01-01,CAD,MarketSquare Vancouver 080,Vancouver,MCA00080,CREDIT,49.306428,-123.149855,5311,CA,Canada,NA,100080,ISSR_CA_214,ACQ_NA_401,In-store purchase at MarketSquare Vancouver (Vancouver) — CA$53.31 — 1 Jan 2025.
TXN20250315002682,329.0,U000224,08:48:39,2025-03-15,INR,MediCare Plus Bengaluru 152,Bengaluru,MIN00152,CREDIT,13.008252,77.590312,8099,IN,India,APAC,100152,ISSR_IN_302,ACQ_APAC_703,"Medical services at MediCare Plus Bengaluru, Bengaluru — INR329 on 15 Mar 2025."
TXN20250118002683,59.0,U000414,22:56:00,2025-01-18,INR,FreshMart Bengaluru 011,Bengaluru,MIN00011,CREDIT,12.932699,77.570582,5411,IN,India,APAC,100011,ISSR_IN_188,ACQ_APAC_701,INR59 charged to your Credit card at FreshMart Bengaluru (Bengaluru) on 18 Jan 2025. Ref: 9PY5KH2N.
TXN20250129002684,4032.63,U000753,22:36:38,2025-01-29,EUR,FinServe Online Madrid 025,Madrid,MES00025,CREDIT,40.436818,-3.724441,6012,ES,Spain,EMEA,100025,ISSR_ES_241,ACQ_EMEA_502,"Fund transfer / payment: FinServe Online Madrid · Madrid · €4,032.63 · 29 Jan 2025."
TXN20250211002685,1089.71,U000060,05:43:19,2025-02-11,GBP,CloudStay Manchester 183,Manchester,MGB00183,CREDIT,53.495076,-2.241027,7011,GB,United Kingdom,EMEA,100183,ISSR_GB_224,ACQ_EMEA_503,"Accommodation: CloudStay Manchester · Manchester · £1,089.71 · 11 Feb 2025."
TXN20250120002686,2728.61,U000368,10:12:16,2025-01-20,AED,EduPrime Dubai 208,Dubai,MAE00208,CREDIT,25.231934,55.253724,8220,AE,United Arab Emirates,MEA,100208,ISSR_AE_152,ACQ_MEA_601,"Tuition/course fee: EduPrime Dubai · Dubai · AED2,728.61 · 20 Jan 2025."
TXN20250218002687,3418.61,U000276,21:14:09,2025-02-18,EUR,FinServe Online Amsterdam 051,Amsterdam,MNL00051,PREPAID,52.375775,4.870636,6012,NL,Netherlands,EMEA,100051,ISSR_NL_149,ACQ_EMEA_502,"€3,418.61 cash-equivalent transaction via FinServe Online Amsterdam, Amsterdam, on 18 Feb 2025. Ref: VXQE1IL46L."
TXN20250302002688,58.32,U000782,18:14:53,2025-03-02,USD,RideNow Chicago 059,Chicago,MUS00059,PREPAID,41.85127,-87.639361,4121,US,United States,NA,100059,ISSR_US_101,ACQ_NA_401,Local transport: RideNow Chicago · Chicago · $58.32 · 2 Mar 2025. Ref: MZPSCT.
TXN20250119002689,67,U000405,06:35:51,2025-01-19,JPY,UrbanTable Tokyo 157,Tokyo,MJP00157,DEBIT,35.683122,139.644272,5812,JP,Japan,APAC,100157,ISSR_JP_174,ACQ_APAC_701,Restaurant bill: UrbanTable Tokyo · Tokyo · ¥67 · 19 Jan 2025.
TXN20250324002690,462.19,U000396,20:12:35,2025-03-24,AED,CloudStay Dubai 090,Dubai,MAE00090,CREDIT,25.173583,55.234526,7011,AE,United Arab Emirates,MEA,100090,ISSR_AE_152,ACQ_MEA_601,"AED462.19 charged by CloudStay Dubai hotel, Dubai, for stay on 24 Mar 2025."
TXN20250322002691,142.65,U000601,17:45:57,2025-03-22,USD,UrbanTable New York 057,New York,MUS00057,CREDIT,40.717261,-73.983782,5812,US,United States,NA,100057,ISSR_US_319,ACQ_NA_401,"Food & drink purchase at UrbanTable New York, New York — $142.65 — 22 Mar 2025. Ref: FHEPN3."
TXN20250118002692,1651.12,U000152,04:42:30,2025-01-18,CAD,FinServe Online Vancouver 016,Vancouver,MCA00016,PREPAID,49.253994,-123.111325,6012,CA,Canada,NA,100016,ISSR_CA_110,ACQ_NA_402,"CA$1,651.12 cash-equivalent transaction via FinServe Online Vancouver, Vancouver, on 18 Jan 2025. Ref: KCNL384XG0."
TXN20250316002693,122.45,U000458,06:00:59,2025-03-16,EUR,FreshMart Amsterdam 109,Amsterdam,MNL00109,DEBIT,52.335239,4.943446,5411,NL,Netherlands,EMEA,100109,ISSR_NL_149,ACQ_EMEA_501,In-store grocery payment to FreshMart Amsterdam in Amsterdam for €122.45 on 16 Mar 2025.
TXN20250328002694,1049.67,U000132,10:29:20,2025-03-28,EUR,Luxura Retail Paris 201,Paris,MFR00201,PREPAID,48.852243,2.351212,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,"Retail clothing: Luxura Retail Paris · Paris · €1,049.67 · 28 Mar 2025. Ref: VG6N96."
TXN20250319002695,34,U000707,18:50:55,2025-03-19,JPY,RideNow Tokyo 002,Tokyo,MJP00002,PREPAID,35.657131,139.618037,4121,JP,Japan,APAC,100002,ISSR_JP_174,ACQ_APAC_703,Local transport: RideNow Tokyo · Tokyo · ¥34 · 19 Mar 2025. Ref: V020IL.
TXN20250109002696,5.37,U000491,11:46:04,2025-01-09,USD,StreamSphere Chicago 213,Chicago,MUS00213,CREDIT,41.917574,-87.619341,4899,US,United States,NA,100213,ISSR_US_101,ACQ_NA_401,$5.37 deducted for StreamSphere Chicago digital subscription on 9 Jan 2025.
TXN20250210002697,2653.58,U000699,18:05:31,2025-02-10,CAD,EduPrime Vancouver 200,Vancouver,MCA00200,CREDIT,49.246033,-123.108883,8220,CA,Canada,NA,100200,ISSR_CA_214,ACQ_NA_403,"Tuition/course fee: EduPrime Vancouver · Vancouver · CA$2,653.58 · 10 Feb 2025."
TXN20250120002698,4978.32,U000571,16:59:55,2025-01-20,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,CREDIT,52.358101,4.926082,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"€4,978.32 cash-equivalent transaction via FinServe Online Amsterdam, Amsterdam, on 20 Jan 2025. Ref: DHTG1D9OB6."
TXN20250110002699,5462.12,U000305,11:07:50,2025-01-10,EUR,EduPrime Madrid 175,Madrid,MES00175,CREDIT,40.43792,-3.689933,8220,ES,Spain,EMEA,100175,ISSR_ES_241,ACQ_EMEA_501,"€5,462.12 charged by EduPrime Madrid (Madrid) for educational services on 10 Jan 2025."
TXN20250326002700,167.59,U000330,22:35:27,2025-03-26,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.863998,-87.609078,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,"Medical services at MediCare Plus Chicago, Chicago — $167.59 on 26 Mar 2025."
TXN20250102002701,597.83,U000616,07:41:07,2025-01-02,GBP,Luxura Retail Manchester 094,Manchester,MGB00094,PREPAID,53.507026,-2.255108,5651,GB,United Kingdom,EMEA,100094,ISSR_GB_118,ACQ_EMEA_501,Retail clothing: Luxura Retail Manchester · Manchester · £597.83 · 2 Jan 2025. Ref: H3RFWT.
TXN20250306002702,29.51,U000686,10:53:30,2025-03-06,CAD,QuickBite Toronto 093,Toronto,MCA00093,PREPAID,43.653183,-79.393304,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,Restaurant bill: QuickBite Toronto · Toronto · CA$29.51 · 6 Mar 2025.
TXN20250111002703,425,U000297,07:37:58,2025-01-11,JPY,MediCare Plus Osaka 162,Osaka,MJP00162,DEBIT,34.659327,135.492649,8099,JP,Japan,APAC,100162,ISSR_JP_174,ACQ_APAC_703,Healthcare payment: MediCare Plus Osaka · Osaka · ¥425 · 11 Jan 2025. Ref: KAWZFSI.
TXN20250307002704,27.88,U000710,13:10:32,2025-03-07,HKD,QuickBite Hong Kong 159,Hong Kong,MHK00159,DEBIT,22.284907,114.139347,5814,HK,Hong Kong,APAC,100159,ISSR_HK_294,ACQ_APAC_703,HKD27.88 food & beverage charge at QuickBite Hong Kong (Hong Kong) on 7 Mar 2025.
TXN20250224002705,420.72,U000223,17:24:12,2025-02-24,AUD,Luxura Retail Melbourne 060,Melbourne,MAU00060,DEBIT,-37.850231,144.930352,5651,AU,Australia,APAC,100060,ISSR_AU_276,ACQ_APAC_703,"Fashion & apparel purchase at Luxura Retail Melbourne, Melbourne — A$420.72 via direct debit on 24 Feb 2025."
TXN20250202002706,157.88,U000145,08:21:26,2025-02-02,EUR,PharmaDirect Paris 182,Paris,MFR00182,CREDIT,48.866517,2.366144,5912,FR,France,EMEA,100182,ISSR_FR_229,ACQ_EMEA_501,"€157.88 Credit payment at PharmaDirect Paris pharmacy, Paris."
TXN20250116002707,39.75,U000749,18:11:27,2025-01-16,GBP,RideNow Manchester 160,Manchester,MGB00160,PREPAID,53.487041,-2.271973,4121,GB,United Kingdom,EMEA,100160,ISSR_GB_118,ACQ_EMEA_503,Ride & transport: RideNow Manchester (Manchester) — £39.75 on 16 Jan 2025.
TXN20250224002708,58.47,U000648,02:55:23,2025-02-24,AED,FreshMart Dubai 170,Dubai,MAE00170,CREDIT,25.187633,55.277927,5411,AE,United Arab Emirates,MEA,100170,ISSR_AE_152,ACQ_MEA_601,Supermarket spend: FreshMart Dubai · Dubai · AED58.47 · 24 Feb 2025 · Tap-to-pay.
TXN20250205002709,247.33,U000605,12:40:53,2025-02-05,SGD,MediCare Plus Singapore 165,Singapore,MSG00165,DEBIT,1.380825,103.849763,8099,SG,Singapore,APAC,100165,ISSR_SG_158,ACQ_APAC_703,Healthcare payment: MediCare Plus Singapore · Singapore · S$247.33 · 5 Feb 2025. Ref: 4AI7REF.
TXN20250324002710,637.0,U000804,17:36:39,2025-03-24,INR,SkyJet Travel Mumbai 118,Mumbai,MIN00118,CREDIT,19.094293,72.877567,4511,IN,India,APAC,100118,ISSR_IN_302,ACQ_APAC_702,Flight booking at SkyJet Travel Mumbai (Mumbai) — INR637 charged on 24 Mar 2025. PNR: 8XRW4D.
TXN20250205002711,44.18,U000411,09:04:01,2025-02-05,USD,FreshMart San Francisco 139,San Francisco,MUS00139,DEBIT,37.785907,-122.407965,5411,US,United States,NA,100139,ISSR_US_205,ACQ_NA_402,$44.18 charged to your Debit card at FreshMart San Francisco (San Francisco) on 5 Feb 2025. Ref: RHGR8CP1.
TXN20250116002712,1828.45,U000792,18:54:33,2025-01-16,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,CREDIT,52.385019,4.933389,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"Financial services payment to FinServe Online Amsterdam (Amsterdam) — €1,828.45 on 16 Jan 2025. Ref: 8FMW4VCHRH."
TXN20250116002713,77.0,U000477,12:09:45,2025-01-16,INR,RideNow Mumbai 187,Mumbai,MIN00187,PREPAID,19.081871,72.907377,4121,IN,India,APAC,100187,ISSR_IN_302,ACQ_APAC_701,"INR77 transport payment via RideNow Mumbai, Mumbai, on 16 Jan 2025."
TXN20250208002714,30.58,U000404,11:49:44,2025-02-08,GBP,QuickBite London 188,London,MGB00188,DEBIT,51.485955,-0.153583,5814,GB,United Kingdom,EMEA,100188,ISSR_GB_118,ACQ_EMEA_501,Restaurant bill: QuickBite London · London · £30.58 · 8 Feb 2025.
TXN20250203002715,13.57,U000390,07:30:00,2025-02-03,HKD,RideNow Hong Kong 151,Hong Kong,MHK00151,CREDIT,22.308598,114.133843,4121,HK,Hong Kong,APAC,100151,ISSR_HK_294,ACQ_APAC_703,Local transport: RideNow Hong Kong · Hong Kong · HKD13.57 · 3 Feb 2025. Ref: 1LC8A4.
TXN20250227002716,26.09,U000703,19:20:28,2025-02-27,EUR,FreshMart Berlin 071,Berlin,MDE00071,DEBIT,52.546218,13.411871,5411,DE,Germany,EMEA,100071,ISSR_DE_132,ACQ_EMEA_503,Supermarket spend: FreshMart Berlin · Berlin · €26.09 · 27 Feb 2025 · Atm withdrawal.
TXN20250103002717,101.6,U000181,19:26:21,2025-01-03,USD,FreshMart San Francisco 055,San Francisco,MUS00055,DEBIT,37.750691,-122.459211,5411,US,United States,NA,100055,ISSR_US_205,ACQ_NA_403,Supermarket spend: FreshMart San Francisco · San Francisco · $101.60 · 3 Jan 2025 · Contactless.
TXN20250206002718,102.38,U000159,22:42:01,2025-02-06,EUR,MetroFuel Berlin 155,Berlin,MDE00155,CREDIT,52.526213,13.443949,5541,DE,Germany,EMEA,100155,ISSR_DE_238,ACQ_EMEA_502,"Fuel & convenience purchase at MetroFuel Berlin, Berlin — €102.38 on 6 Feb 2025. Ref: B3UMAM."
TXN20250324002719,1786.0,U000238,11:39:17,2025-03-24,INR,SkyJet Travel Bengaluru 009,Bengaluru,MIN00009,CREDIT,12.954514,77.603439,4511,IN,India,APAC,100009,ISSR_IN_188,ACQ_APAC_702,"Travel purchase — SkyJet Travel Bengaluru (Bengaluru): INR1,786 on 24 Mar 2025 using Visa Credit. Ref: 03L4JZ."
TXN20250213002720,779.47,U000483,14:38:06,2025-02-13,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.743309,-73.983846,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,Consumer electronics: ElectroHub New York · New York · $779.47 · 13 Feb 2025. Ref: IX7BRRBA.
TXN20250315002721,237.92,U000639,12:13:36,2025-03-15,GBP,MarketSquare London 199,London,MGB00199,PREPAID,51.527173,-0.090916,5311,GB,United Kingdom,EMEA,100199,ISSR_GB_118,ACQ_EMEA_502,General retail: MarketSquare London · London · £237.92 · 15 Mar 2025. Ref: ZLLT99.
TXN20250203002722,22.1,U000520,21:39:11,2025-02-03,GBP,StreamSphere Manchester 046,Manchester,MGB00046,PREPAID,53.513225,-2.268688,4899,GB,United Kingdom,EMEA,100046,ISSR_GB_118,ACQ_EMEA_503,Digital subscription charge from StreamSphere Manchester (Manchester) — £22.10 on 3 Feb 2025.
TXN20250224002723,19,U000101,11:50:37,2025-02-24,JPY,QuickBite Tokyo 121,Tokyo,MJP00121,DEBIT,35.701488,139.612318,5814,JP,Japan,APAC,100121,ISSR_JP_174,ACQ_APAC_703,"Food & drink purchase at QuickBite Tokyo, Tokyo — ¥19 — 24 Feb 2025. Ref: N110BS."
TXN20250221002724,1107.81,U000430,07:51:33,2025-02-21,EUR,Luxura Retail Paris 201,Paris,MFR00201,CREDIT,48.82395,2.389184,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,"€1,107.81 charged to your Credit card at Luxura Retail Paris (Paris)."
TXN20250316002725,683.33,U000753,09:29:28,2025-03-16,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.8277,2.33202,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,Consumer electronics: ElectroHub Paris · Paris · €683.33 · 16 Mar 2025. Ref: VM8NYZHH.
TXN20250326002726,24.49,U000471,19:30:14,2025-03-26,CAD,QuickBite Toronto 093,Toronto,MCA00093,CREDIT,43.690104,-79.418485,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,"Dining at QuickBite Toronto, Toronto — CA$24.49 via online on 26 Mar 2025."
TXN20250328002727,65.05,U000102,12:03:31,2025-03-28,AED,MarketSquare Dubai 076,Dubai,MAE00076,CREDIT,25.200411,55.310168,5311,AE,United Arab Emirates,MEA,100076,ISSR_AE_266,ACQ_MEA_602,In-store purchase at MarketSquare Dubai (Dubai) — AED65.05 — 28 Mar 2025.
TXN20250108002728,11.51,U000406,13:50:10,2025-01-08,EUR,StreamSphere Berlin 197,Berlin,MDE00197,CREDIT,52.499928,13.377638,4899,DE,Germany,EMEA,100197,ISSR_DE_132,ACQ_EMEA_501,Recurring subscription: StreamSphere Berlin — €11.51 auto-debited on 8 Jan 2025.
TXN20250123002729,10.29,U000707,05:31:46,2025-01-23,EUR,StreamSphere Berlin 052,Berlin,MDE00052,CREDIT,52.541968,13.444941,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,Recurring subscription: StreamSphere Berlin — €10.29 auto-debited on 23 Jan 2025.
TXN20250203002730,84.0,U000201,04:36:55,2025-02-03,EUR,UrbanTable Paris 122,Paris,MFR00122,CREDIT,48.849585,2.376789,5812,FR,France,EMEA,100122,ISSR_FR_229,ACQ_EMEA_502,€84 food & beverage charge at UrbanTable Paris (Paris) on 3 Feb 2025.
TXN20250303002731,244.3,U000078,09:27:09,2025-03-03,AUD,MarketSquare Sydney 119,Sydney,MAU00119,CREDIT,-33.89968,151.210792,5311,AU,Australia,APAC,100119,ISSR_AU_276,ACQ_APAC_702,In-store purchase at MarketSquare Sydney (Sydney) — A$244.30 — 3 Mar 2025.
TXN20250202002732,478.0,U000786,05:17:32,2025-02-02,INR,Luxura Retail Mumbai 193,Mumbai,MIN00193,CREDIT,19.052408,72.864844,5651,IN,India,APAC,100193,ISSR_IN_188,ACQ_APAC_703,"In-store fashion purchase at Luxura Retail Mumbai, Mumbai — INR478 on 2 Feb 2025."
TXN20250201002733,685.74,U000591,05:01:24,2025-02-01,USD,SkyJet Travel San Francisco 150,San Francisco,MUS00150,CREDIT,37.784308,-122.454812,4511,US,United States,NA,100150,ISSR_US_101,ACQ_NA_401,Flight booking at SkyJet Travel San Francisco (San Francisco) — $685.74 charged on 1 Feb 2025. PNR: YR8NKR.
TXN20250208002734,1327.98,U000103,04:57:51,2025-02-08,EUR,Luxura Retail Berlin 136,Berlin,MDE00136,DEBIT,52.531788,13.389451,5651,DE,Germany,EMEA,100136,ISSR_DE_132,ACQ_EMEA_503,"Fashion & apparel purchase at Luxura Retail Berlin, Berlin — €1,327.98 via direct debit on 8 Feb 2025."
TXN20250324002735,113.0,U000641,19:31:35,2025-03-24,INR,FreshMart Bengaluru 021,Bengaluru,MIN00021,PREPAID,12.964072,77.582494,5411,IN,India,APAC,100021,ISSR_IN_188,ACQ_APAC_703,In-store grocery payment to FreshMart Bengaluru in Bengaluru for INR113 on 24 Mar 2025.
TXN20250328002736,68.49,U000707,19:42:19,2025-03-28,GBP,MetroFuel London 168,London,MGB00168,CREDIT,51.475545,-0.116776,5541,GB,United Kingdom,EMEA,100168,ISSR_GB_118,ACQ_EMEA_501,"Fuel & convenience purchase at MetroFuel London, London — £68.49 on 28 Mar 2025. Ref: 9EOIZU."
TXN20250211002737,133,U000036,12:38:36,2025-02-11,JPY,UrbanTable Tokyo 157,Tokyo,MJP00157,DEBIT,35.681736,139.671035,5812,JP,Japan,APAC,100157,ISSR_JP_174,ACQ_APAC_701,¥133 food & beverage charge at UrbanTable Tokyo (Tokyo) on 11 Feb 2025.
TXN20250220002738,195.88,U000845,13:57:32,2025-02-20,USD,MarketSquare San Francisco 116,San Francisco,MUS00116,CREDIT,37.80819,-122.458676,5311,US,United States,NA,100116,ISSR_US_205,ACQ_NA_402,"Retail purchase at MarketSquare San Francisco, San Francisco — $195.88 via tap-to-pay on 20 Feb 2025."
TXN20250217002739,9.71,U000768,02:45:14,2025-02-17,HKD,RideNow Hong Kong 151,Hong Kong,MHK00151,DEBIT,22.314486,114.192307,4121,HK,Hong Kong,APAC,100151,ISSR_HK_294,ACQ_APAC_703,Ride & transport: RideNow Hong Kong (Hong Kong) — HKD9.71 on 17 Feb 2025.
TXN20250105002740,9.63,U000638,08:33:04,2025-01-05,AUD,QuickBite Melbourne 005,Melbourne,MAU00005,PREPAID,-37.82527,144.923355,5814,AU,Australia,APAC,100005,ISSR_AU_276,ACQ_APAC_701,"Dining at QuickBite Melbourne, Melbourne — A$9.63 via tap-to-pay on 5 Jan 2025."
