merchant_id,merchant_name,merchant_category_text,merchant_city,merchant_country_code,merchant_region_code,transaction_count,average_amount,preferred_currency_code,dominant_card_type,amount_profile,top_risk_tags,merchant_text_summary
MJP00007,QuickBite Osaka 007,quick service dining,Osaka,JP,APAC,9,25.22,JPY,debit card,small-ticket,"everyday consumer spend, weekend spend, late-night activity","QuickBite Osaka 007 is a quick service dining merchant in Osaka, JP, within the APAC region. Across 9 transactions, it shows small-ticket spend with an average transaction value of 25.22 JPY. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MJP00026,MediCare Plus Tokyo 026,healthcare services,Tokyo,JP,APAC,20,202.15,JPY,credit card,mid-value,"everyday consumer spend, weekend spend, late-night activity","MediCare Plus Tokyo 026 is a healthcare services merchant in Tokyo, JP, within the APAC region. Across 20 transactions, it shows mid-value spend with an average transaction value of 202.15 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MJP00028,FreshMart Tokyo 028,grocery retail,Tokyo,JP,APAC,18,77.89,JPY,debit card,small-ticket,"everyday consumer spend, late-night activity, weekend spend","FreshMart Tokyo 028 is a grocery retail merchant in Tokyo, JP, within the APAC region. Across 18 transactions, it shows small-ticket spend with an average transaction value of 77.89 JPY. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
MJP00032,PharmaDirect Tokyo 032,pharmacy and wellness,Tokyo,JP,APAC,16,100.75,JPY,credit card,mid-value,"everyday consumer spend, weekend spend, prepaid instrument","PharmaDirect Tokyo 032 is a pharmacy and wellness merchant in Tokyo, JP, within the APAC region. Across 16 transactions, it shows mid-value spend with an average transaction value of 100.75 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MJP00036,EduPrime Osaka 036,education services,Osaka,JP,APAC,19,4018.32,JPY,credit card,very high-value,"very high-value, weekend spend, late-night activity","EduPrime Osaka 036 is a education services merchant in Osaka, JP, within the APAC region. Across 19 transactions, it shows very high-value spend with an average transaction value of 4018.32 JPY. The merchant most often sees credit card usage and is commonly associated with very high-value, weekend spend, late-night activity."
MJP00045,RideNow Osaka 045,ride-hailing and local transport,Osaka,JP,APAC,21,36.1,JPY,debit card,small-ticket,"weekend spend, late-night activity, everyday consumer spend","RideNow Osaka 045 is a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. Across 21 transactions, it shows small-ticket spend with an average transaction value of 36.1 JPY. The merchant most often sees debit card usage and is commonly associated with weekend spend, late-night activity, everyday consumer spend."
MJP00049,RideNow Osaka 049,ride-hailing and local transport,Osaka,JP,APAC,16,39.5,JPY,prepaid card,small-ticket,"weekend spend, prepaid instrument, late-night activity","RideNow Osaka 049 is a ride-hailing and local transport merchant in Osaka, JP, within the APAC region. Across 16 transactions, it shows small-ticket spend with an average transaction value of 39.5 JPY. The merchant most often sees prepaid card usage and is commonly associated with weekend spend, prepaid instrument, late-night activity."
MJP00088,CloudStay Tokyo 088,lodging and hospitality,Tokyo,JP,APAC,22,752.23,JPY,credit card,high-value,"travel-related, high-value, weekend spend","CloudStay Tokyo 088 is a lodging and hospitality merchant in Tokyo, JP, within the APAC region. Across 22 transactions, it shows high-value spend with an average transaction value of 752.23 JPY. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MJP00097,SkyJet Travel Tokyo 097,air travel,Tokyo,JP,APAC,11,918.55,JPY,credit card,high-value,"travel-related, high-value, weekend spend","SkyJet Travel Tokyo 097 is a air travel merchant in Tokyo, JP, within the APAC region. Across 11 transactions, it shows high-value spend with an average transaction value of 918.55 JPY. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MJP00104,SkyJet Travel Osaka 104,air travel,Osaka,JP,APAC,21,1040.67,JPY,credit card,high-value,"travel-related, high-value, late-night activity","SkyJet Travel Osaka 104 is a air travel merchant in Osaka, JP, within the APAC region. Across 21 transactions, it shows high-value spend with an average transaction value of 1040.67 JPY. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MJP00108,FinServe Online Tokyo 108,financial services,Tokyo,JP,APAC,16,2467.38,JPY,credit card,very high-value,"cash-like financial services, very high-value, high-value","FinServe Online Tokyo 108 is a financial services merchant in Tokyo, JP, within the APAC region. Across 16 transactions, it shows very high-value spend with an average transaction value of 2467.38 JPY. The merchant most often sees credit card usage and is commonly associated with cash-like financial services, very high-value, high-value."
MJP00112,CloudStay Osaka 112,lodging and hospitality,Osaka,JP,APAC,17,899.12,JPY,credit card,high-value,"travel-related, high-value, late-night activity","CloudStay Osaka 112 is a lodging and hospitality merchant in Osaka, JP, within the APAC region. Across 17 transactions, it shows high-value spend with an average transaction value of 899.12 JPY. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MJP00120,StreamSphere Tokyo 120,digital subscription services,Tokyo,JP,APAC,13,16.23,JPY,credit card,micro-ticket,"digital recurring, late-night activity, weekend spend","StreamSphere Tokyo 120 is a digital subscription services merchant in Tokyo, JP, within the APAC region. Across 13 transactions, it shows micro-ticket spend with an average transaction value of 16.23 JPY. The merchant most often sees credit card usage and is commonly associated with digital recurring, late-night activity, weekend spend."
MJP00121,QuickBite Tokyo 121,quick service dining,Tokyo,JP,APAC,18,24.11,JPY,debit card,small-ticket,"everyday consumer spend, weekend spend, prepaid instrument","QuickBite Tokyo 121 is a quick service dining merchant in Tokyo, JP, within the APAC region. Across 18 transactions, it shows small-ticket spend with an average transaction value of 24.11 JPY. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MJP00123,FreshMart Osaka 123,grocery retail,Osaka,JP,APAC,16,84.88,JPY,debit card,small-ticket,"late-night activity, weekend spend, everyday consumer spend","FreshMart Osaka 123 is a grocery retail merchant in Osaka, JP, within the APAC region. Across 16 transactions, it shows small-ticket spend with an average transaction value of 84.88 JPY. The merchant most often sees debit card usage and is commonly associated with late-night activity, weekend spend, everyday consumer spend."
MJP00125,QuickBite Osaka 125,quick service dining,Osaka,JP,APAC,17,25.59,JPY,credit card,small-ticket,"late-night activity, everyday consumer spend, prepaid instrument","QuickBite Osaka 125 is a quick service dining merchant in Osaka, JP, within the APAC region. Across 17 transactions, it shows small-ticket spend with an average transaction value of 25.59 JPY. The merchant most often sees credit card usage and is commonly associated with late-night activity, everyday consumer spend, prepaid instrument."
MJP00133,QuickBite Osaka 133,quick service dining,Osaka,JP,APAC,18,26.33,JPY,debit card,small-ticket,"everyday consumer spend, late-night activity, prepaid instrument","QuickBite Osaka 133 is a quick service dining merchant in Osaka, JP, within the APAC region. Across 18 transactions, it shows small-ticket spend with an average transaction value of 26.33 JPY. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, late-night activity, prepaid instrument."
MJP00137,FreshMart Osaka 137,grocery retail,Osaka,JP,APAC,21,89.19,JPY,debit card,small-ticket,"late-night activity, weekend spend, everyday consumer spend","FreshMart Osaka 137 is a grocery retail merchant in Osaka, JP, within the APAC region. Across 21 transactions, it shows small-ticket spend with an average transaction value of 89.19 JPY. The merchant most often sees debit card usage and is commonly associated with late-night activity, weekend spend, everyday consumer spend."
MJP00144,QuickBite Tokyo 144,quick service dining,Tokyo,JP,APAC,16,20.94,JPY,credit card,small-ticket,"everyday consumer spend, late-night activity, prepaid instrument","QuickBite Tokyo 144 is a quick service dining merchant in Tokyo, JP, within the APAC region. Across 16 transactions, it shows small-ticket spend with an average transaction value of 20.94 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, prepaid instrument."
MJP00154,ElectroHub Tokyo 154,consumer electronics,Tokyo,JP,APAC,14,1329.93,JPY,credit card,high-value,"premium electronics, high-value, late-night activity","ElectroHub Tokyo 154 is a consumer electronics merchant in Tokyo, JP, within the APAC region. Across 14 transactions, it shows high-value spend with an average transaction value of 1329.93 JPY. The merchant most often sees credit card usage and is commonly associated with premium electronics, high-value, late-night activity."
MJP00157,UrbanTable Tokyo 157,restaurant dining,Tokyo,JP,APAC,25,99.44,JPY,credit card,small-ticket,"everyday consumer spend, late-night activity, weekend spend","UrbanTable Tokyo 157 is a restaurant dining merchant in Tokyo, JP, within the APAC region. Across 25 transactions, it shows small-ticket spend with an average transaction value of 99.44 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
MJP00158,EduPrime Osaka 158,education services,Osaka,JP,APAC,16,3477.62,JPY,credit card,very high-value,"very high-value, late-night activity, weekend spend","EduPrime Osaka 158 is a education services merchant in Osaka, JP, within the APAC region. Across 16 transactions, it shows very high-value spend with an average transaction value of 3477.62 JPY. The merchant most often sees credit card usage and is commonly associated with very high-value, late-night activity, weekend spend."
MJP00162,MediCare Plus Osaka 162,healthcare services,Osaka,JP,APAC,8,298.75,JPY,credit card,mid-value,"everyday consumer spend, late-night activity, weekend spend","MediCare Plus Osaka 162 is a healthcare services merchant in Osaka, JP, within the APAC region. Across 8 transactions, it shows mid-value spend with an average transaction value of 298.75 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
MJP00204,MarketSquare Tokyo 204,general retail,Tokyo,JP,APAC,17,168.47,JPY,credit card,mid-value,"late-night activity, everyday consumer spend, weekend spend","MarketSquare Tokyo 204 is a general retail merchant in Tokyo, JP, within the APAC region. Across 17 transactions, it shows mid-value spend with an average transaction value of 168.47 JPY. The merchant most often sees credit card usage and is commonly associated with late-night activity, everyday consumer spend, weekend spend."
MJP00214,MediCare Plus Osaka 214,healthcare services,Osaka,JP,APAC,28,228.21,JPY,credit card,mid-value,"everyday consumer spend, late-night activity, weekend spend","MediCare Plus Osaka 214 is a healthcare services merchant in Osaka, JP, within the APAC region. Across 28 transactions, it shows mid-value spend with an average transaction value of 228.21 JPY. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
MJP00215,StreamSphere Tokyo 215,digital subscription services,Tokyo,JP,APAC,14,14.07,JPY,credit card,micro-ticket,"digital recurring, weekend spend, prepaid instrument","StreamSphere Tokyo 215 is a digital subscription services merchant in Tokyo, JP, within the APAC region. Across 14 transactions, it shows micro-ticket spend with an average transaction value of 14.07 JPY. The merchant most often sees credit card usage and is commonly associated with digital recurring, weekend spend, prepaid instrument."
MNL00013,EduPrime Amsterdam 013,education services,Amsterdam,NL,EMEA,20,3004.09,EUR,credit card,very high-value,"very high-value, high-value, weekend spend","EduPrime Amsterdam 013 is a education services merchant in Amsterdam, NL, within the EMEA region. Across 20 transactions, it shows very high-value spend with an average transaction value of 3004.09 EUR. The merchant most often sees credit card usage and is commonly associated with very high-value, high-value, weekend spend."
MNL00030,RideNow Amsterdam 030,ride-hailing and local transport,Amsterdam,NL,EMEA,33,36.57,EUR,prepaid card,small-ticket,"prepaid instrument, weekend spend, everyday consumer spend","RideNow Amsterdam 030 is a ride-hailing and local transport merchant in Amsterdam, NL, within the EMEA region. Across 33 transactions, it shows small-ticket spend with an average transaction value of 36.57 EUR. The merchant most often sees prepaid card usage and is commonly associated with prepaid instrument, weekend spend, everyday consumer spend."
MNL00039,CloudStay Amsterdam 039,lodging and hospitality,Amsterdam,NL,EMEA,26,935.26,EUR,credit card,high-value,"travel-related, high-value, late-night activity","CloudStay Amsterdam 039 is a lodging and hospitality merchant in Amsterdam, NL, within the EMEA region. Across 26 transactions, it shows high-value spend with an average transaction value of 935.26 EUR. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MNL00051,FinServe Online Amsterdam 051,financial services,Amsterdam,NL,EMEA,24,2951.93,EUR,credit card,very high-value,"cash-like financial services, very high-value, prepaid instrument","FinServe Online Amsterdam 051 is a financial services merchant in Amsterdam, NL, within the EMEA region. Across 24 transactions, it shows very high-value spend with an average transaction value of 2951.93 EUR. The merchant most often sees credit card usage and is commonly associated with cash-like financial services, very high-value, prepaid instrument."
MNL00078,MetroFuel Amsterdam 078,fuel and convenience,Amsterdam,NL,EMEA,24,94.8,EUR,debit card,small-ticket,"everyday consumer spend, weekend spend, late-night activity","MetroFuel Amsterdam 078 is a fuel and convenience merchant in Amsterdam, NL, within the EMEA region. Across 24 transactions, it shows small-ticket spend with an average transaction value of 94.8 EUR. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MNL00109,FreshMart Amsterdam 109,grocery retail,Amsterdam,NL,EMEA,26,96.9,EUR,debit card,small-ticket,"everyday consumer spend, weekend spend, late-night activity","FreshMart Amsterdam 109 is a grocery retail merchant in Amsterdam, NL, within the EMEA region. Across 26 transactions, it shows small-ticket spend with an average transaction value of 96.9 EUR. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MNL00161,EduPrime Amsterdam 161,education services,Amsterdam,NL,EMEA,31,3342.73,EUR,credit card,very high-value,"very high-value, weekend spend, high-value","EduPrime Amsterdam 161 is a education services merchant in Amsterdam, NL, within the EMEA region. Across 31 transactions, it shows very high-value spend with an average transaction value of 3342.73 EUR. The merchant most often sees credit card usage and is commonly associated with very high-value, weekend spend, high-value."
MNL00167,FinServe Online Amsterdam 167,financial services,Amsterdam,NL,EMEA,23,2645.05,EUR,credit card,very high-value,"cash-like financial services, very high-value, late-night activity","FinServe Online Amsterdam 167 is a financial services merchant in Amsterdam, NL, within the EMEA region. Across 23 transactions, it shows very high-value spend with an average transaction value of 2645.05 EUR. The merchant most often sees credit card usage and is commonly associated with cash-like financial services, very high-value, late-night activity."
MNL00169,StreamSphere Amsterdam 169,digital subscription services,Amsterdam,NL,EMEA,23,13.58,EUR,credit card,micro-ticket,"digital recurring, weekend spend, prepaid instrument","StreamSphere Amsterdam 169 is a digital subscription services merchant in Amsterdam, NL, within the EMEA region. Across 23 transactions, it shows micro-ticket spend with an average transaction value of 13.58 EUR. The merchant most often sees credit card usage and is commonly associated with digital recurring, weekend spend, prepaid instrument."
MNL00218,FinServe Online Amsterdam 218,financial services,Amsterdam,NL,EMEA,29,2743.63,EUR,credit card,very high-value,"cash-like financial services, very high-value, high-value","FinServe Online Amsterdam 218 is a financial services merchant in Amsterdam, NL, within the EMEA region. Across 29 transactions, it shows very high-value spend with an average transaction value of 2743.63 EUR. The merchant most often sees credit card usage and is commonly associated with cash-like financial services, very high-value, high-value."
MSG00033,UrbanTable Singapore 033,restaurant dining,Singapore,SG,APAC,17,99.12,SGD,credit card,small-ticket,"everyday consumer spend, weekend spend, prepaid instrument","UrbanTable Singapore 033 is a restaurant dining merchant in Singapore, SG, within the APAC region. Across 17 transactions, it shows small-ticket spend with an average transaction value of 99.12 SGD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MSG00050,StreamSphere Singapore 050,digital subscription services,Singapore,SG,APAC,13,16.92,SGD,credit card,micro-ticket,"digital recurring, weekend spend, late-night activity","StreamSphere Singapore 050 is a digital subscription services merchant in Singapore, SG, within the APAC region. Across 13 transactions, it shows micro-ticket spend with an average transaction value of 16.92 SGD. The merchant most often sees credit card usage and is commonly associated with digital recurring, weekend spend, late-night activity."
MSG00061,PharmaDirect Singapore 061,pharmacy and wellness,Singapore,SG,APAC,13,85.15,SGD,credit card,small-ticket,"everyday consumer spend, late-night activity, weekend spend","PharmaDirect Singapore 061 is a pharmacy and wellness merchant in Singapore, SG, within the APAC region. Across 13 transactions, it shows small-ticket spend with an average transaction value of 85.15 SGD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
MSG00070,StreamSphere Singapore 070,digital subscription services,Singapore,SG,APAC,14,13.8,SGD,credit card,micro-ticket,"digital recurring, weekend spend, late-night activity","StreamSphere Singapore 070 is a digital subscription services merchant in Singapore, SG, within the APAC region. Across 14 transactions, it shows micro-ticket spend with an average transaction value of 13.8 SGD. The merchant most often sees credit card usage and is commonly associated with digital recurring, weekend spend, late-night activity."
MSG00083,Luxura Retail Singapore 083,fashion retail,Singapore,SG,APAC,19,690.93,SGD,credit card,high-value,"high-value, late-night activity, everyday consumer spend","Luxura Retail Singapore 083 is a fashion retail merchant in Singapore, SG, within the APAC region. Across 19 transactions, it shows high-value spend with an average transaction value of 690.93 SGD. The merchant most often sees credit card usage and is commonly associated with high-value, late-night activity, everyday consumer spend."
MSG00140,QuickBite Singapore 140,quick service dining,Singapore,SG,APAC,18,20.12,SGD,prepaid card,small-ticket,"prepaid instrument, everyday consumer spend, weekend spend","QuickBite Singapore 140 is a quick service dining merchant in Singapore, SG, within the APAC region. Across 18 transactions, it shows small-ticket spend with an average transaction value of 20.12 SGD. The merchant most often sees prepaid card usage and is commonly associated with prepaid instrument, everyday consumer spend, weekend spend."
MSG00165,MediCare Plus Singapore 165,healthcare services,Singapore,SG,APAC,25,215.46,SGD,credit card,mid-value,"everyday consumer spend, weekend spend, late-night activity","MediCare Plus Singapore 165 is a healthcare services merchant in Singapore, SG, within the APAC region. Across 25 transactions, it shows mid-value spend with an average transaction value of 215.46 SGD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MSG00173,FreshMart Singapore 173,grocery retail,Singapore,SG,APAC,16,81.66,SGD,debit card,small-ticket,"everyday consumer spend, weekend spend, prepaid instrument","FreshMart Singapore 173 is a grocery retail merchant in Singapore, SG, within the APAC region. Across 16 transactions, it shows small-ticket spend with an average transaction value of 81.66 SGD. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MSG00176,FinServe Online Singapore 176,financial services,Singapore,SG,APAC,20,2465.45,SGD,credit card,very high-value,"cash-like financial services, very high-value, high-value","FinServe Online Singapore 176 is a financial services merchant in Singapore, SG, within the APAC region. Across 20 transactions, it shows very high-value spend with an average transaction value of 2465.45 SGD. The merchant most often sees credit card usage and is commonly associated with cash-like financial services, very high-value, high-value."
MSG00189,CloudStay Singapore 189,lodging and hospitality,Singapore,SG,APAC,14,855.87,SGD,credit card,high-value,"travel-related, high-value, weekend spend","CloudStay Singapore 189 is a lodging and hospitality merchant in Singapore, SG, within the APAC region. Across 14 transactions, it shows high-value spend with an average transaction value of 855.87 SGD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MUS00012,RideNow San Francisco 012,ride-hailing and local transport,San Francisco,US,NA,27,42.22,USD,prepaid card,small-ticket,"prepaid instrument, weekend spend, everyday consumer spend","RideNow San Francisco 012 is a ride-hailing and local transport merchant in San Francisco, US, within the NA region. Across 27 transactions, it shows small-ticket spend with an average transaction value of 42.22 USD. The merchant most often sees prepaid card usage and is commonly associated with prepaid instrument, weekend spend, everyday consumer spend."
MUS00018,RideNow San Francisco 018,ride-hailing and local transport,San Francisco,US,NA,22,42.18,USD,debit card,small-ticket,"weekend spend, everyday consumer spend, prepaid instrument","RideNow San Francisco 018 is a ride-hailing and local transport merchant in San Francisco, US, within the NA region. Across 22 transactions, it shows small-ticket spend with an average transaction value of 42.18 USD. The merchant most often sees debit card usage and is commonly associated with weekend spend, everyday consumer spend, prepaid instrument."
MUS00023,MediCare Plus Chicago 023,healthcare services,Chicago,US,NA,32,236.02,USD,credit card,mid-value,"everyday consumer spend, weekend spend, late-night activity","MediCare Plus Chicago 023 is a healthcare services merchant in Chicago, US, within the NA region. Across 32 transactions, it shows mid-value spend with an average transaction value of 236.02 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MUS00031,CloudStay San Francisco 031,lodging and hospitality,San Francisco,US,NA,23,798.14,USD,credit card,high-value,"travel-related, high-value, weekend spend","CloudStay San Francisco 031 is a lodging and hospitality merchant in San Francisco, US, within the NA region. Across 23 transactions, it shows high-value spend with an average transaction value of 798.14 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MUS00034,SkyJet Travel New York 034,air travel,New York,US,NA,23,1232.42,USD,credit card,high-value,"travel-related, high-value, late-night activity","SkyJet Travel New York 034 is a air travel merchant in New York, US, within the NA region. Across 23 transactions, it shows high-value spend with an average transaction value of 1232.42 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MUS00040,QuickBite New York 040,quick service dining,New York,US,NA,25,25.2,USD,credit card,small-ticket,"everyday consumer spend, late-night activity, prepaid instrument","QuickBite New York 040 is a quick service dining merchant in New York, US, within the NA region. Across 25 transactions, it shows small-ticket spend with an average transaction value of 25.2 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, prepaid instrument."
MUS00047,CloudStay San Francisco 047,lodging and hospitality,San Francisco,US,NA,23,851.09,USD,credit card,high-value,"travel-related, high-value, late-night activity","CloudStay San Francisco 047 is a lodging and hospitality merchant in San Francisco, US, within the NA region. Across 23 transactions, it shows high-value spend with an average transaction value of 851.09 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MUS00055,FreshMart San Francisco 055,grocery retail,San Francisco,US,NA,24,89.93,USD,debit card,small-ticket,"everyday consumer spend, weekend spend, late-night activity","FreshMart San Francisco 055 is a grocery retail merchant in San Francisco, US, within the NA region. Across 24 transactions, it shows small-ticket spend with an average transaction value of 89.93 USD. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MUS00057,UrbanTable New York 057,restaurant dining,New York,US,NA,35,97.07,USD,credit card,small-ticket,"prepaid instrument, weekend spend, everyday consumer spend","UrbanTable New York 057 is a restaurant dining merchant in New York, US, within the NA region. Across 35 transactions, it shows small-ticket spend with an average transaction value of 97.07 USD. The merchant most often sees credit card usage and is commonly associated with prepaid instrument, weekend spend, everyday consumer spend."
MUS00059,RideNow Chicago 059,ride-hailing and local transport,Chicago,US,NA,34,45.12,USD,prepaid card,small-ticket,"prepaid instrument, weekend spend, everyday consumer spend","RideNow Chicago 059 is a ride-hailing and local transport merchant in Chicago, US, within the NA region. Across 34 transactions, it shows small-ticket spend with an average transaction value of 45.12 USD. The merchant most often sees prepaid card usage and is commonly associated with prepaid instrument, weekend spend, everyday consumer spend."
MUS00077,ElectroHub Chicago 077,consumer electronics,Chicago,US,NA,28,1147.43,USD,credit card,high-value,"premium electronics, high-value, late-night activity","ElectroHub Chicago 077 is a consumer electronics merchant in Chicago, US, within the NA region. Across 28 transactions, it shows high-value spend with an average transaction value of 1147.43 USD. The merchant most often sees credit card usage and is commonly associated with premium electronics, high-value, late-night activity."
MUS00079,SkyJet Travel Chicago 079,air travel,Chicago,US,NA,36,1147.89,USD,credit card,high-value,"travel-related, high-value, late-night activity","SkyJet Travel Chicago 079 is a air travel merchant in Chicago, US, within the NA region. Across 36 transactions, it shows high-value spend with an average transaction value of 1147.89 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MUS00086,ElectroHub New York 086,consumer electronics,New York,US,NA,29,1065.11,USD,credit card,high-value,"premium electronics, high-value, weekend spend","ElectroHub New York 086 is a consumer electronics merchant in New York, US, within the NA region. Across 29 transactions, it shows high-value spend with an average transaction value of 1065.11 USD. The merchant most often sees credit card usage and is commonly associated with premium electronics, high-value, weekend spend."
MUS00116,MarketSquare San Francisco 116,general retail,San Francisco,US,NA,32,198.94,USD,credit card,mid-value,"everyday consumer spend, weekend spend, late-night activity","MarketSquare San Francisco 116 is a general retail merchant in San Francisco, US, within the NA region. Across 32 transactions, it shows mid-value spend with an average transaction value of 198.94 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MUS00117,FreshMart Chicago 117,grocery retail,Chicago,US,NA,22,84.96,USD,debit card,small-ticket,"everyday consumer spend, weekend spend, prepaid instrument","FreshMart Chicago 117 is a grocery retail merchant in Chicago, US, within the NA region. Across 22 transactions, it shows small-ticket spend with an average transaction value of 84.96 USD. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MUS00124,PharmaDirect Chicago 124,pharmacy and wellness,Chicago,US,NA,18,88.63,USD,credit card,small-ticket,"everyday consumer spend, weekend spend, late-night activity","PharmaDirect Chicago 124 is a pharmacy and wellness merchant in Chicago, US, within the NA region. Across 18 transactions, it shows small-ticket spend with an average transaction value of 88.63 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, late-night activity."
MUS00129,ElectroHub San Francisco 129,consumer electronics,San Francisco,US,NA,25,1262.45,USD,credit card,high-value,"premium electronics, high-value, weekend spend","ElectroHub San Francisco 129 is a consumer electronics merchant in San Francisco, US, within the NA region. Across 25 transactions, it shows high-value spend with an average transaction value of 1262.45 USD. The merchant most often sees credit card usage and is commonly associated with premium electronics, high-value, weekend spend."
MUS00130,CloudStay San Francisco 130,lodging and hospitality,San Francisco,US,NA,11,755.96,USD,credit card,high-value,"travel-related, high-value, weekend spend","CloudStay San Francisco 130 is a lodging and hospitality merchant in San Francisco, US, within the NA region. Across 11 transactions, it shows high-value spend with an average transaction value of 755.96 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MUS00135,ElectroHub Chicago 135,consumer electronics,Chicago,US,NA,27,1045.71,USD,credit card,high-value,"premium electronics, high-value, weekend spend","ElectroHub Chicago 135 is a consumer electronics merchant in Chicago, US, within the NA region. Across 27 transactions, it shows high-value spend with an average transaction value of 1045.71 USD. The merchant most often sees credit card usage and is commonly associated with premium electronics, high-value, weekend spend."
MUS00139,FreshMart San Francisco 139,grocery retail,San Francisco,US,NA,34,75.05,USD,debit card,small-ticket,"everyday consumer spend, weekend spend, prepaid instrument","FreshMart San Francisco 139 is a grocery retail merchant in San Francisco, US, within the NA region. Across 34 transactions, it shows small-ticket spend with an average transaction value of 75.05 USD. The merchant most often sees debit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MUS00142,SkyJet Travel New York 142,air travel,New York,US,NA,33,1099.9,USD,credit card,high-value,"travel-related, high-value, late-night activity","SkyJet Travel New York 142 is a air travel merchant in New York, US, within the NA region. Across 33 transactions, it shows high-value spend with an average transaction value of 1099.9 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, late-night activity."
MUS00150,SkyJet Travel San Francisco 150,air travel,San Francisco,US,NA,25,1315.26,USD,credit card,high-value,"travel-related, high-value, weekend spend","SkyJet Travel San Francisco 150 is a air travel merchant in San Francisco, US, within the NA region. Across 25 transactions, it shows high-value spend with an average transaction value of 1315.26 USD. The merchant most often sees credit card usage and is commonly associated with travel-related, high-value, weekend spend."
MUS00153,StreamSphere Chicago 153,digital subscription services,Chicago,US,NA,29,14.91,USD,credit card,micro-ticket,"digital recurring, prepaid instrument, weekend spend","StreamSphere Chicago 153 is a digital subscription services merchant in Chicago, US, within the NA region. Across 29 transactions, it shows micro-ticket spend with an average transaction value of 14.91 USD. The merchant most often sees credit card usage and is commonly associated with digital recurring, prepaid instrument, weekend spend."
MUS00164,QuickBite New York 164,quick service dining,New York,US,NA,27,19.55,USD,credit card,micro-ticket,"everyday consumer spend, weekend spend, prepaid instrument","QuickBite New York 164 is a quick service dining merchant in New York, US, within the NA region. Across 27 transactions, it shows micro-ticket spend with an average transaction value of 19.55 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, weekend spend, prepaid instrument."
MUS00166,MediCare Plus San Francisco 166,healthcare services,San Francisco,US,NA,26,246.25,USD,credit card,mid-value,"everyday consumer spend, late-night activity, weekend spend","MediCare Plus San Francisco 166 is a healthcare services merchant in San Francisco, US, within the NA region. Across 26 transactions, it shows mid-value spend with an average transaction value of 246.25 USD. The merchant most often sees credit card usage and is commonly associated with everyday consumer spend, late-night activity, weekend spend."
