tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250209003084,2615.68,EUR,PREPAID,100051,ISSR_NL_149,ACQ_EMEA_502,2025-02-09,05:50:08,"This transaction was a very high-value prepaid card payment of 2615.68 EUR at FinServe Online Amsterdam 051, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-09 during late-night weekend hours and can be described as very high-value, cash-like financial services, prepaid instrument, late-night activity, weekend spend."
TXN20250304003085,39.38,USD,DEBIT,100055,ISSR_US_205,ACQ_NA_403,2025-03-04,09:49:47,"This transaction was a small-ticket debit card payment of 39.38 USD at FreshMart San Francisco 055, a grocery retail merchant in San Francisco, US, within the NA region. It took place on 2025-03-04 during morning weekday hours and can be described as everyday consumer spend."
TXN20250319003086,134,JPY,CREDIT,100214,ISSR_JP_287,ACQ_APAC_702,2025-03-19,10:36:59,"This transaction was a mid-value credit card payment of 134 JPY at MediCare Plus Osaka 214, a healthcare services merchant in Osaka, JP, within the APAC region. It took place on 2025-03-19 during morning weekday hours and can be described as everyday consumer spend."
TXN20250323003087,16.75,CAD,PREPAID,100081,ISSR_CA_214,ACQ_NA_403,2025-03-23,23:42:54,"This transaction was a micro prepaid card payment of 16.75 CAD at StreamSphere Vancouver 081, a digital subscription services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-23 during late-night weekend hours and can be described as digital recurring, prepaid instrument, weekend spend."
TXN20250107003088,4053.98,EUR,CREDIT,100185,ISSR_DE_238,ACQ_EMEA_502,2025-01-07,17:29:39,"This transaction was a very high-value credit card payment of 4053.98 EUR at FinServe Online Berlin 185, a financial services merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-07 during evening weekday hours and can be described as very high-value, cash-like financial services."
TXN20250326003089,1395.36,USD,CREDIT,100171,ISSR_US_101,ACQ_NA_403,2025-03-26,05:12:23,"This transaction was a high-value credit card payment of 1395.36 USD at ElectroHub Chicago 171, a consumer electronics merchant in Chicago, US, within the NA region. It took place on 2025-03-26 during late-night weekday hours and can be described as high-value, premium electronics, late-night activity."
TXN20250207003090,125.06,USD,CREDIT,100057,ISSR_US_319,ACQ_NA_401,2025-02-07,21:07:41,"This transaction was a mid-value credit card payment of 125.06 USD at UrbanTable New York 057, a restaurant dining merchant in New York, US, within the NA region. It took place on 2025-02-07 during evening weekday hours and can be described as everyday consumer spend."
TXN20250124003091,1504.98,USD,CREDIT,100031,ISSR_US_101,ACQ_NA_402,2025-01-24,04:56:05,"This transaction was a high-value credit card payment of 1504.98 USD at CloudStay San Francisco 031, a lodging and hospitality merchant in San Francisco, US, within the NA region. It took place on 2025-01-24 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250325003092,18.66,EUR,PREPAID,100169,ISSR_NL_149,ACQ_EMEA_501,2025-03-25,15:19:45,"This transaction was a micro prepaid card payment of 18.66 EUR at StreamSphere Amsterdam 169, a digital subscription services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-25 during afternoon weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250205003093,3353.24,GBP,CREDIT,100027,ISSR_GB_118,ACQ_EMEA_502,2025-02-05,20:32:13,"This transaction was a very high-value credit card payment of 3353.24 GBP at FinServe Online Manchester 027, a financial services merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-05 during evening weekday hours and can be described as very high-value, cash-like financial services."
TXN20250109003094,27.0,GBP,CREDIT,100132,ISSR_GB_224,ACQ_EMEA_502,2025-01-09,01:01:31,"This transaction was a small-ticket credit card payment of 27.0 GBP at PharmaDirect London 132, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-01-09 during late-night weekday hours and can be described as late-night activity."
TXN20250131003095,1495.42,EUR,CREDIT,100066,ISSR_ES_241,ACQ_EMEA_502,2025-01-31,21:39:02,"This transaction was a high-value credit card payment of 1495.42 EUR at ElectroHub Madrid 066, a consumer electronics merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-31 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250211003096,630.54,GBP,CREDIT,100054,ISSR_GB_224,ACQ_EMEA_502,2025-02-11,20:46:35,"This transaction was a high-value credit card payment of 630.54 GBP at ElectroHub Manchester 054, a consumer electronics merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-11 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250223003097,2722.1,GBP,CREDIT,100141,ISSR_GB_224,ACQ_EMEA_501,2025-02-23,23:14:26,"This transaction was a very high-value credit card payment of 2722.1 GBP at FinServe Online Manchester 141, a financial services merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-23 during late-night weekend hours and can be described as very high-value, cash-like financial services, weekend spend."
TXN20250330003098,8.86,CAD,CREDIT,100019,ISSR_CA_110,ACQ_NA_403,2025-03-30,03:16:17,"This transaction was a micro credit card payment of 8.86 CAD at QuickBite Toronto 019, a quick service dining merchant in Toronto, CA, within the NA region. It took place on 2025-03-30 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250322003099,21.35,EUR,CREDIT,100169,ISSR_NL_149,ACQ_EMEA_501,2025-03-22,14:54:10,"This transaction was a small-ticket credit card payment of 21.35 EUR at StreamSphere Amsterdam 169, a digital subscription services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-22 during afternoon weekend hours and can be described as digital recurring, weekend spend."
TXN20250202003100,73.42,SGD,DEBIT,100173,ISSR_SG_271,ACQ_APAC_703,2025-02-02,07:56:00,"This transaction was a small-ticket debit card payment of 73.42 SGD at FreshMart Singapore 173, a grocery retail merchant in Singapore, SG, within the APAC region. It took place on 2025-02-02 during morning weekend hours and can be described as weekend spend."
TXN20250212003101,846.62,AED,CREDIT,100035,ISSR_AE_152,ACQ_MEA_602,2025-02-12,12:13:38,"This transaction was a high-value credit card payment of 846.62 AED at Luxura Retail Dubai 035, a fashion retail merchant in Dubai, AE, within the MEA region. It took place on 2025-02-12 during afternoon weekday hours and can be described as high-value."
TXN20250228003102,43.72,CAD,CREDIT,100019,ISSR_CA_110,ACQ_NA_403,2025-02-28,23:25:04,"This transaction was a small-ticket credit card payment of 43.72 CAD at QuickBite Toronto 019, a quick service dining merchant in Toronto, CA, within the NA region. It took place on 2025-02-28 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250227003103,17.66,AUD,DEBIT,100075,ISSR_AU_163,ACQ_APAC_703,2025-02-27,02:51:57,"This transaction was a micro debit card payment of 17.66 AUD at QuickBite Sydney 075, a quick service dining merchant in Sydney, AU, within the APAC region. It took place on 2025-02-27 during late-night weekday hours and can be described as late-night activity."
TXN20250323003104,56.02,GBP,CREDIT,100219,ISSR_GB_118,ACQ_EMEA_503,2025-03-23,04:17:11,"This transaction was a small-ticket credit card payment of 56.02 GBP at UrbanTable London 219, a restaurant dining merchant in London, GB, within the EMEA region. It took place on 2025-03-23 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250115003105,112.12,GBP,DEBIT,100065,ISSR_GB_118,ACQ_EMEA_503,2025-01-15,17:34:29,"This transaction was a mid-value debit card payment of 112.12 GBP at MetroFuel London 065, a fuel and convenience merchant in London, GB, within the EMEA region. It took place on 2025-01-15 during evening weekday hours and can be described as everyday consumer spend."
TXN20250316003106,11.0,INR,CREDIT,100128,ISSR_IN_302,ACQ_APAC_703,2025-03-16,01:46:44,"This transaction was a micro credit card payment of 11.0 INR at StreamSphere Bengaluru 128, a digital subscription services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-16 during late-night weekend hours and can be described as digital recurring, late-night activity, weekend spend."
TXN20250301003107,73.11,AUD,DEBIT,100186,ISSR_AU_276,ACQ_APAC_702,2025-03-01,01:09:52,"This transaction was a small-ticket debit card payment of 73.11 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-01 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250220003108,1305.39,USD,CREDIT,100150,ISSR_US_101,ACQ_NA_401,2025-02-20,02:57:34,"This transaction was a high-value credit card payment of 1305.39 USD at SkyJet Travel San Francisco 150, a air travel merchant in San Francisco, US, within the NA region. It took place on 2025-02-20 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250214003109,2037.26,CAD,CREDIT,100196,ISSR_CA_110,ACQ_NA_403,2025-02-14,10:02:58,"This transaction was a very high-value credit card payment of 2037.26 CAD at FinServe Online Vancouver 196, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-02-14 during morning weekday hours and can be described as very high-value, cash-like financial services."
TXN20250122003110,11.36,USD,DEBIT,100213,ISSR_US_101,ACQ_NA_401,2025-01-22,04:37:07,"This transaction was a micro debit card payment of 11.36 USD at StreamSphere Chicago 213, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-01-22 during late-night weekday hours and can be described as digital recurring, late-night activity."
TXN20250312003111,13.72,CAD,PREPAID,100093,ISSR_CA_214,ACQ_NA_401,2025-03-12,20:54:42,"This transaction was a micro prepaid card payment of 13.72 CAD at QuickBite Toronto 093, a quick service dining merchant in Toronto, CA, within the NA region. It took place on 2025-03-12 during evening weekday hours and can be described as prepaid instrument."
TXN20250106003112,170.64,GBP,DEBIT,100132,ISSR_GB_224,ACQ_EMEA_502,2025-01-06,18:18:38,"This transaction was a mid-value debit card payment of 170.64 GBP at PharmaDirect London 132, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-01-06 during evening weekday hours and can be described as everyday consumer spend."
TXN20250311003113,1924.0,INR,CREDIT,100017,ISSR_IN_302,ACQ_APAC_702,2025-03-11,20:09:57,"This transaction was a high-value credit card payment of 1924.0 INR at SkyJet Travel Bengaluru 017, a air travel merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-11 during evening weekday hours and can be described as high-value, travel-related."
TXN20250216003114,277.78,USD,PREPAID,100166,ISSR_US_319,ACQ_NA_403,2025-02-16,05:46:28,"This transaction was a mid-value prepaid card payment of 277.78 USD at MediCare Plus San Francisco 166, a healthcare services merchant in San Francisco, US, within the NA region. It took place on 2025-02-16 during late-night weekend hours and can be described as prepaid instrument, late-night activity, weekend spend."
TXN20250202003115,17.06,GBP,CREDIT,100046,ISSR_GB_118,ACQ_EMEA_503,2025-02-02,15:10:40,"This transaction was a micro credit card payment of 17.06 GBP at StreamSphere Manchester 046, a digital subscription services merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-02 during afternoon weekend hours and can be described as digital recurring, weekend spend."
TXN20250104003116,255.66,USD,CREDIT,100179,ISSR_US_319,ACQ_NA_402,2025-01-04,21:43:54,"This transaction was a mid-value credit card payment of 255.66 USD at SkyJet Travel New York 179, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-04 during evening weekend hours and can be described as travel-related, weekend spend."
TXN20250317003117,3705.32,SGD,CREDIT,100176,ISSR_SG_158,ACQ_APAC_703,2025-03-17,19:30:48,"This transaction was a very high-value credit card payment of 3705.32 SGD at FinServe Online Singapore 176, a financial services merchant in Singapore, SG, within the APAC region. It took place on 2025-03-17 during evening weekday hours and can be described as very high-value, cash-like financial services."
TXN20250217003118,17.0,INR,DEBIT,100210,ISSR_IN_188,ACQ_APAC_701,2025-02-17,09:06:43,"This transaction was a micro debit card payment of 17.0 INR at QuickBite Bengaluru 210, a quick service dining merchant in Bengaluru, IN, within the APAC region. It took place on 2025-02-17 during morning weekday hours and can be described as everyday consumer spend."
TXN20250329003119,1243.41,USD,CREDIT,100150,ISSR_US_101,ACQ_NA_401,2025-03-29,12:08:23,"This transaction was a high-value credit card payment of 1243.41 USD at SkyJet Travel San Francisco 150, a air travel merchant in San Francisco, US, within the NA region. It took place on 2025-03-29 during afternoon weekend hours and can be described as high-value, travel-related, weekend spend."
TXN20250304003120,129,JPY,CREDIT,100088,ISSR_JP_174,ACQ_APAC_703,2025-03-04,13:09:01,"This transaction was a mid-value credit card payment of 129 JPY at CloudStay Tokyo 088, a lodging and hospitality merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-04 during afternoon weekday hours and can be described as travel-related."
TXN20250319003121,27.64,USD,DEBIT,100059,ISSR_US_101,ACQ_NA_401,2025-03-19,06:44:39,"This transaction was a small-ticket debit card payment of 27.64 USD at RideNow Chicago 059, a ride-hailing and local transport merchant in Chicago, US, within the NA region. It took place on 2025-03-19 during morning weekday hours and can be described as everyday consumer spend."
TXN20250126003122,305.0,INR,CREDIT,100193,ISSR_IN_188,ACQ_APAC_703,2025-01-26,15:08:48,"This transaction was a mid-value credit card payment of 305.0 INR at Luxura Retail Mumbai 193, a fashion retail merchant in Mumbai, IN, within the APAC region. It took place on 2025-01-26 during afternoon weekend hours and can be described as weekend spend."
TXN20250118003123,1474.34,CAD,CREDIT,100102,ISSR_CA_214,ACQ_NA_403,2025-01-18,21:49:15,"This transaction was a high-value credit card payment of 1474.34 CAD at SkyJet Travel Vancouver 102, a air travel merchant in Vancouver, CA, within the NA region. It took place on 2025-01-18 during evening weekend hours and can be described as high-value, travel-related, weekend spend."
TXN20250202003124,668.93,USD,CREDIT,100179,ISSR_US_319,ACQ_NA_402,2025-02-02,13:23:28,"This transaction was a high-value credit card payment of 668.93 USD at SkyJet Travel New York 179, a air travel merchant in New York, US, within the NA region. It took place on 2025-02-02 during afternoon weekend hours and can be described as high-value, travel-related, weekend spend."
TXN20250131003125,135.31,GBP,PREPAID,100199,ISSR_GB_118,ACQ_EMEA_502,2025-01-31,06:29:31,"This transaction was a mid-value prepaid card payment of 135.31 GBP at MarketSquare London 199, a general retail merchant in London, GB, within the EMEA region. It took place on 2025-01-31 during morning weekday hours and can be described as prepaid instrument."
TXN20250325003126,2479.29,CAD,DEBIT,100014,ISSR_CA_214,ACQ_NA_402,2025-03-25,08:20:10,"This transaction was a very high-value debit card payment of 2479.29 CAD at FinServe Online Toronto 014, a financial services merchant in Toronto, CA, within the NA region. It took place on 2025-03-25 during morning weekday hours and can be described as very high-value, cash-like financial services."
TXN20250326003127,101.6,AUD,CREDIT,100085,ISSR_AU_163,ACQ_APAC_701,2025-03-26,09:45:02,"This transaction was a mid-value credit card payment of 101.6 AUD at Luxura Retail Melbourne 085, a fashion retail merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-26 during morning weekday hours and can be described as everyday consumer spend."
TXN20250225003128,68.7,USD,CREDIT,100190,ISSR_US_205,ACQ_NA_401,2025-02-25,22:36:06,"This transaction was a small-ticket credit card payment of 68.7 USD at MetroFuel New York 190, a fuel and convenience merchant in New York, US, within the NA region. It took place on 2025-02-25 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250321003129,2064.6,CAD,CREDIT,100102,ISSR_CA_214,ACQ_NA_403,2025-03-21,14:10:24,"This transaction was a very high-value credit card payment of 2064.6 CAD at SkyJet Travel Vancouver 102, a air travel merchant in Vancouver, CA, within the NA region. It took place on 2025-03-21 during afternoon weekday hours and can be described as very high-value, travel-related."
TXN20250123003130,587.71,GBP,CREDIT,100094,ISSR_GB_118,ACQ_EMEA_501,2025-01-23,06:47:35,"This transaction was a high-value credit card payment of 587.71 GBP at Luxura Retail Manchester 094, a fashion retail merchant in Manchester, GB, within the EMEA region. It took place on 2025-01-23 during morning weekday hours and can be described as high-value."
TXN20250323003131,74.92,GBP,DEBIT,100191,ISSR_GB_224,ACQ_EMEA_502,2025-03-23,10:01:28,"This transaction was a small-ticket debit card payment of 74.92 GBP at FreshMart London 191, a grocery retail merchant in London, GB, within the EMEA region. It took place on 2025-03-23 during morning weekend hours and can be described as weekend spend."
TXN20250319003132,51.78,USD,CREDIT,100124,ISSR_US_101,ACQ_NA_403,2025-03-19,15:22:13,"This transaction was a small-ticket credit card payment of 51.78 USD at PharmaDirect Chicago 124, a pharmacy and wellness merchant in Chicago, US, within the NA region. It took place on 2025-03-19 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250225003133,95.5,AED,CREDIT,100073,ISSR_AE_152,ACQ_MEA_601,2025-02-25,05:33:45,"This transaction was a small-ticket credit card payment of 95.5 AED at MetroFuel Dubai 073, a fuel and convenience merchant in Dubai, AE, within the MEA region. It took place on 2025-02-25 during late-night weekday hours and can be described as late-night activity."
TXN20250120003134,310.0,INR,CREDIT,100152,ISSR_IN_302,ACQ_APAC_703,2025-01-20,22:09:46,"This transaction was a mid-value credit card payment of 310.0 INR at MediCare Plus Bengaluru 152, a healthcare services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-01-20 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250319003135,453.91,EUR,CREDIT,100092,ISSR_ES_241,ACQ_EMEA_501,2025-03-19,05:54:48,"This transaction was a mid-value credit card payment of 453.91 EUR at Luxura Retail Madrid 092, a fashion retail merchant in Madrid, ES, within the EMEA region. It took place on 2025-03-19 during late-night weekday hours and can be described as late-night activity."
TXN20250303003136,131.02,CAD,CREDIT,100096,ISSR_CA_214,ACQ_NA_402,2025-03-03,23:59:26,"This transaction was a mid-value credit card payment of 131.02 CAD at FreshMart Toronto 096, a grocery retail merchant in Toronto, CA, within the NA region. It took place on 2025-03-03 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250320003137,305.72,EUR,CREDIT,100201,ISSR_FR_229,ACQ_EMEA_503,2025-03-20,03:09:23,"This transaction was a mid-value credit card payment of 305.72 EUR at Luxura Retail Paris 201, a fashion retail merchant in Paris, FR, within the EMEA region. It took place on 2025-03-20 during late-night weekday hours and can be described as late-night activity."
TXN20250316003138,23.01,USD,DEBIT,100213,ISSR_US_101,ACQ_NA_401,2025-03-16,04:56:28,"This transaction was a small-ticket debit card payment of 23.01 USD at StreamSphere Chicago 213, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-03-16 during late-night weekend hours and can be described as digital recurring, late-night activity, weekend spend."
TXN20250305003139,178.83,AUD,DEBIT,100105,ISSR_AU_163,ACQ_APAC_703,2025-03-05,12:32:34,"This transaction was a mid-value debit card payment of 178.83 AUD at PharmaDirect Melbourne 105, a pharmacy and wellness merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-05 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250322003140,10.34,SGD,CREDIT,100050,ISSR_SG_158,ACQ_APAC_702,2025-03-22,23:32:03,"This transaction was a micro credit card payment of 10.34 SGD at StreamSphere Singapore 050, a digital subscription services merchant in Singapore, SG, within the APAC region. It took place on 2025-03-22 during late-night weekend hours and can be described as digital recurring, weekend spend."
TXN20250123003141,103,JPY,CREDIT,100157,ISSR_JP_174,ACQ_APAC_701,2025-01-23,22:19:57,"This transaction was a mid-value credit card payment of 103 JPY at UrbanTable Tokyo 157, a restaurant dining merchant in Tokyo, JP, within the APAC region. It took place on 2025-01-23 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250118003142,121.0,INR,PREPAID,100203,ISSR_IN_302,ACQ_APAC_701,2025-01-18,12:11:13,"This transaction was a mid-value prepaid card payment of 121.0 INR at PharmaDirect Mumbai 203, a pharmacy and wellness merchant in Mumbai, IN, within the APAC region. It took place on 2025-01-18 during afternoon weekend hours and can be described as prepaid instrument, weekend spend."
TXN20250213003143,450.45,EUR,DEBIT,100212,ISSR_FR_229,ACQ_EMEA_501,2025-02-13,22:52:18,"This transaction was a mid-value debit card payment of 450.45 EUR at MediCare Plus Paris 212, a healthcare services merchant in Paris, FR, within the EMEA region. It took place on 2025-02-13 during late-night weekday hours and can be described as everyday consumer spend."
TXN20250127003144,58.62,HKD,DEBIT,100202,ISSR_HK_294,ACQ_APAC_701,2025-01-27,06:05:41,"This transaction was a small-ticket debit card payment of 58.62 HKD at FreshMart Hong Kong 202, a grocery retail merchant in Hong Kong, HK, within the APAC region. It took place on 2025-01-27 during morning weekday hours and can be described as everyday consumer spend."
TXN20250307003145,75.63,GBP,DEBIT,100132,ISSR_GB_224,ACQ_EMEA_502,2025-03-07,01:35:03,"This transaction was a small-ticket debit card payment of 75.63 GBP at PharmaDirect London 132, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-03-07 during late-night weekday hours and can be described as late-night activity."
TXN20250208003146,216,JPY,CREDIT,100026,ISSR_JP_287,ACQ_APAC_703,2025-02-08,12:26:52,"This transaction was a mid-value credit card payment of 216 JPY at MediCare Plus Tokyo 026, a healthcare services merchant in Tokyo, JP, within the APAC region. It took place on 2025-02-08 during afternoon weekend hours and can be described as weekend spend."
TXN20250219003147,39,JPY,CREDIT,100133,ISSR_JP_287,ACQ_APAC_703,2025-02-19,21:24:12,"This transaction was a small-ticket credit card payment of 39 JPY at QuickBite Osaka 133, a quick service dining merchant in Osaka, JP, within the APAC region. It took place on 2025-02-19 during evening weekday hours and can be described as everyday consumer spend."
TXN20250102003148,6102.82,EUR,CREDIT,100175,ISSR_ES_241,ACQ_EMEA_501,2025-01-02,22:38:38,"This transaction was a very high-value credit card payment of 6102.82 EUR at EduPrime Madrid 175, a education services merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-02 during late-night weekday hours and can be described as very high-value."
TXN20250302003149,240,JPY,DEBIT,100026,ISSR_JP_287,ACQ_APAC_703,2025-03-02,09:13:37,"This transaction was a mid-value debit card payment of 240 JPY at MediCare Plus Tokyo 026, a healthcare services merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-02 during morning weekend hours and can be described as weekend spend."
TXN20250211003150,22.38,AED,DEBIT,100127,ISSR_AE_152,ACQ_MEA_602,2025-02-11,19:23:09,"This transaction was a small-ticket debit card payment of 22.38 AED at FreshMart Dubai 127, a grocery retail merchant in Dubai, AE, within the MEA region. It took place on 2025-02-11 during evening weekday hours and can be described as everyday consumer spend."
TXN20250328003151,275.16,AUD,CREDIT,100119,ISSR_AU_276,ACQ_APAC_702,2025-03-28,04:08:42,"This transaction was a mid-value credit card payment of 275.16 AUD at MarketSquare Sydney 119, a general retail merchant in Sydney, AU, within the APAC region. It took place on 2025-03-28 during late-night weekday hours and can be described as late-night activity."
TXN20250226003152,1624.8,EUR,DEBIT,100042,ISSR_FR_229,ACQ_EMEA_502,2025-02-26,15:59:16,"This transaction was a high-value debit card payment of 1624.8 EUR at ElectroHub Paris 042, a consumer electronics merchant in Paris, FR, within the EMEA region. It took place on 2025-02-26 during afternoon weekday hours and can be described as high-value, premium electronics."
TXN20250112003153,889.12,SGD,CREDIT,100083,ISSR_SG_158,ACQ_APAC_702,2025-01-12,06:41:10,"This transaction was a high-value credit card payment of 889.12 SGD at Luxura Retail Singapore 083, a fashion retail merchant in Singapore, SG, within the APAC region. It took place on 2025-01-12 during morning weekend hours and can be described as high-value, weekend spend."
TXN20250227003154,184.79,USD,CREDIT,100117,ISSR_US_319,ACQ_NA_401,2025-02-27,17:54:20,"This transaction was a mid-value credit card payment of 184.79 USD at FreshMart Chicago 117, a grocery retail merchant in Chicago, US, within the NA region. It took place on 2025-02-27 during evening weekday hours and can be described as everyday consumer spend."
TXN20250126003155,1415.31,USD,DEBIT,100171,ISSR_US_101,ACQ_NA_403,2025-01-26,02:41:27,"This transaction was a high-value debit card payment of 1415.31 USD at ElectroHub Chicago 171, a consumer electronics merchant in Chicago, US, within the NA region. It took place on 2025-01-26 during late-night weekend hours and can be described as high-value, premium electronics, late-night activity, weekend spend."
TXN20250208003156,27.09,USD,CREDIT,100164,ISSR_US_319,ACQ_NA_401,2025-02-08,22:25:10,"This transaction was a small-ticket credit card payment of 27.09 USD at QuickBite New York 164, a quick service dining merchant in New York, US, within the NA region. It took place on 2025-02-08 during late-night weekend hours and can be described as weekend spend."
TXN20250211003157,27.96,EUR,CREDIT,100177,ISSR_FR_229,ACQ_EMEA_502,2025-02-11,21:39:27,"This transaction was a small-ticket credit card payment of 27.96 EUR at PharmaDirect Paris 177, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-02-11 during evening weekday hours and can be described as everyday consumer spend."
TXN20250304003158,1199,JPY,CREDIT,100104,ISSR_JP_287,ACQ_APAC_702,2025-03-04,03:30:47,"This transaction was a high-value credit card payment of 1199 JPY at SkyJet Travel Osaka 104, a air travel merchant in Osaka, JP, within the APAC region. It took place on 2025-03-04 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250305003159,138.98,EUR,DEBIT,100182,ISSR_FR_229,ACQ_EMEA_501,2025-03-05,21:00:47,"This transaction was a mid-value debit card payment of 138.98 EUR at PharmaDirect Paris 182, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-03-05 during evening weekday hours and can be described as everyday consumer spend."
TXN20250306003160,24.44,EUR,DEBIT,100072,ISSR_FR_126,ACQ_EMEA_502,2025-03-06,09:58:33,"This transaction was a small-ticket debit card payment of 24.44 EUR at QuickBite Paris 072, a quick service dining merchant in Paris, FR, within the EMEA region. It took place on 2025-03-06 during morning weekday hours and can be described as everyday consumer spend."
TXN20250316003161,146.0,INR,PREPAID,100113,ISSR_IN_188,ACQ_APAC_702,2025-03-16,02:58:14,"This transaction was a mid-value prepaid card payment of 146.0 INR at PharmaDirect Mumbai 113, a pharmacy and wellness merchant in Mumbai, IN, within the APAC region. It took place on 2025-03-16 during late-night weekend hours and can be described as prepaid instrument, late-night activity, weekend spend."
TXN20250220003162,68.88,USD,PREPAID,100059,ISSR_US_101,ACQ_NA_401,2025-02-20,13:59:41,"This transaction was a small-ticket prepaid card payment of 68.88 USD at RideNow Chicago 059, a ride-hailing and local transport merchant in Chicago, US, within the NA region. It took place on 2025-02-20 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250217003163,84.65,GBP,CREDIT,100160,ISSR_GB_118,ACQ_EMEA_503,2025-02-17,21:30:44,"This transaction was a small-ticket credit card payment of 84.65 GBP at RideNow Manchester 160, a ride-hailing and local transport merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-17 during evening weekday hours and can be described as everyday consumer spend."
TXN20250108003164,2573.82,EUR,CREDIT,100185,ISSR_DE_238,ACQ_EMEA_502,2025-01-08,06:18:03,"This transaction was a very high-value credit card payment of 2573.82 EUR at FinServe Online Berlin 185, a financial services merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-08 during morning weekday hours and can be described as very high-value, cash-like financial services."
TXN20250303003165,879.59,AUD,CREDIT,100206,ISSR_AU_276,ACQ_APAC_701,2025-03-03,14:58:10,"This transaction was a high-value credit card payment of 879.59 AUD at CloudStay Melbourne 206, a lodging and hospitality merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-03 during afternoon weekday hours and can be described as high-value, travel-related."
TXN20250308003166,92.56,USD,CREDIT,100139,ISSR_US_205,ACQ_NA_402,2025-03-08,12:50:32,"This transaction was a small-ticket credit card payment of 92.56 USD at FreshMart San Francisco 139, a grocery retail merchant in San Francisco, US, within the NA region. It took place on 2025-03-08 during afternoon weekend hours and can be described as weekend spend."
TXN20250108003167,1242.02,USD,CREDIT,100142,ISSR_US_205,ACQ_NA_402,2025-01-08,02:26:47,"This transaction was a high-value credit card payment of 1242.02 USD at SkyJet Travel New York 142, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-08 during late-night weekday hours and can be described as high-value, travel-related, late-night activity."
TXN20250302003168,3526.21,EUR,DEBIT,100218,ISSR_NL_149,ACQ_EMEA_502,2025-03-02,20:16:06,"This transaction was a very high-value debit card payment of 3526.21 EUR at FinServe Online Amsterdam 218, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-02 during evening weekend hours and can be described as very high-value, cash-like financial services, weekend spend."
TXN20250117003169,183.07,EUR,CREDIT,100201,ISSR_FR_229,ACQ_EMEA_503,2025-01-17,23:45:51,"This transaction was a mid-value credit card payment of 183.07 EUR at Luxura Retail Paris 201, a fashion retail merchant in Paris, FR, within the EMEA region. It took place on 2025-01-17 during late-night weekday hours and can be described as everyday consumer spend."
